viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,153193,Concepcion,Huinca,20057,L2,V1,2026-02-09 12:39:05,2026-02-09 13:40:08,CC→CW,2026-02-09,,20057,20057,850,Monedero
1,174637,UTF Santa Maria,Lzo. Arenas,20304,L1,V1,2026-02-09 07:45:30,2026-02-09 07:50:11,TH→HQ,2026-02-09,,20304,20304,500,Monedero
2,176047,Concepcion,Huinca,20059,L2,V1,2026-02-09 13:16:08,2026-02-09 13:55:53,CC→CW,2026-02-09,,20059,20059,850,Monedero
3,176192,Concepcion,Mercado,20313,L1,V1,2026-02-09 09:36:07,2026-02-09 11:04:40,HQ→TH,2026-02-09,combo_por_entrada,20313,20313,900,Monedero
4,176255,Concepcion,Higueras,20329,L1,V1,2026-02-09 18:15:03,2026-02-09 19:18:43,HQ→TH,2026-02-09,combo_relajado_pase1,20329,20327,880,Monedero
5,176675,Laguna Quinenco,Hito Galvarino,20054,L2,V1,2026-02-09 11:28:46,2026-02-09 11:49:13,CW→CC,2026-02-09,,20054,20052,530,Monedero
6,177242,Costa Mar,Concepcion,20042,L2,V1,2026-02-09 10:18:35,2026-02-09 10:41:01,CW→CC,2026-02-09,,20042,20042,570,Monedero
7,177242,Concepcion,Costa Mar,20055,L2,V1,2026-02-09 12:24:26,2026-02-09 13:19:34,CC→CW,2026-02-09,,20055,20055,570,Monedero
8,177512,Los Condores,Concepcion,20304,L1,V1,2026-02-09 07:36:00,2026-02-09 07:55:25,TH→HQ,2026-02-09,,20304,20304,500,Monedero
9,177738,Concepcion,Lomas Coloradas,20049,L2,V1,2026-02-09 10:51:40,2026-02-09 11:50:14,CC→CW,2026-02-09,,20049,20049,570,Monedero
10,177850,Cristo Redentor,Juan Pablo II,20000,L2,V1,2026-02-09 05:59:16,2026-02-09 06:34:04,CW→CC,2026-02-09,,20000,20000,680,Monedero
11,177850,Juan Pablo II,Cristo Redentor,20195,L2,V1,2026-02-09 16:32:31,2026-02-09 17:13:17,CC→CW,2026-02-09,,20195,20195,680,Monedero
12,178022,Los Condores,Concepcion,20312,L1,V1,2026-02-09 10:10:40,2026-02-09 10:40:29,TH→HQ,2026-02-09,,20312,20312,500,Monedero
13,178057,Cristo Redentor,Coronel,20029,L2,V1,2026-02-09 10:04:23,2026-02-09 10:21:38,CC→CW,2026-02-09,,20029,20029,450,Monedero
14,178071,Manquimavida,El Arenal,20311,L1,V1,2026-02-09 09:26:51,2026-02-09 10:12:49,HQ→TH,2026-02-09,,20311,20311,550,Monedero
15,178071,El Arenal,Manquimavida,20328,L1,V1,2026-02-09 18:56:18,2026-02-09 19:46:13,TH→HQ,2026-02-09,,20328,20328,550,Monedero
16,178819,Concepcion,Alborada,20007,L2,V1,2026-02-09 07:03:13,2026-02-09 07:43:13,CC→CW,2026-02-09,match_por_salida_fallback,20007,20007,560,Monedero
17,178874,Manquimavida,Lzo. Arenas,20305,L1,V1,2026-02-09 07:43:01,2026-02-09 08:08:02,HQ→TH,2026-02-09,,20305,20397,510,Monedero
18,179458,Concepcion,Coronel,20099,L2,V1,2026-02-09 18:31:28,2026-02-09 20:17:09,CC→CW,2026-02-09,match_por_salida_fallback,20099,20099,910,Monedero
19,179485,Concepcion,Costa Mar,20093,L2,V1,2026-02-09 18:52:03,2026-02-09 19:19:05,CC→CW,2026-02-09,,20093,20091,570,Monedero
20,180377,Concepcion,Huinca,20117,L2,V1,2026-02-09 21:15:51,2026-02-09 21:54:46,CC→CW,2026-02-09,,20117,20117,850,Monedero
21,180534,Los Condores,Cdal. Raul Silva Henriquez,,,N/A,2026-02-09 15:11:21,2026-02-09 15:53:20,,2026-02-09,sin_combo_factible_en_hub|sin_s1_factible_retro,,,590,Monedero
22,180534,Concepcion,Los Condores,20335,L1,V1,2026-02-09 20:54:38,2026-02-09 21:46:58,HQ→TH,2026-02-09,combo_por_entrada,20335,20335,590,Monedero
23,181341,Coronel,Alborada,20002,L2,V1,2026-02-09 06:08:26,2026-02-09 06:42:58,CW→CC,2026-02-09,,20002,20002,790,Monedero
24,181341,Lomas Coloradas,Laguna Quinenco,20071,L2,V1,2026-02-09 17:15:59,2026-02-09 17:42:53,CC→CW,2026-02-09,,20071,20071,650,Monedero
25,181450,Concepcion,Huinca,20041,L2,V1,2026-02-09 10:26:25,2026-02-09 11:07:18,CC→CW,2026-02-09,,20041,20041,850,Monedero
26,182470,Los Canelos,Laguna Quinenco,20095,L2,V1,2026-02-09 19:47:11,2026-02-09 19:59:06,CC→CW,2026-02-09,,20095,20095,530,Monedero
27,184194,Huinca,Concepcion,20050,L2,V1,2026-02-09 10:53:40,2026-02-09 11:38:30,CW→CC,2026-02-09,,20050,20048,850,Monedero
28,184194,Concepcion,Huinca,20129,L2,V1,2026-02-09 22:32:17,2026-02-09 23:25:06,CC→CW,2026-02-09,,20129,20127,850,Monedero
29,184275,Alborada,Concepcion,20032,L2,V1,2026-02-09 09:09:40,2026-02-09 09:34:07,CW→CC,2026-02-09,,20032,20028,570,Monedero
