viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,177249,Concepcion,Los Canelos,20067.0,L2,V1,2026-01-26 15:21:52,2026-01-26 16:04:25,CC→CW,2026-01-26,,20067.0,20065.0,850.0,Monedero
1,179219,Huinca,Juan Pablo II,20068.0,L2,V1,2026-01-26 15:48:13,2026-01-26 16:38:21,CW→CC,2026-01-26,,20068.0,20068.0,680.0,Monedero
2,179219,Concepcion,Huinca,20117.0,L2,V1,2026-01-26 21:11:55,2026-01-26 21:54:44,CC→CW,2026-01-26,,20117.0,20117.0,850.0,Monedero
3,179376,Concepcion,La Leonera,20330.0,L1,V1,2026-01-26 19:53:47,2026-01-26 20:17:54,TH→HQ,2026-01-26,,20330.0,,510.0,Monedero
4,182272,Juan Pablo II,Huinca,20083.0,L2,V1,2026-01-26 18:04:38,2026-01-26 18:37:55,CC→CW,2026-01-26,,20083.0,20083.0,680.0,Monedero
5,184422,Concepcion,El Arenal,20329.0,L1,V1,2026-01-26 19:00:13,2026-01-26 19:25:55,HQ→TH,2026-01-26,,20329.0,20329.0,540.0,Monedero
6,185063,Concepcion,Coronel,20123.0,L2,V1,2026-01-26 21:46:08,2026-01-26 22:32:44,CC→CW,2026-01-26,,20123.0,20123.0,880.0,Monedero
7,185947,Laguna Quinenco,Concepcion,20104.0,L2,V1,2026-01-26 19:09:00,2026-01-26 19:55:57,CW→CC,2026-01-26,,20104.0,20104.0,880.0,Monedero
8,186052,Concepcion,Hualqui,20322.0,L1,V1,2026-01-26 17:18:36,2026-01-26 18:00:34,TH→HQ,2026-01-26,,20322.0,20322.0,550.0,Monedero
9,188474,Concepcion,Manquimavida,20326.0,L1,V1,2026-01-26 18:20:11,2026-01-26 18:45:19,TH→HQ,2026-01-26,,20326.0,,510.0,Monedero
10,189219,El Parque,Hito Galvarino,20109.0,L2,V1,2026-01-26 20:40:15,2026-01-26 21:03:16,CC→CW,2026-01-26,,20109.0,20107.0,610.0,Monedero
11,190831,Juan Pablo II,Cdal. Raul Silva Henriquez,20117.0,L2,V1,2026-01-26 21:23:41,2026-01-26 21:42:23,CC→CW,2026-01-26,,20117.0,20117.0,510.0,Monedero
12,191769,El Arenal,Concepcion,20332.0,L1,V1,2026-01-26 20:00:40,2026-01-26 20:25:12,TH→HQ,2026-01-26,,20332.0,20332.0,540.0,Monedero
13,191826,Concepcion,La Leonera,20328.0,L1,V1,2026-01-26 19:18:41,2026-01-26 19:47:08,TH→HQ,2026-01-26,combo_relajado_pase1,20328.0,20326.0,510.0,Monedero
14,191835,UTF Santa Maria,Concepcion,20324.0,L1,V1,2026-01-26 17:31:28,2026-01-26 17:59:18,TH→HQ,2026-01-26,,20324.0,20324.0,500.0,Monedero
15,193987,Juan Pablo II,Laguna Quinenco,20099.0,L2,V1,2026-01-26 19:36:48,2026-01-26 20:14:28,CC→CW,2026-01-26,,20099.0,20099.0,790.0,Monedero
16,194076,Cdal. Raul Silva Henriquez,Los Canelos,20095.0,L2,V1,2026-01-26 19:38:20,2026-01-26 19:52:30,CC→CW,2026-01-26,,20095.0,20095.0,610.0,Monedero
17,194086,Lomas Coloradas,Concepcion,20098.0,L2,V1,2026-01-26 19:01:43,2026-01-26 19:26:50,CW→CC,2026-01-26,,20098.0,20098.0,570.0,Monedero
18,200324,Concepcion,Lomas Coloradas,20089.0,L2,V1,2026-01-26 18:25:55,2026-01-26 18:53:22,CC→CW,2026-01-26,,20089.0,20089.0,570.0,Monedero
19,200471,Concepcion,Pedro Medina,20320.0,L1,V1,2026-01-26 16:15:33,2026-01-26 16:43:48,TH→HQ,2026-01-26,combo_por_entrada,20320.0,20320.0,590.0,Monedero
20,214861,Lomas Coloradas,Concepcion,20116.0,L2,V1,2026-01-26 20:42:12,2026-01-26 21:12:01,CW→CC,2026-01-26,,20116.0,20114.0,570.0,Monedero
21,221305,Concepcion,Cdal. Raul Silva Henriquez,20101.0,L2,V1,2026-01-26 19:42:38,2026-01-26 20:11:16,CC→CW,2026-01-26,,20101.0,20101.0,570.0,Monedero
22,241053,Concepcion,Los Canelos,20071.0,L2,V1,2026-01-26 16:52:49,2026-01-26 17:35:11,CC→CW,2026-01-26,,20071.0,20071.0,850.0,Monedero
23,247535,Cristo Redentor,Concepcion,20068.0,L2,V1,2026-01-26 15:42:03,2026-01-26 16:24:57,CW→CC,2026-01-26,,20068.0,20068.0,850.0,Monedero
24,249351,Pedro Medina,El Arenal,20325.0,L1,V1,2026-01-26 17:10:56,2026-01-26 17:53:25,HQ→TH,2026-01-26,,20325.0,20325.0,550.0,Monedero
25,249426,Concepcion,Cristo Redentor,20079.0,L2,V1,2026-01-26 17:01:44,2026-01-26 18:10:41,CC→CW,2026-01-26,combo_relajado_pase2,20079.0,20069.0,880.0,Monedero
26,254824,Concepcion,Concepcion,,,,2026-01-26 18:30:46,2026-01-26 18:31:18,,2026-01-26,no viajo,,,420.0,Monedero
27,257744,Cdal. Raul Silva Henriquez,Los Canelos,20109.0,L2,V1,2026-01-26 20:51:53,2026-01-26 21:07:03,CC→CW,2026-01-26,,20109.0,20109.0,610.0,Monedero
28,257744,Cdal. Raul Silva Henriquez,Los Canelos,20109.0,L2,V1,2026-01-26 20:52:04,2026-01-26 21:06:49,CC→CW,2026-01-26,,20109.0,20109.0,610.0,Monedero
29,261764,Concepcion,Concepcion,,,,2026-01-26 21:39:11,2026-01-26 21:40:47,,2026-01-26,no viajo,,,420.0,Monedero
30,272621,Higueras,Hualqui,20326.0,L1,V1,2026-01-26 18:08:10,2026-01-26 19:00:28,TH→HQ,2026-01-26,,20326.0,20326.0,560.0,Monedero
31,275980,Diagonal Bio Bio,Huinca,20105.0,L2,V1,2026-01-26 20:11:32,2026-01-26 20:38:18,CC→CW,2026-01-26,,20105.0,20105.0,680.0,Monedero
32,284022,Mercado,Concepcion,20320.0,L1,V1,2026-01-26 15:25:21,2026-01-26 17:15:56,TH→HQ,2026-01-26,combo_por_entrada,20320.0,20318.0,880.0,Monedero
33,296274,Concepcion,Lzo. Arenas,20329.0,L1,V1,2026-01-26 18:49:53,2026-01-26 19:50:15,HQ→TH,2026-01-26,,20329.0,20329.0,420.0,Monedero
34,301730,Concepcion,Chiguayante,20326.0,L1,V1,2026-01-26 17:35:22,2026-01-26 18:40:29,TH→HQ,2026-01-26,combo_por_entrada,20326.0,20326.0,910.0,Monedero
35,302743,Coronel,Lomas Coloradas,20094.0,L2,V1,2026-01-26 18:13:50,2026-01-26 18:49:40,CW→CC,2026-01-26,,20094.0,20092.0,650.0,Monedero
36,325212,Hualqui,Higueras,20331.0,L1,V1,2026-01-26 18:51:55,2026-01-26 19:50:15,HQ→TH,2026-01-26,,20331.0,20329.0,560.0,Monedero
37,326988,Pedro Medina,Higueras,20329.0,L1,V1,2026-01-26 18:43:35,2026-01-26 19:21:02,HQ→TH,2026-01-26,,20329.0,20329.0,540.0,Monedero
38,327117,Coronel,Huinca,20094.0,L2,V1,2026-01-26 18:16:12,2026-01-26 18:33:42,CW→CC,2026-01-26,,20094.0,20092.0,450.0,Monedero
39,330618,Higueras,Mercado,20856.0,L1,V1,2026-01-26 16:25:09,2026-01-26 16:37:40,HQ→TH,2026-01-26,,20856.0,20856.0,490.0,Monedero
40,330618,Higueras,Mercado,20856.0,L1,V1,2026-01-26 16:25:22,2026-01-26 16:37:35,HQ→TH,2026-01-26,,20856.0,20856.0,490.0,Monedero
41,332509,Cdal. Raul Silva Henriquez,Concepcion,20034.0,L2,V1,2026-01-26 09:22:36,2026-01-26 09:48:29,CW→CC,2026-01-26,,20034.0,20034.0,570.0,Monedero
42,332509,Concepcion,Cdal. Raul Silva Henriquez,20123.0,L2,V1,2026-01-26 21:39:34,2026-01-26 22:12:57,CC→CW,2026-01-26,,20123.0,20123.0,570.0,Monedero
43,342054,Los Canelos,Laguna Quinenco,20005.0,L2,V1,2026-01-26 07:42:58,2026-01-26 07:52:22,CC→CW,2026-01-26,,20005.0,20005.0,530.0,Monedero
44,342054,Laguna Quinenco,Los Canelos,20098.0,L2,V1,2026-01-26 18:32:08,2026-01-26 18:52:04,CW→CC,2026-01-26,,20098.0,20094.0,530.0,Monedero
45,343290,Cristo Redentor,Concepcion,20068.0,L2,V1,2026-01-26 15:37:35,2026-01-26 16:25:02,CW→CC,2026-01-26,,20068.0,20068.0,850.0,Monedero
46,343450,Coronel,Los Canelos,20094.0,L2,V1,2026-01-26 18:25:45,2026-01-26 18:51:13,CW→CC,2026-01-26,,20094.0,20094.0,530.0,Monedero
47,344442,Higueras,Concepcion,20322.0,L1,V1,2026-01-26 16:54:24,2026-01-26 17:27:03,TH→HQ,2026-01-26,,20322.0,20322.0,500.0,Monedero
48,344442,Concepcion,Higueras,20327.0,L1,V1,2026-01-26 18:22:32,2026-01-26 18:50:21,HQ→TH,2026-01-26,,20327.0,20327.0,500.0,Monedero
49,347652,Concepcion,Lomas Coloradas,20055.0,L2,V1,2026-01-26 12:16:59,2026-01-26 12:43:17,CC→CW,2026-01-26,,20055.0,20055.0,570.0,Monedero
50,347685,Coronel,Costa Mar,20014.0,L2,V1,2026-01-26 07:10:37,2026-01-26 07:43:01,CW→CC,2026-01-26,,20014.0,20014.0,650.0,Monedero
51,347749,Lomas Coloradas,Juan Pablo II,20092.0,L2,V1,2026-01-26 18:33:18,2026-01-26 18:48:16,CW→CC,2026-01-26,,20092.0,20092.0,510.0,Monedero
52,347772,Costa Mar,Lomas Coloradas,20195.0,L2,V1,2026-01-26 16:45:14,2026-01-26 17:05:48,CC→CW,2026-01-26,,20195.0,20195.0,430.0,Monedero
53,347772,Lomas Coloradas,Costa Mar,20112.0,L2,V1,2026-01-26 20:09:55,2026-01-26 20:25:12,CW→CC,2026-01-26,,20112.0,20108.0,430.0,Monedero
54,347775,Mercado,Diagonal Bio Bio,,,,2026-01-26 14:56:38,2026-01-26 15:39:56,,2026-01-26,sin_combo_factible_en_hub|sin_s1_factible_retro,,,560.0,Monedero
