viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,175390,Costa Mar,Huinca,20141.0,L2,V1,2026-06-20 06:57:17,2026-06-20 07:19:05,CC→CW,2026-06-20,,20141.0,20141.0,630,Monedero
1,176255,Higueras,Concepcion,20857.0,L1,V1,2026-06-20 08:36:47,2026-06-20 09:51:33,TH→HQ,2026-06-20,combo_por_entrada,20857.0,20857.0,880,Monedero
2,176340,Pedro Medina,Concepcion,20850.0,L1,V1,2026-06-20 09:42:14,2026-06-20 09:58:45,HQ→TH,2026-06-20,,20850.0,20850.0,510,Monedero
3,177208,Concepcion,Coronel,20163.0,L2,V1,2026-06-20 18:34:21,2026-06-20 19:42:16,CC→CW,2026-06-20,,20163.0,20161.0,880,Monedero
4,177383,Lomas Coloradas,El Parque,20156.0,L2,V1,2026-06-20 09:36:23,2026-06-20 09:41:20,CW→CC,2026-06-20,,20156.0,20156.0,430,Monedero
5,177383,El Parque,Lomas Coloradas,20167.0,L2,V1,2026-06-20 20:09:04,2026-06-20 20:21:53,CC→CW,2026-06-20,,20167.0,20167.0,430,Monedero
6,177521,Concepcion,Concepcion,,,,2026-06-20 09:58:23,2026-06-20 10:00:31,,2026-06-20,no viajo,,,420,Monedero
7,177714,Cdal. Raul Silva Henriquez,Diagonal Bio Bio,20056.0,L2,V1,2026-06-20 12:31:13,2026-06-20 12:49:45,CW→CC,2026-06-20,,20056.0,20056.0,510,Monedero
8,177883,Cdal. Raul Silva Henriquez,Concepcion,20048.0,L2,V1,2026-06-20 10:57:07,2026-06-20 11:23:34,CW→CC,2026-06-20,,20048.0,20048.0,570,Monedero
9,177883,Concepcion,Cdal. Raul Silva Henriquez,20057.0,L2,V1,2026-06-20 12:29:44,2026-06-20 13:24:24,CC→CW,2026-06-20,,20057.0,20057.0,570,Monedero
10,179011,Lomas Coloradas,Concepcion,20050.0,L2,V1,2026-06-20 11:08:09,2026-06-20 11:42:56,CW→CC,2026-06-20,,20050.0,20048.0,570,Monedero
11,179514,Lomas Coloradas,Concepcion,20050.0,L2,V1,2026-06-20 11:16:49,2026-06-20 11:42:07,CW→CC,2026-06-20,,20050.0,20050.0,570,Monedero
12,180279,Hito Galvarino,Concepcion,20144.0,L2,V1,2026-06-20 07:10:07,2026-06-20 07:43:38,CW→CC,2026-06-20,,20144.0,20144.0,850,Monedero
13,180293,Lomas Coloradas,Concepcion,20066.0,L2,V1,2026-06-20 14:57:59,2026-06-20 15:31:01,CW→CC,2026-06-20,,20066.0,20066.0,570,Monedero
14,180293,Concepcion,Lomas Coloradas,20157.0,L2,V1,2026-06-20 17:18:14,2026-06-20 17:49:15,CC→CW,2026-06-20,,20157.0,20157.0,570,Monedero
15,180475,Concepcion,Coronel,20063.0,L2,V1,2026-06-20 13:56:15,2026-06-20 15:23:21,CC→CW,2026-06-20,,20063.0,20063.0,880,Monedero
16,180475,Concepcion,Coronel,20063.0,L2,V1,2026-06-20 13:56:36,2026-06-20 15:22:35,CC→CW,2026-06-20,,20063.0,20063.0,880,Monedero
17,180475,Coronel,Concepcion,20162.0,L2,V1,2026-06-20 18:14:13,2026-06-20 19:04:24,CW→CC,2026-06-20,,20162.0,20162.0,880,Monedero
18,181355,Los Canelos,Concepcion,20044.0,L2,V1,2026-06-20 10:06:42,2026-06-20 10:49:58,CW→CC,2026-06-20,,20044.0,20044.0,850,Monedero
19,181355,Los Canelos,Concepcion,20044.0,L2,V1,2026-06-20 10:09:08,2026-06-20 10:49:47,CW→CC,2026-06-20,,20044.0,20044.0,850,Monedero
20,182383,Concepcion,Lomas Coloradas,20159.0,L2,V1,2026-06-20 18:00:38,2026-06-20 18:49:15,CC→CW,2026-06-20,,20159.0,20159.0,570,Monedero
21,182470,Los Canelos,Laguna Quinenco,20067.0,L2,V1,2026-06-20 15:52:18,2026-06-20 16:09:44,CC→CW,2026-06-20,,20067.0,20067.0,530,Monedero
22,183411,Juan Pablo II,Diagonal Bio Bio,20149.0,L2,V1,2026-06-20 08:34:55,2026-06-20 08:39:10,CC→CW,2026-06-20,,20149.0,20149.0,440,Monedero
23,184120,Diagonal Bio Bio,Cristo Redentor,20159.0,L2,V1,2026-06-20 18:10:31,2026-06-20 19:38:12,CC→CW,2026-06-20,,20159.0,20159.0,680,Monedero
24,184194,Huinca,Concepcion,20154.0,L2,V1,2026-06-20 09:06:58,2026-06-20 09:43:07,CW→CC,2026-06-20,,20154.0,20154.0,850,Monedero
25,184253,Costa Mar,Concepcion,20040.0,L2,V1,2026-06-20 10:07:37,2026-06-20 10:22:25,CW→CC,2026-06-20,,20040.0,20040.0,570,Monedero
26,184253,Costa Mar,Concepcion,20040.0,L2,V1,2026-06-20 10:07:39,2026-06-20 10:22:12,CW→CC,2026-06-20,,20040.0,20040.0,570,Monedero
27,184256,Cristo Redentor,Juan Pablo II,20164.0,L2,V1,2026-06-20 18:45:45,2026-06-20 19:21:48,CW→CC,2026-06-20,,20164.0,20164.0,680,Monedero
28,185164,Lomas Coloradas,Concepcion,20172.0,L2,V1,2026-06-20 21:07:35,2026-06-20 21:30:11,CW→CC,2026-06-20,,20172.0,20172.0,570,Monedero
29,186164,Cdal. Raul Silva Henriquez,Concepcion,20180.0,L2,V1,2026-06-20 17:03:21,2026-06-20 17:28:46,CW→CC,2026-06-20,,20180.0,20180.0,570,Monedero
30,186881,Hito Galvarino,Huinca,20071.0,L2,V1,2026-06-20 16:55:38,2026-06-20 17:14:19,CC→CW,2026-06-20,,20071.0,20071.0,460,Monedero
31,188505,Concepcion,Hualqui,20845.0,L1,V1,2026-06-20 15:56:14,2026-06-20 17:01:42,TH→HQ,2026-06-20,combo_por_entrada,20845.0,20845.0,600,Monedero
32,189209,Concepcion,La Leonera,20328.0,L1,V1,2026-06-20 19:06:27,2026-06-20 19:49:45,TH→HQ,2026-06-20,,20328.0,20328.0,510,Monedero
33,189209,Concepcion,La Leonera,20328.0,L1,V1,2026-06-20 19:06:37,2026-06-20 19:49:37,TH→HQ,2026-06-20,,20328.0,20328.0,510,Monedero
34,189219,Hito Galvarino,El Parque,20050.0,L2,V1,2026-06-20 11:11:57,2026-06-20 11:26:25,CW→CC,2026-06-20,,20050.0,20050.0,610,Monedero
35,191395,Huinca,Concepcion,20180.0,L2,V1,2026-06-20 16:50:08,2026-06-20 17:27:17,CW→CC,2026-06-20,,20180.0,20180.0,850,Monedero
36,191813,Cdal. Raul Silva Henriquez,Concepcion,20152.0,L2,V1,2026-06-20 08:49:51,2026-06-20 09:12:32,CW→CC,2026-06-20,,20152.0,20152.0,570,Monedero
37,191826,UTF Santa Maria,La Leonera,20328.0,L1,V1,2026-06-20 19:11:27,2026-06-20 19:49:48,TH→HQ,2026-06-20,,20328.0,20328.0,540,Monedero
38,192431,Laguna Quinenco,Concepcion,20168.0,L2,V1,2026-06-20 19:47:37,2026-06-20 20:47:41,CW→CC,2026-06-20,combo_por_entrada,20168.0,20168.0,910,Monedero
39,194634,Los Canelos,Concepcion,20052.0,L2,V1,2026-06-20 11:29:43,2026-06-20 12:02:44,CW→CC,2026-06-20,,20052.0,20052.0,850,Monedero
40,194634,Concepcion,Los Canelos,20067.0,L2,V1,2026-06-20 15:22:38,2026-06-20 16:04:06,CC→CW,2026-06-20,,20067.0,20067.0,850,Monedero
