viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,175467,Concepcion,Huinca,20053.0,L2,V1,2026-04-15 11:56:51,2026-04-15 12:44:38,CC→CW,2026-04-15,,20053.0,20053.0,850.0,Monedero
1,175965,Laguna Quinenco,Costa Mar,20088.0,L2,V1,2026-04-15 17:36:45,2026-04-15 18:06:14,CW→CC,2026-04-15,,20088.0,20082.0,650.0,Monedero
2,175965,Costa Mar,Coronel,20117.0,L2,V1,2026-04-15 21:24:18,2026-04-15 21:58:17,CC→CW,2026-04-15,,20117.0,20117.0,650.0,Monedero
3,176095,Costa Mar,Los Canelos,20003.0,L2,V1,2026-04-15 07:06:33,2026-04-15 07:31:16,CC→CW,2026-04-15,,20003.0,20003.0,610.0,Monedero
4,176113,Los Canelos,Concepcion,20026.0,L2,V1,2026-04-15 08:06:58,2026-04-15 09:20:44,CW→CC,2026-04-15,combo_por_entrada,20026.0,20026.0,870.0,Monedero
5,176113,Mercado,Concepcion,20326.0,L1,V1,2026-04-15 17:57:28,2026-04-15 19:14:38,TH→HQ,2026-04-15,combo_por_entrada,20326.0,20326.0,900.0,Monedero
6,176116,Hito Galvarino,Diagonal Bio Bio,20092.0,L2,V1,2026-04-15 18:12:00,2026-04-15 18:37:00,CW→CC,2026-04-15,,20092.0,20092.0,650.0,Monedero
7,176541,Concepcion,Diagonal Bio Bio,20095.0,L2,V1,2026-04-15 18:52:13,2026-04-15 19:09:54,CC→CW,2026-04-15,,20095.0,20093.0,570.0,Monedero
8,176695,Huinca,Concepcion,20054.0,L2,V1,2026-04-15 11:36:36,2026-04-15 12:21:40,CW→CC,2026-04-15,,20054.0,20054.0,850.0,Monedero
9,176695,Concepcion,Huinca,20063.0,L2,V1,2026-04-15 13:42:12,2026-04-15 15:16:00,CC→CW,2026-04-15,,20063.0,20063.0,850.0,Monedero
