viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,158264,Cristo Redentor,Juan Pablo II,20066,L2,V1,2025-11-20 14:41:19,2025-11-20 15:17:36,CW→CC,2025-11-20,,20066,20066
1,176095,Costa Mar,Los Canelos,20003,L2,V1,2025-11-20 07:13:56,2025-11-20 07:34:40,CC→CW,2025-11-20,,20003,20003
2,176095,Los Canelos,Costa Mar,20066,L2,V1,2025-11-20 14:42:23,2025-11-20 15:11:18,CW→CC,2025-11-20,,20066,20064
3,176192,Concepcion,Huinca,20121,L2,V1,2025-11-20 21:23:28,2025-11-20 22:09:17,CC→CW,2025-11-20,,20121,20117
4,176411,Huinca,Costa Mar,20048,L2,V1,2025-11-20 10:41:34,2025-11-20 11:04:59,CW→CC,2025-11-20,,20048,20048
5,176666,Cristo Redentor,Hito Galvarino,20016,L2,V1,2025-11-20 07:27:20,2025-11-20 07:39:59,CW→CC,2025-11-20,,20016,20016
6,176666,Hito Galvarino,Cristo Redentor,20073,L2,V1,2025-11-20 17:41:41,2025-11-20 17:53:49,CC→CW,2025-11-20,,20073,20073
7,176682,Laguna Quinenco,Concepcion,20010,L2,V1,2025-11-20 06:56:02,2025-11-20 07:44:31,CW→CC,2025-11-20,,20010,20010
8,176682,Concepcion,Laguna Quinenco,20127,L2,V1,2025-11-20 21:57:49,2025-11-20 23:08:46,CC→CW,2025-11-20,,20127,20127
9,177249,Los Canelos,Concepcion,20106,L2,V1,2025-11-20 19:34:50,2025-11-20 20:12:43,CW→CC,2025-11-20,,20106,20106
10,177450,La Leonera,Concepcion,20844,L1,V1,2025-11-20 12:24:56,2025-11-20 13:11:00,HQ→TH,2025-11-20,combo_por_entrada,20844,20844
11,177516,Concepcion,Chiguayante,20312,L1,V1,2025-11-20 10:19:29,2025-11-20 10:41:47,TH→HQ,2025-11-20,,20312,20312
12,177521,Concepcion,Los Canelos,20069,L2,V1,2025-11-20 16:39:18,2025-11-20 17:50:47,CC→CW,2025-11-20,,20069,20069
13,177702,Concepcion,Pedro Medina,20328,L1,V1,2025-11-20 19:22:14,2025-11-20 19:43:09,TH→HQ,2025-11-20,,20328,20328
14,177748,Concepcion,Cdal. Raul Silva Henriquez,20077,L2,V1,2025-11-20 17:30:26,2025-11-20 18:40:45,CC→CW,2025-11-20,,20077,20077
15,177864,Concepcion,Coronel,20085,L2,V1,2025-11-20 18:11:51,2025-11-20 19:02:19,CC→CW,2025-11-20,,20085,20085
16,177882,El Parque,Costa Mar,20082,L2,V1,2025-11-20 17:35:06,2025-11-20 17:38:48,CW→CC,2025-11-20,,20082,20082
17,177922,Concepcion,Hualqui,20328,L1,V1,2025-11-20 19:23:32,2025-11-20 20:01:14,TH→HQ,2025-11-20,,20328,20328
18,177928,Laguna Quinenco,Coronel,20057,L2,V1,2025-11-20 13:26:53,2025-11-20 13:49:48,CC→CW,2025-11-20,,20057,20057
19,178022,Los Condores,La Leonera,20310,L1,V1,2025-11-20 09:10:36,2025-11-20 09:48:35,TH→HQ,2025-11-20,,20310,20308
20,178071,Manquimavida,El Arenal,20311,L1,V1,2025-11-20 09:19:52,2025-11-20 10:12:44,HQ→TH,2025-11-20,,20311,20373
21,178095,Cdal. Raul Silva Henriquez,Coronel,20089,L2,V1,2025-11-20 18:58:22,2025-11-20 19:32:45,CC→CW,2025-11-20,,20089,20089
22,178096,Los Condores,Concepcion,20865,L1,V1,2025-11-20 08:08:20,2025-11-20 08:24:52,TH→HQ,2025-11-20,,20865,20865
23,178096,Concepcion,Los Condores,20311,L1,V1,2025-11-20 09:43:36,2025-11-20 10:01:18,HQ→TH,2025-11-20,,20311,
24,178208,Concepcion,Manquimavida,20322,L1,V1,2025-11-20 17:17:37,2025-11-20 17:47:44,TH→HQ,2025-11-20,,20322,20322
25,178826,Los Canelos,Concepcion,20062,L2,V1,2025-11-20 13:52:34,2025-11-20 14:35:54,CW→CC,2025-11-20,,20062,20062
26,178876,Concepcion,Cdal. Raul Silva Henriquez,20065,L2,V1,2025-11-20 15:16:27,2025-11-20 15:54:11,CC→CW,2025-11-20,,20065,20065
27,180097,Juan Pablo II,Concepcion,20094,L2,V1,2025-11-20 18:52:19,2025-11-20 19:46:13,CW→CC,2025-11-20,combo_por_entrada,20094,20092
28,180387,Concepcion,Concepcion,,,N/A,2025-11-20 13:30:53,2025-11-20 13:32:15,,2025-11-20,no viajo,,
29,180474,Cristo Redentor,Coronel,20055,L2,V1,2025-11-20 12:57:09,2025-11-20 13:07:36,CC→CW,2025-11-20,,20055,20053
30,180474,Coronel,Cristo Redentor,20062,L2,V1,2025-11-20 13:46:51,2025-11-20 13:59:09,CW→CC,2025-11-20,,20062,20062
31,181341,Coronel,Costa Mar,20004,L2,V1,2025-11-20 06:21:50,2025-11-20 06:54:13,CW→CC,2025-11-20,,20004,20004
32,181341,Costa Mar,Coronel,20071,L2,V1,2025-11-20 17:10:20,2025-11-20 17:45:36,CC→CW,2025-11-20,,20071,20071
33,181355,Cristo Redentor,El Parque,20194,L2,V1,2025-11-20 15:53:48,2025-11-20 16:28:16,CW→CC,2025-11-20,,20194,20194
34,181437,Costa Mar,Concepcion,20004,L2,V1,2025-11-20 06:48:02,2025-11-20 07:10:16,CW→CC,2025-11-20,,20004,20004
35,181437,Concepcion,Costa Mar,20085,L2,V1,2025-11-20 18:09:10,2025-11-20 18:32:37,CC→CW,2025-11-20,,20085,20085
36,181443,Costa Mar,Concepcion,20076,L2,V1,2025-11-20 16:59:28,2025-11-20 17:31:47,CW→CC,2025-11-20,,20076,20076
37,182383,Lomas Coloradas,Concepcion,20048,L2,V1,2025-11-20 10:51:00,2025-11-20 11:24:30,CW→CC,2025-11-20,,20048,20048
38,182383,Concepcion,Lomas Coloradas,20083,L2,V1,2025-11-20 17:55:58,2025-11-20 18:20:49,CC→CW,2025-11-20,,20083,20083
39,182422,Lomas Coloradas,Diagonal Bio Bio,20056,L2,V1,2025-11-20 12:24:31,2025-11-20 12:51:13,CW→CC,2025-11-20,,20056,20056
40,182470,Laguna Quinenco,Los Canelos,20028,L2,V1,2025-11-20 08:30:44,2025-11-20 08:41:00,CW→CC,2025-11-20,,20028,20028
41,183301,Hito Galvarino,El Parque,20016,L2,V1,2025-11-20 07:34:31,2025-11-20 07:52:39,CW→CC,2025-11-20,,20016,20016
42,183301,El Parque,Hito Galvarino,20079,L2,V1,2025-11-20 17:58:00,2025-11-20 18:15:59,CC→CW,2025-11-20,,20079,20079
43,183372,Los Condores,Hualqui,20300,L1,V1,2025-11-20 06:31:47,2025-11-20 07:28:30,TH→HQ,2025-11-20,,20300,20300
44,183404,Lomas Coloradas,Cristo Redentor,20073,L2,V1,2025-11-20 17:34:32,2025-11-20 17:54:38,CC→CW,2025-11-20,,20073,20073
45,183411,Concepcion,Diagonal Bio Bio,20053,L2,V1,2025-11-20 12:02:25,2025-11-20 12:23:07,CC→CW,2025-11-20,,20053,20053
46,183449,Concepcion,Cdal. Raul Silva Henriquez,20049,L2,V1,2025-11-20 11:01:22,2025-11-20 11:53:09,CC→CW,2025-11-20,,20049,20049
47,183449,Cdal. Raul Silva Henriquez,Concepcion,20068,L2,V1,2025-11-20 15:55:50,2025-11-20 16:47:31,CW→CC,2025-11-20,combo_relajado_pase1,20068,20066
48,184194,Concepcion,Huinca,20093,L2,V1,2025-11-20 18:53:25,2025-11-20 19:38:19,CC→CW,2025-11-20,,20093,20091
49,185104,Lomas Coloradas,Huinca,20009,L2,V1,2025-11-20 08:01:34,2025-11-20 08:18:21,CC→CW,2025-11-20,,20009,20009
50,185104,Huinca,Lomas Coloradas,20098,L2,V1,2025-11-20 18:47:33,2025-11-20 19:04:38,CW→CC,2025-11-20,,20098,20098
51,185164,Concepcion,Lomas Coloradas,20105,L2,V1,2025-11-20 19:54:09,2025-11-20 20:22:40,CC→CW,2025-11-20,,20105,20101
52,185947,Concepcion,Laguna Quinenco,20001,L2,V1,2025-11-20 06:42:50,2025-11-20 09:28:53,CC→CW,2025-11-20,,20001,20001
53,185947,Laguna Quinenco,Concepcion,20092,L2,V1,2025-11-20 18:09:33,2025-11-20 18:55:45,CW→CC,2025-11-20,,20092,20092
54,186106,Concepcion,Alborada,20079,L2,V1,2025-11-20 17:40:33,2025-11-20 17:58:04,CC→CW,2025-11-20,,20079,20079
55,186860,UTF Santa Maria,La Leonera,20320,L1,V1,2025-11-20 16:08:57,2025-11-20 16:48:15,TH→HQ,2025-11-20,,20320,20318
56,186891,Cdal. Raul Silva Henriquez,Concepcion,20108,L2,V1,2025-11-20 20:03:12,2025-11-20 20:43:03,CW→CC,2025-11-20,,20108,20108
57,189209,Concepcion,La Leonera,20316,L1,V1,2025-11-20 15:27:32,2025-11-20 15:52:16,TH→HQ,2025-11-20,,20316,20316
58,189710,Concepcion,Coronel,20083,L2,V1,2025-11-20 17:37:54,2025-11-20 18:46:41,CC→CW,2025-11-20,match_por_salida_fallback,20083,20083
59,189802,Concepcion,Cdal. Raul Silva Henriquez,20065,L2,V1,2025-11-20 15:06:15,2025-11-20 15:39:12,CC→CW,2025-11-20,,20065,20065
60,189842,Lomas Coloradas,Costa Mar,20000,L2,V1,2025-11-20 06:12:00,2025-11-20 06:25:06,CW→CC,2025-11-20,,20000,20000
61,189842,Costa Mar,Lomas Coloradas,20065,L2,V1,2025-11-20 15:12:53,2025-11-20 15:35:03,CC→CW,2025-11-20,,20065,20065
