viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,175400,Coronel,Cdal. Raul Silva Henriquez,20072,L2,V1,2025-07-24 18:20:07,2025-07-24 18:46:53,CW→CC,2025-07-24,,20072,20072
1,177254,Concepcion,Los Condores,20325,L1,V1,2025-07-24 17:27:41,2025-07-24 18:00:30,HQ→TH,2025-07-24,,20325,20325
2,177521,Concepcion,Los Canelos,20037,L2,V1,2025-07-24 11:34:42,2025-07-24 12:27:25,CC→CW,2025-07-24,,20037,20037
3,177525,Concepcion,Costa Mar,20067,L2,V1,2025-07-24 18:10:55,2025-07-24 18:27:17,CC→CW,2025-07-24,,20067,20067
4,177714,Diagonal Bio Bio,Cdal. Raul Silva Henriquez,20079,L2,V1,2025-07-24 20:02:31,2025-07-24 20:24:57,CC→CW,2025-07-24,,20079,20079
5,177730,Lomas Coloradas,Cdal. Raul Silva Henriquez,20077,L2,V1,2025-07-24 19:42:54,2025-07-24 19:50:21,CC→CW,2025-07-24,,20077,20077
6,177864,Coronel,Concepcion,20018,L2,V1,2025-07-24 08:20:35,2025-07-24 09:13:54,CW→CC,2025-07-24,,20018,20018
7,177883,Concepcion,Cdal. Raul Silva Henriquez,20077,L2,V1,2025-07-24 19:26:16,2025-07-24 20:20:24,CC→CW,2025-07-24,,20077,20077
8,177888,Mercado,Concepcion,20320,L1,V1,2025-07-24 15:55:20,2025-07-24 16:28:08,TH→HQ,2025-07-24,,20320,
9,177968,Manquimavida,Concepcion,20373,L1,V1,2025-07-24 08:24:30,2025-07-24 08:45:26,HQ→TH,2025-07-24,,20373,20373
10,177968,Concepcion,Manquimavida,20312,L1,V1,2025-07-24 10:18:22,2025-07-24 10:52:10,TH→HQ,2025-07-24,,20312,20312
11,178071,Manquimavida,El Arenal,20311,L1,V1,2025-07-24 09:14:30,2025-07-24 10:12:36,HQ→TH,2025-07-24,,20311,20311
12,178071,El Arenal,Manquimavida,20330,L1,V1,2025-07-24 19:27:47,2025-07-24 20:16:33,TH→HQ,2025-07-24,,20330,20328
13,178095,Coronel,Lomas Coloradas,20018,L2,V1,2025-07-24 08:15:31,2025-07-24 08:46:15,CW→CC,2025-07-24,,20018,20011
14,178805,Huinca,Concepcion,20018,L2,V1,2025-07-24 08:25:29,2025-07-24 09:14:01,CW→CC,2025-07-24,,20018,20018
15,178805,Concepcion,Huinca,20047,L2,V1,2025-07-24 14:20:22,2025-07-24 15:17:53,CC→CW,2025-07-24,,20047,20047
16,178897,Los Canelos,Concepcion,20000,L2,V1,2025-07-24 06:05:01,2025-07-24 06:43:25,CW→CC,2025-07-24,,20000,20000
17,178902,Manquimavida,La Leonera,20841,L1,V1,2025-07-24 07:45:00,2025-07-24 07:49:57,TH→HQ,2025-07-24,,20841,20841
18,179042,Lomas Coloradas,Costa Mar,20038,L2,V1,2025-07-24 11:51:38,2025-07-24 12:03:52,CW→CC,2025-07-24,,20038,20035
19,179068,Cdal. Raul Silva Henriquez,Juan Pablo II,20198,L2,V1,2025-07-24 07:36:03,2025-07-24 08:00:29,CW→CC,2025-07-24,,20198,20198
20,179096,Los Canelos,Hito Galvarino,20014,L2,V1,2025-07-24 07:51:46,2025-07-24 07:59:46,CW→CC,2025-07-24,,20014,
21,180097,Concepcion,Los Condores,20331,L1,V1,2025-07-24 18:53:51,2025-07-24 19:56:44,HQ→TH,2025-07-24,combo_por_entrada,20331,20331
22,180297,Costa Mar,Lomas Coloradas,20025,L2,V1,2025-07-24 10:05:44,2025-07-24 10:11:54,CC→CW,2025-07-24,,20025,20025
