viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,175467,El Parque,Los Canelos,20183,L2,V1,2025-11-29 19:59:53,2025-11-29 20:37:00,CC→CW,2025-11-29,,20183,20181
1,176411,Huinca,Costa Mar,20142,L2,V1,2025-11-29 06:43:45,2025-11-29 07:12:11,CW→CC,2025-11-29,,20142,20142
2,176422,Costa Mar,El Parque,20173,L2,V1,2025-11-29 17:30:12,2025-11-29 17:48:39,CC→CW,2025-11-29,,20173,20173
3,176422,El Parque,Costa Mar,20180,L2,V1,2025-11-29 18:56:22,2025-11-29 19:14:00,CW→CC,2025-11-29,,20180,20176
4,176457,Chiguayante,Higueras,20844,L1,V1,2025-11-29 12:33:13,2025-11-29 13:17:08,HQ→TH,2025-11-29,,20844,20844
5,176457,Higueras,Chiguayante,20847,L1,V1,2025-11-29 20:02:50,2025-11-29 20:41:46,TH→HQ,2025-11-29,,20847,20847
6,180297,Costa Mar,Lomas Coloradas,20151,L2,V1,2025-11-29 09:45:17,2025-11-29 09:51:51,CC→CW,2025-11-29,,20151,20151
7,180297,Lomas Coloradas,Costa Mar,20158,L2,V1,2025-11-29 11:24:25,2025-11-29 11:33:21,CW→CC,2025-11-29,,20158,20158
8,180297,UTF Santa Maria,Concepcion,20326,L1,V1,2025-11-29 19:01:27,2025-11-29 19:50:58,TH→HQ,2025-11-29,combo_relajado_pase3,20326,20326
9,181229,Chiguayante,Concepcion,20341,L1,V1,2025-11-29 09:09:04,2025-11-29 09:31:09,HQ→TH,2025-11-29,,20341,20341
10,182265,Los Canelos,Costa Mar,20170,L2,V1,2025-11-29 15:50:38,2025-11-29 16:10:10,CW→CC,2025-11-29,,20170,20170
11,182265,Costa Mar,Concepcion,20172,L2,V1,2025-11-29 16:46:55,2025-11-29 17:29:16,CW→CC,2025-11-29,,20172,20172
12,182283,Concepcion,Cdal. Raul Silva Henriquez,20181,L2,V1,2025-11-29 19:27:47,2025-11-29 19:59:10,CC→CW,2025-11-29,,20181,20181
13,183404,Huinca,Lomas Coloradas,20188,L2,V1,2025-11-29 20:48:16,2025-11-29 21:12:21,CW→CC,2025-11-29,,20188,20188
14,183414,Concepcion,Lomas Coloradas,20171,L2,V1,2025-11-29 16:39:58,2025-11-29 17:00:34,CC→CW,2025-11-29,,20171,20171
15,184194,Concepcion,Huinca,20171,L2,V1,2025-11-29 16:35:52,2025-11-29 17:15:41,CC→CW,2025-11-29,,20171,20171
16,184478,Concepcion,Huinca,20183,L2,V1,2025-11-29 20:02:20,2025-11-29 20:38:51,CC→CW,2025-11-29,,20183,20183
17,185115,La Leonera,Higueras,20321,L1,V1,2025-11-29 16:06:10,2025-11-29 16:49:52,HQ→TH,2025-11-29,,20321,20321
18,185164,Lomas Coloradas,Concepcion,20146,L2,V1,2025-11-29 08:06:56,2025-11-29 08:31:09,CW→CC,2025-11-29,,20146,20146
19,186860,UTF Santa Maria,La Leonera,20845,L1,V1,2025-11-29 16:04:54,2025-11-29 16:51:49,TH→HQ,2025-11-29,,20845,20845
20,188474,Concepcion,Concepcion,,,N/A,2025-11-29 14:44:45,2025-11-29 14:52:08,,2025-11-29,no viajo,,
21,188474,Concepcion,Manquimavida,20322,L1,V1,2025-11-29 17:14:42,2025-11-29 17:45:51,TH→HQ,2025-11-29,,20322,20322
22,189710,Coronel,Costa Mar,20146,L2,V1,2025-11-29 07:39:54,2025-11-29 08:13:43,CW→CC,2025-11-29,,20146,20146
23,189802,Concepcion,Cdal. Raul Silva Henriquez,20167,L2,V1,2025-11-29 14:26:42,2025-11-29 15:00:14,CC→CW,2025-11-29,,20167,20167
24,190083,Concepcion,Huinca,20187,L2,V1,2025-11-29 20:49:24,2025-11-29 21:43:34,CC→CW,2025-11-29,,20187,20187
25,190548,Cristo Redentor,Laguna Quinenco,20181,L2,V1,2025-11-29 19:57:16,2025-11-29 20:16:03,CC→CW,2025-11-29,,20181,20181
26,190571,Concepcion,Los Canelos,20163,L2,V1,2025-11-29 12:34:04,2025-11-29 13:38:11,CC→CW,2025-11-29,,20163,20163
27,190586,Manquimavida,Lzo. Arenas,20331,L1,V1,2025-11-29 19:12:31,2025-11-29 19:36:55,HQ→TH,2025-11-29,,20331,20327
28,191125,Los Canelos,Hito Galvarino,20182,L2,V1,2025-11-29 19:22:06,2025-11-29 19:30:09,CW→CC,2025-11-29,,20182,20182
29,191395,Los Canelos,Concepcion,20170,L2,V1,2025-11-29 15:47:31,2025-11-29 16:26:14,CW→CC,2025-11-29,,20170,20170
30,191719,Cristo Redentor,Concepcion,20146,L2,V1,2025-11-29 07:41:11,2025-11-29 08:29:19,CW→CC,2025-11-29,,20146,20146
31,193230,Coronel,Concepcion,20166,L2,V1,2025-11-29 13:47:26,2025-11-29 14:33:41,CW→CC,2025-11-29,,20166,20166
32,193230,Concepcion,Coronel,20175,L2,V1,2025-11-29 17:50:03,2025-11-29 18:43:34,CC→CW,2025-11-29,,20175,20175
33,193328,Lomas Coloradas,Concepcion,20154,L2,V1,2025-11-29 09:59:55,2025-11-29 10:34:22,CW→CC,2025-11-29,,20154,20154
34,193328,Concepcion,Lomas Coloradas,20157,L2,V1,2025-11-29 11:25:08,2025-11-29 11:50:40,CC→CW,2025-11-29,,20157,20157
35,193987,Laguna Quinenco,Juan Pablo II,20142,L2,V1,2025-11-29 06:35:29,2025-11-29 07:21:11,CW→CC,2025-11-29,,20142,20142
36,194610,Hualqui,UTF Santa Maria,20321,L1,V1,2025-11-29 16:00:02,2025-11-29 17:43:45,HQ→TH,2025-11-29,,20321,20321
37,194610,UTF Santa Maria,Hualqui,20328,L1,V1,2025-11-29 19:01:36,2025-11-29 20:04:48,TH→HQ,2025-11-29,,20328,20328
38,195524,Coronel,Cristo Redentor,20142,L2,V1,2025-11-29 06:29:33,2025-11-29 06:50:06,CW→CC,2025-11-29,,20142,20142
39,195590,Higueras,Concepcion,20857,L1,V1,2025-11-29 08:37:57,2025-11-29 08:54:31,TH→HQ,2025-11-29,,20857,20857
40,195590,Concepcion,Higueras,20848,L1,V1,2025-11-29 20:32:33,2025-11-29 21:20:33,HQ→TH,2025-11-29,,20848,20848
41,198541,Los Canelos,Concepcion,20154,L2,V1,2025-11-29 09:57:57,2025-11-29 10:35:06,CW→CC,2025-11-29,,20154,20154
42,198541,Concepcion,Los Canelos,20173,L2,V1,2025-11-29 17:11:12,2025-11-29 18:03:05,CC→CW,2025-11-29,,20173,20173
43,198568,El Arenal,Concepcion,20847,L1,V1,2025-11-29 20:03:50,2025-11-29 20:26:08,TH→HQ,2025-11-29,,20847,20847
44,201305,Concepcion,Lomas Coloradas,20161,L2,V1,2025-11-29 12:04:31,2025-11-29 12:37:24,CC→CW,2025-11-29,,20161,20161
45,203745,Concepcion,Hualqui,20859,L1,V1,2025-11-29 12:32:01,2025-11-29 13:32:36,TH→HQ,2025-11-29,,20859,20859
46,204675,Coronel,Hito Galvarino,20144,L2,V1,2025-11-29 07:03:36,2025-11-29 07:28:16,CW→CC,2025-11-29,,20144,20144
47,206028,Cdal. Raul Silva Henriquez,Concepcion,20160,L2,V1,2025-11-29 12:34:00,2025-11-29 13:12:30,CW→CC,2025-11-29,combo_relajado_pase2,20160,20160
48,209211,Coronel,Concepcion,20150,L2,V1,2025-11-29 08:41:59,2025-11-29 09:31:40,CW→CC,2025-11-29,,20150,20150
49,214982,Costa Mar,Concepcion,20162,L2,V1,2025-11-29 12:42:57,2025-11-29 12:58:51,CW→CC,2025-11-29,,20162,20162
50,218736,Los Canelos,Concepcion,20166,L2,V1,2025-11-29 13:58:00,2025-11-29 14:34:40,CW→CC,2025-11-29,,20166,20166
51,218736,Concepcion,Huinca,20179,L2,V1,2025-11-29 18:49:07,2025-11-29 19:38:07,CC→CW,2025-11-29,,20179,20179
52,221550,Laguna Quinenco,Concepcion,20168,L2,V1,2025-11-29 14:40:43,2025-11-29 15:50:53,CW→CC,2025-11-29,,20168,20168
53,221550,Concepcion,Laguna Quinenco,20171,L2,V1,2025-11-29 16:22:36,2025-11-29 17:21:52,CC→CW,2025-11-29,,20171,20171
54,223411,Concepcion,Coronel,20171,L2,V1,2025-11-29 16:38:59,2025-11-29 17:25:06,CC→CW,2025-11-29,,20171,20171
55,225569,La Leonera,Higueras,20844,L1,V1,2025-11-29 12:26:26,2025-11-29 13:17:23,HQ→TH,2025-11-29,,20844,20844
56,225569,Higueras,La Leonera,20847,L1,V1,2025-11-29 20:07:25,2025-11-29 20:50:03,TH→HQ,2025-11-29,,20847,20847
