viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,176113,Huinca,Concepcion,20026.0,L2,V1,2026-05-12 08:06:19,2026-05-12 09:27:51,CW→CC,2026-05-12,combo_por_entrada,20026.0,20026.0,900.0,Monedero
1,176113,Mercado,Concepcion,20328.0,L1,V1,2026-05-12 18:55:18,2026-05-12 20:07:45,TH→HQ,2026-05-12,match_por_salida_fallback,20328.0,20328.0,900.0,Monedero
2,176255,Costa Mar,Cristo Redentor,20029.0,L2,V1,2026-05-12 09:11:55,2026-05-12 09:39:21,CC→CW,2026-05-12,,20029.0,20029.0,630.0,Monedero
3,177271,Cdal. Raul Silva Henriquez,Concepcion,20020.0,L2,V1,2026-05-12 07:48:06,2026-05-12 09:08:05,CW→CC,2026-05-12,combo_por_entrada,20020.0,20020.0,590.0,Monedero
4,177271,Concepcion,Cdal. Raul Silva Henriquez,20065.0,L2,V1,2026-05-12 15:11:19,2026-05-12 15:38:52,CC→CW,2026-05-12,,20065.0,20065.0,570.0,Monedero
5,177354,Los Canelos,Concepcion,20198.0,L2,V1,2026-05-12 07:02:13,2026-05-12 07:42:56,CW→CC,2026-05-12,,20198.0,20010.0,850.0,Monedero
6,177512,Los Condores,Concepcion,20865.0,L1,V1,2026-05-12 08:00:31,2026-05-12 08:29:41,TH→HQ,2026-05-12,,20865.0,20865.0,500.0,Monedero
7,177634,Costa Mar,Cristo Redentor,20065.0,L2,V1,2026-05-12 15:29:16,2026-05-12 16:07:57,CC→CW,2026-05-12,,20065.0,20065.0,630.0,Monedero
8,177634,Cristo Redentor,Costa Mar,20106.0,L2,V1,2026-05-12 19:11:40,2026-05-12 19:44:40,CW→CC,2026-05-12,,20106.0,20106.0,630.0,Monedero
9,177642,Costa Mar,Juan Pablo II,20072.0,L2,V1,2026-05-12 16:33:22,2026-05-12 16:43:23,CW→CC,2026-05-12,,20072.0,20072.0,510.0,Monedero
10,177668,Higueras,Lzo. Arenas,20304.0,L1,V1,2026-05-12 07:35:05,2026-05-12 07:52:40,TH→HQ,2026-05-12,,20304.0,20304.0,500.0,Monedero
11,177668,Lzo. Arenas,Higueras,20325.0,L1,V1,2026-05-12 17:19:04,2026-05-12 18:03:20,HQ→TH,2026-05-12,,20325.0,20325.0,500.0,Monedero
12,177723,Concepcion,Pedro Medina,20328.0,L1,V1,2026-05-12 19:05:50,2026-05-12 19:46:42,TH→HQ,2026-05-12,,20328.0,20328.0,510.0,Monedero
13,178037,Concepcion,Los Condores,20327.0,L1,V1,2026-05-12 18:29:20,2026-05-12 18:48:14,HQ→TH,2026-05-12,,20327.0,20327.0,500.0,Monedero
14,178211,Diagonal Bio Bio,Concepcion,20016.0,L2,V1,2026-05-12 07:54:03,2026-05-12 08:11:34,CW→CC,2026-05-12,,20016.0,20016.0,570.0,Monedero
15,178211,Concepcion,Diagonal Bio Bio,20075.0,L2,V1,2026-05-12 17:09:14,2026-05-12 17:21:42,CC→CW,2026-05-12,,20075.0,20075.0,570.0,Monedero
