fecha,linea,direccion,servicio,estacion,t_arr_est,t_dep_est,capacidad_tren,A_llegadas_anden,D_bajadas,Demanda_anden,Capacidad_disponible,B_embarque,R_quedados,Q_out_cola,L_in_abordo,L_out_abordo
2026-01-11,L1,HQ→TH,20844.0,Hualqui,,2026-01-11 12:10:00,780.0,9,0,9.0,780.0,9.0,0.0,0.0,0.0,9.0
2026-01-11,L1,HQ→TH,20844.0,Manquimavida,2026-01-11 12:31:00,2026-01-11 12:14:00,780.0,5,1,5.0,772.0,5.0,0.0,0.0,9.0,13.0
2026-01-11,L1,HQ→TH,20844.0,Chiguayante,,2026-01-11 12:18:00,780.0,5,0,5.0,767.0,5.0,0.0,0.0,13.0,18.0
2026-01-11,L1,HQ→TH,20844.0,La Leonera,,2026-01-11 12:26:00,780.0,5,0,5.0,762.0,5.0,0.0,0.0,18.0,23.0
2026-01-11,L1,HQ→TH,20844.0,Pedro Medina,,2026-01-11 12:29:00,780.0,2,0,2.0,757.0,2.0,0.0,0.0,23.0,25.0
2026-01-11,L1,HQ→TH,20844.0,Concepcion,2026-01-11 12:47:00,2026-01-11 12:41:00,780.0,19,12,19.0,767.0,19.0,0.0,0.0,25.0,32.0
2026-01-11,L1,HQ→TH,20844.0,Lzo. Arenas,2026-01-11 12:56:00,2026-01-11 12:52:00,780.0,3,5,3.0,753.0,3.0,0.0,0.0,32.0,30.0
2026-01-11,L1,HQ→TH,20844.0,UTF Santa Maria,2026-01-11 12:59:00,,780.0,0,3,0.0,753.0,0.0,0.0,0.0,30.0,27.0
2026-01-11,L1,HQ→TH,20844.0,Los Condores,2026-01-11 13:03:00,,780.0,0,7,0.0,760.0,0.0,0.0,0.0,27.0,20.0
2026-01-11,L1,HQ→TH,20844.0,Higueras,2026-01-11 13:06:00,,780.0,0,2,0.0,762.0,0.0,0.0,0.0,20.0,18.0
2026-01-11,L1,HQ→TH,20844.0,El Arenal,2026-01-11 13:10:00,,780.0,0,2,0.0,764.0,0.0,0.0,0.0,18.0,16.0
2026-01-11,L1,HQ→TH,20844.0,Mercado,2026-01-11 13:14:00,,780.0,0,16,0.0,780.0,0.0,0.0,0.0,16.0,0.0
2026-01-11,L1,HQ→TH,20846.0,Hualqui,,2026-01-11 16:53:30,780.0,18,0,18.0,780.0,18.0,0.0,0.0,0.0,18.0
2026-01-11,L1,HQ→TH,20846.0,Concepcion,2026-01-11 17:33:00,2026-01-11 17:03:30,780.0,42,21,42.0,780.0,42.0,0.0,0.0,18.0,39.0
2026-01-11,L1,HQ→TH,20846.0,La Leonera,,2026-01-11 17:04:30,780.0,4,0,4.0,741.0,4.0,0.0,0.0,39.0,43.0
2026-01-11,L1,HQ→TH,20846.0,Chiguayante,,2026-01-11 17:11:00,780.0,7,0,7.0,737.0,7.0,0.0,0.0,43.0,50.0
2026-01-11,L1,HQ→TH,20846.0,Manquimavida,,2026-01-11 17:12:30,780.0,4,0,4.0,730.0,4.0,0.0,0.0,50.0,54.0
2026-01-11,L1,HQ→TH,20846.0,Pedro Medina,2026-01-11 17:20:00,2026-01-11 17:15:00,780.0,6,1,6.0,727.0,6.0,0.0,0.0,54.0,59.0
2026-01-11,L1,HQ→TH,20846.0,UTF Santa Maria,2026-01-11 17:43:00,2026-01-11 17:38:00,780.0,1,14,1.0,735.0,1.0,0.0,0.0,59.0,46.0
2026-01-11,L1,HQ→TH,20846.0,Lzo. Arenas,2026-01-11 17:40:00,,780.0,0,4,0.0,738.0,0.0,0.0,0.0,46.0,42.0
2026-01-11,L1,HQ→TH,20846.0,Los Condores,2026-01-11 17:46:00,,780.0,0,8,0.0,746.0,0.0,0.0,0.0,42.0,34.0
2026-01-11,L1,HQ→TH,20846.0,Higueras,2026-01-11 17:49:30,,780.0,0,4,0.0,750.0,0.0,0.0,0.0,34.0,30.0
2026-01-11,L1,HQ→TH,20846.0,El Arenal,2026-01-11 17:53:00,,780.0,0,12,0.0,762.0,0.0,0.0,0.0,30.0,18.0
2026-01-11,L1,HQ→TH,20846.0,Mercado,2026-01-11 17:57:00,,780.0,0,18,0.0,780.0,0.0,0.0,0.0,18.0,0.0
2026-01-11,L1,HQ→TH,20848.0,Hualqui,,2026-01-11 20:23:00,780.0,9,0,9.0,780.0,9.0,0.0,0.0,0.0,9.0
2026-01-11,L1,HQ→TH,20848.0,Pedro Medina,,2026-01-11 20:33:00,780.0,3,0,3.0,771.0,3.0,0.0,0.0,9.0,12.0
2026-01-11,L1,HQ→TH,20848.0,Chiguayante,,2026-01-11 20:36:00,780.0,3,0,3.0,768.0,3.0,0.0,0.0,12.0,15.0
2026-01-11,L1,HQ→TH,20848.0,Manquimavida,,2026-01-11 20:38:00,780.0,3,0,3.0,765.0,3.0,0.0,0.0,15.0,18.0
2026-01-11,L1,HQ→TH,20848.0,Concepcion,2026-01-11 21:40:30,2026-01-11 20:39:00,780.0,55,4,55.0,766.0,55.0,0.0,0.0,18.0,69.0
2026-01-11,L1,HQ→TH,20848.0,La Leonera,2026-01-11 20:53:00,,780.0,0,2,0.0,713.0,0.0,0.0,0.0,69.0,67.0
2026-01-11,L1,HQ→TH,20848.0,Lzo. Arenas,2026-01-11 21:17:00,,780.0,0,9,0.0,722.0,0.0,0.0,0.0,67.0,58.0
2026-01-11,L1,HQ→TH,20848.0,UTF Santa Maria,2026-01-11 21:21:00,,780.0,0,7,0.0,729.0,0.0,0.0,0.0,58.0,51.0
2026-01-11,L1,HQ→TH,20848.0,Los Condores,2026-01-11 21:24:30,,780.0,0,18,0.0,747.0,0.0,0.0,0.0,51.0,33.0
2026-01-11,L1,HQ→TH,20848.0,Higueras,2026-01-11 21:27:00,,780.0,0,12,0.0,759.0,0.0,0.0,0.0,33.0,21.0
2026-01-11,L1,HQ→TH,20848.0,El Arenal,2026-01-11 21:31:00,,780.0,0,12,0.0,771.0,0.0,0.0,0.0,21.0,9.0
2026-01-11,L1,HQ→TH,20848.0,Mercado,2026-01-11 21:33:00,,780.0,0,9,0.0,780.0,0.0,0.0,0.0,9.0,0.0
2026-01-11,L1,HQ→TH,20850.0,Hualqui,,2026-01-11 09:20:00,780.0,11,0,11.0,780.0,11.0,0.0,0.0,0.0,11.0
2026-01-11,L1,HQ→TH,20850.0,Pedro Medina,,2026-01-11 09:29:00,780.0,2,0,2.0,769.0,2.0,0.0,0.0,11.0,13.0
2026-01-11,L1,HQ→TH,20850.0,La Leonera,,2026-01-11 09:30:30,780.0,12,0,12.0,767.0,12.0,0.0,0.0,13.0,25.0
2026-01-11,L1,HQ→TH,20850.0,Manquimavida,2026-01-11 09:48:00,2026-01-11 09:36:30,780.0,10,1,10.0,756.0,10.0,0.0,0.0,25.0,34.0
2026-01-11,L1,HQ→TH,20850.0,Chiguayante,,2026-01-11 09:41:30,780.0,8,0,8.0,746.0,8.0,0.0,0.0,34.0,42.0
2026-01-11,L1,HQ→TH,20850.0,Concepcion,2026-01-11 10:06:00,2026-01-11 09:45:30,780.0,8,19,8.0,757.0,8.0,0.0,0.0,42.0,31.0
2026-01-11,L1,HQ→TH,20850.0,Lzo. Arenas,2026-01-11 10:09:00,2026-01-11 09:54:00,780.0,2,6,2.0,755.0,2.0,0.0,0.0,31.0,27.0
2026-01-11,L1,HQ→TH,20850.0,UTF Santa Maria,2026-01-11 10:13:00,,780.0,0,8,0.0,761.0,0.0,0.0,0.0,27.0,19.0
2026-01-11,L1,HQ→TH,20850.0,Los Condores,2026-01-11 10:17:00,,780.0,0,4,0.0,765.0,0.0,0.0,0.0,19.0,15.0
2026-01-11,L1,HQ→TH,20850.0,Higueras,2026-01-11 10:20:00,,780.0,0,4,0.0,769.0,0.0,0.0,0.0,15.0,11.0
2026-01-11,L1,HQ→TH,20850.0,El Arenal,2026-01-11 10:24:00,,780.0,0,3,0.0,772.0,0.0,0.0,0.0,11.0,8.0
2026-01-11,L1,HQ→TH,20850.0,Mercado,2026-01-11 10:27:00,,780.0,0,8,0.0,780.0,0.0,0.0,0.0,8.0,0.0
2026-01-11,L1,HQ→TH,20880.0,Hualqui,,2026-01-11 20:54:00,780.0,5,0,5.0,780.0,5.0,0.0,0.0,0.0,5.0
2026-01-11,L1,HQ→TH,20880.0,La Leonera,2026-01-11 21:15:00,2026-01-11 20:57:00,780.0,1,1,1.0,776.0,1.0,0.0,0.0,5.0,5.0
2026-01-11,L1,HQ→TH,20880.0,Manquimavida,,2026-01-11 21:06:00,780.0,1,0,1.0,775.0,1.0,0.0,0.0,5.0,6.0
2026-01-11,L1,HQ→TH,20880.0,Pedro Medina,2026-01-11 21:19:00,2026-01-11 21:10:00,780.0,2,3,2.0,777.0,2.0,0.0,0.0,6.0,5.0
2026-01-11,L1,HQ→TH,20880.0,Chiguayante,,2026-01-11 21:14:30,780.0,2,0,2.0,775.0,2.0,0.0,0.0,5.0,7.0
2026-01-11,L1,HQ→TH,20880.0,Concepcion,2026-01-11 21:33:00,2026-01-11 21:22:00,780.0,2,2,2.0,775.0,2.0,0.0,0.0,7.0,7.0
2026-01-11,L1,HQ→TH,20880.0,Lzo. Arenas,2026-01-11 21:39:00,,780.0,0,1,0.0,774.0,0.0,0.0,0.0,7.0,6.0
2026-01-11,L1,HQ→TH,20880.0,Higueras,2026-01-11 21:50:00,2026-01-11 21:40:00,780.0,1,2,1.0,776.0,1.0,0.0,0.0,6.0,5.0
2026-01-11,L1,HQ→TH,20880.0,UTF Santa Maria,2026-01-11 21:42:00,,780.0,0,1,0.0,776.0,0.0,0.0,0.0,5.0,4.0
2026-01-11,L1,HQ→TH,20880.0,Los Condores,2026-01-11 21:47:00,,780.0,0,3,0.0,779.0,0.0,0.0,0.0,4.0,1.0
2026-01-11,L1,HQ→TH,20880.0,El Arenal,2026-01-11 21:54:00,,780.0,0,1,0.0,780.0,0.0,0.0,0.0,1.0,0.0
2026-01-11,L1,TH→HQ,20845.0,Los Condores,,2026-01-11 15:50:30,780.0,8,0,8.0,780.0,8.0,0.0,0.0,0.0,8.0
2026-01-11,L1,TH→HQ,20845.0,Mercado,,2026-01-11 15:56:00,780.0,11,0,11.0,772.0,11.0,0.0,0.0,8.0,19.0
2026-01-11,L1,TH→HQ,20845.0,Higueras,,2026-01-11 16:02:00,780.0,13,0,13.0,761.0,13.0,0.0,0.0,19.0,32.0
2026-01-11,L1,TH→HQ,20845.0,UTF Santa Maria,,2026-01-11 16:06:30,780.0,8,0,8.0,748.0,8.0,0.0,0.0,32.0,40.0
2026-01-11,L1,TH→HQ,20845.0,Lzo. Arenas,2026-01-11 16:31:00,2026-01-11 16:10:00,780.0,3,2,3.0,742.0,3.0,0.0,0.0,40.0,41.0
2026-01-11,L1,TH→HQ,20845.0,El Arenal,,2026-01-11 16:11:00,780.0,3,0,3.0,739.0,3.0,0.0,0.0,41.0,44.0
2026-01-11,L1,TH→HQ,20845.0,Concepcion,2026-01-11 16:36:00,2026-01-11 16:13:00,780.0,14,26,14.0,762.0,14.0,0.0,0.0,44.0,32.0
2026-01-11,L1,TH→HQ,20845.0,Chiguayante,2026-01-11 16:47:00,2026-01-11 16:34:00,780.0,1,5,1.0,753.0,1.0,0.0,0.0,32.0,28.0
2026-01-11,L1,TH→HQ,20845.0,Pedro Medina,,2026-01-11 16:36:00,780.0,2,0,2.0,752.0,2.0,0.0,0.0,28.0,30.0
2026-01-11,L1,TH→HQ,20845.0,Manquimavida,2026-01-11 16:52:00,2026-01-11 16:38:00,780.0,2,5,2.0,755.0,2.0,0.0,0.0,30.0,27.0
2026-01-11,L1,TH→HQ,20845.0,La Leonera,2026-01-11 16:55:00,,780.0,0,12,0.0,765.0,0.0,0.0,0.0,27.0,15.0
2026-01-11,L1,TH→HQ,20845.0,Hualqui,2026-01-11 17:08:00,,780.0,0,15,0.0,780.0,0.0,0.0,0.0,15.0,0.0
2026-01-11,L1,TH→HQ,20847.0,Mercado,,2026-01-11 19:45:00,780.0,7,0,7.0,780.0,7.0,0.0,0.0,0.0,7.0
2026-01-11,L1,TH→HQ,20847.0,El Arenal,,2026-01-11 19:58:00,780.0,1,0,1.0,773.0,1.0,0.0,0.0,7.0,8.0
2026-01-11,L1,TH→HQ,20847.0,Concepcion,2026-01-11 20:27:00,2026-01-11 20:00:00,780.0,56,16,56.0,780.0,56.0,0.0,0.0,8.0,48.0
2026-01-11,L1,TH→HQ,20847.0,Higueras,,2026-01-11 20:05:00,780.0,9,0,9.0,732.0,9.0,0.0,0.0,48.0,57.0
