viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,142142,Concepcion,Cdal. Raul Silva Henriquez,20093,L2,V1,2026-02-03 19:01:52,2026-02-03 19:41:48,CC→CW,2026-02-03,,20093,20093,570,Monedero
1,142142,Cdal. Raul Silva Henriquez,Concepcion,20122,L2,V1,2026-02-03 21:10:52,2026-02-03 21:41:16,CW→CC,2026-02-03,,20122,20122,570,Monedero
2,175445,Los Canelos,Concepcion,20100,L2,V1,2026-02-03 19:03:07,2026-02-03 19:40:29,CW→CC,2026-02-03,,20100,20100,850,Monedero
3,175445,Concepcion,Los Canelos,20113,L2,V1,2026-02-03 20:48:57,2026-02-03 21:35:45,CC→CW,2026-02-03,,20113,20113,850,Monedero
4,177383,El Parque,Lomas Coloradas,20101,L2,V1,2026-02-03 20:05:07,2026-02-03 20:22:07,CC→CW,2026-02-03,,20101,20101,430,Monedero
5,177521,Los Canelos,Concepcion,20112,L2,V1,2026-02-03 19:57:57,2026-02-03 20:40:38,CW→CC,2026-02-03,,20112,20108,850,Monedero
6,177723,Pedro Medina,Concepcion,20335,L1,V1,2026-02-03 21:17:15,2026-02-03 21:31:16,HQ→TH,2026-02-03,,20335,20335,510,Monedero
7,177738,Concepcion,Coronel,20021,L2,V1,2026-02-03 08:43:04,2026-02-03 09:46:53,CC→CW,2026-02-03,,20021,20021,880,Monedero
8,177936,La Leonera,Chiguayante,20305,L1,V1,2026-02-03 07:37:49,2026-02-03 07:55:43,HQ→TH,2026-02-03,,20305,20305,420,Monedero
9,178071,Manquimavida,El Arenal,20311,L1,V1,2026-02-03 09:25:58,2026-02-03 10:11:37,HQ→TH,2026-02-03,,20311,20311,550,Monedero
10,178071,El Arenal,Manquimavida,20328,L1,V1,2026-02-03 18:59:58,2026-02-03 19:44:41,TH→HQ,2026-02-03,,20328,20328,550,Monedero
11,178095,Coronel,Concepcion,20064,L2,V1,2026-02-03 14:08:00,2026-02-03 15:13:27,CW→CC,2026-02-03,,20064,20064,880,Monedero
12,178095,Concepcion,Cdal. Raul Silva Henriquez,20079,L2,V1,2026-02-03 17:47:40,2026-02-03 18:24:20,CC→CW,2026-02-03,,20079,20079,570,Monedero
13,178880,Hito Galvarino,Coronel,20079,L2,V1,2026-02-03 18:12:49,2026-02-03 18:30:51,CC→CW,2026-02-03,,20079,20079,530,Monedero
14,179197,Huinca,Concepcion,20088,L2,V1,2026-02-03 17:47:55,2026-02-03 18:26:16,CW→CC,2026-02-03,,20088,20088,850,Monedero
15,179197,Concepcion,Huinca,20117,L2,V1,2026-02-03 21:09:44,2026-02-03 21:54:07,CC→CW,2026-02-03,,20117,20117,850,Monedero
16,179212,Lomas Coloradas,Diagonal Bio Bio,20040,L2,V1,2026-02-03 09:50:00,2026-02-03 10:13:40,CW→CC,2026-02-03,,20040,20036,510,Monedero
17,179376,Concepcion,La Leonera,20855,L1,V1,2026-02-03 21:13:28,2026-02-03 21:48:07,TH→HQ,2026-02-03,,20855,20855,510,Monedero
18,179458,Concepcion,Coronel,20099,L2,V1,2026-02-03 18:38:40,2026-02-03 20:20:09,CC→CW,2026-02-03,combo_por_entrada,20099,20099,910,Monedero
19,180279,Coronel,Hito Galvarino,20098,L2,V1,2026-02-03 18:36:52,2026-02-03 18:54:54,CW→CC,2026-02-03,,20098,20098,530,Monedero
20,180387,Concepcion,Los Condores,20309,L1,V1,2026-02-03 08:25:58,2026-02-03 09:15:36,HQ→TH,2026-02-03,match_por_salida_fallback,20309,20371,590,Monedero
21,180387,Concepcion,Cdal. Raul Silva Henriquez,20089,L2,V1,2026-02-03 18:07:52,2026-02-03 18:57:03,CC→CW,2026-02-03,combo_por_entrada,20089,20089,590,Monedero
22,180485,Concepcion,Lomas Coloradas,20085,L2,V1,2026-02-03 18:06:39,2026-02-03 18:30:55,CC→CW,2026-02-03,,20085,20085,570,Monedero
23,180619,Costa Mar,Coronel,20009,L2,V1,2026-02-03 07:52:17,2026-02-03 08:25:57,CC→CW,2026-02-03,,20009,20009,650,Monedero
24,180619,Coronel,Costa Mar,20082,L2,V1,2026-02-03 17:03:39,2026-02-03 17:38:34,CW→CC,2026-02-03,,20082,20082,650,Monedero
25,180629,El Parque,Laguna Quinenco,20019,L2,V1,2026-02-03 08:51:30,2026-02-03 09:28:26,CC→CW,2026-02-03,,20019,20019,650,Monedero
26,181341,Coronel,Costa Mar,20002,L2,V1,2026-02-03 06:07:55,2026-02-03 06:40:15,CW→CC,2026-02-03,,20002,20002,650,Monedero
27,181341,Costa Mar,Coronel,20073,L2,V1,2026-02-03 17:18:32,2026-02-03 18:00:39,CC→CW,2026-02-03,,20073,20071,650,Monedero
28,182321,Mercado,Concepcion,20324,L1,V1,2026-02-03 17:30:31,2026-02-03 17:59:23,TH→HQ,2026-02-03,,20324,20324,540,Monedero
29,182470,Laguna Quinenco,Los Canelos,20014,L2,V1,2026-02-03 07:15:57,2026-02-03 07:23:06,CW→CC,2026-02-03,,20014,20014,530,Monedero
30,182470,Los Canelos,Laguna Quinenco,20073,L2,V1,2026-02-03 17:39:45,2026-02-03 17:56:58,CC→CW,2026-02-03,,20073,20071,530,Monedero
31,184194,Huinca,Concepcion,20044,L2,V1,2026-02-03 10:07:19,2026-02-03 10:47:58,CW→CC,2026-02-03,,20044,20044,850,Monedero
32,184194,Concepcion,Huinca,20123,L2,V1,2026-02-03 21:35:51,2026-02-03 22:23:45,CC→CW,2026-02-03,,20123,20121,850,Monedero
33,184253,Costa Mar,Diagonal Bio Bio,20058,L2,V1,2026-02-03 12:58:21,2026-02-03 13:08:44,CW→CC,2026-02-03,,20058,20058,510,Monedero
34,184317,Huinca,Concepcion,20056,L2,V1,2026-02-03 11:59:51,2026-02-03 13:02:41,CW→CC,2026-02-03,,20056,20056,850,Monedero
35,184317,Huinca,Concepcion,20056,L2,V1,2026-02-03 12:00:06,2026-02-03 13:02:30,CW→CC,2026-02-03,,20056,20056,850,Monedero
36,184317,Concepcion,Los Canelos,20059,L2,V1,2026-02-03 13:20:04,2026-02-03 13:59:38,CC→CW,2026-02-03,,20059,20059,850,Monedero
37,184317,Concepcion,Los Canelos,20059,L2,V1,2026-02-03 13:20:16,2026-02-03 13:59:05,CC→CW,2026-02-03,,20059,20059,850,Monedero
38,184422,El Arenal,Concepcion,20316,L1,V1,2026-02-03 14:51:44,2026-02-03 15:26:38,TH→HQ,2026-02-03,,20316,20316,540,Monedero
39,185382,Coronel,Concepcion,20058,L2,V1,2026-02-03 12:28:42,2026-02-03 13:19:51,CW→CC,2026-02-03,,20058,20058,880,Monedero
40,185382,Coronel,Concepcion,20058,L2,V1,2026-02-03 12:28:46,2026-02-03 13:19:44,CW→CC,2026-02-03,,20058,20058,880,Monedero
41,185382,Concepcion,Coronel,20109,L2,V1,2026-02-03 20:24:45,2026-02-03 21:19:08,CC→CW,2026-02-03,,20109,20109,880,Monedero
42,185382,Concepcion,Coronel,20109,L2,V1,2026-02-03 20:24:51,2026-02-03 21:19:00,CC→CW,2026-02-03,,20109,20109,880,Monedero
43,185947,Laguna Quinenco,Concepcion,20092,L2,V1,2026-02-03 18:09:37,2026-02-03 18:56:05,CW→CC,2026-02-03,,20092,20092,880,Monedero
44,186052,Hualqui,UTF Santa Maria,20309,L1,V1,2026-02-03 08:29:39,2026-02-03 09:11:22,HQ→TH,2026-02-03,,20309,20309,560,Monedero
45,186052,El Arenal,Hualqui,20320,L1,V1,2026-02-03 16:00:19,2026-02-03 16:59:58,TH→HQ,2026-02-03,,20320,20320,580,Monedero
46,186881,Concepcion,Hito Galvarino,20101,L2,V1,2026-02-03 19:37:42,2026-02-03 20:17:17,CC→CW,2026-02-03,,20101,20099,850,Monedero
47,189802,Higueras,Cdal. Raul Silva Henriquez,,,N/A,2026-02-03 15:06:33,2026-02-03 15:54:52,,2026-02-03,sin_combo_factible_en_hub|sin_s1_factible_retro,,,590,Monedero
48,189842,Concepcion,Lomas Coloradas,20049,L2,V1,2026-02-03 11:07:18,2026-02-03 11:51:54,CC→CW,2026-02-03,,20049,20049,570,Monedero
49,189842,Lomas Coloradas,Costa Mar,20056,L2,V1,2026-02-03 12:37:46,2026-02-03 12:47:44,CW→CC,2026-02-03,,20056,20056,430,Monedero
50,189842,Costa Mar,Lomas Coloradas,20121,L2,V1,2026-02-03 21:38:16,2026-02-03 21:52:43,CC→CW,2026-02-03,,20121,20117,430,Monedero
51,190135,Diagonal Bio Bio,Costa Mar,20071,L2,V1,2026-02-03 16:58:49,2026-02-03 17:15:24,CC→CW,2026-02-03,,20071,20069,510,Monedero
52,190135,Costa Mar,Diagonal Bio Bio,20088,L2,V1,2026-02-03 18:04:34,2026-02-03 18:14:57,CW→CC,2026-02-03,,20088,20088,510,Monedero
53,191304,La Leonera,Concepcion,20305,L1,V1,2026-02-03 07:39:08,2026-02-03 08:07:28,HQ→TH,2026-02-03,,20305,20305,510,Monedero
54,191304,Concepcion,La Leonera,20328,L1,V1,2026-02-03 18:35:35,2026-02-03 19:48:28,TH→HQ,2026-02-03,,20328,20326,510,Monedero
55,191727,Coronel,Concepcion,20052,L2,V1,2026-02-03 11:14:09,2026-02-03 12:04:16,CW→CC,2026-02-03,,20052,20052,880,Monedero
56,191727,Concepcion,Concepcion,,,N/A,2026-02-03 12:07:00,2026-02-03 12:07:37,,2026-02-03,no viajo,,,420,Monedero
57,192386,Concepcion,Higueras,20333,L1,V1,2026-02-03 20:14:32,2026-02-03 21:02:31,HQ→TH,2026-02-03,,20333,20333,500,Monedero
58,192488,Concepcion,Coronel,20109,L2,V1,2026-02-03 20:09:11,2026-02-03 21:18:16,CC→CW,2026-02-03,match_por_salida_fallback,20109,20109,880,Monedero
59,193987,Laguna Quinenco,Juan Pablo II,20008,L2,V1,2026-02-03 06:46:08,2026-02-03 07:21:14,CW→CC,2026-02-03,,20008,20008,790,Monedero
60,193987,Juan Pablo II,Laguna Quinenco,20073,L2,V1,2026-02-03 17:24:40,2026-02-03 18:14:15,CC→CW,2026-02-03,,20073,20073,790,Monedero
61,194076,Los Canelos,Cdal. Raul Silva Henriquez,20108,L2,V1,2026-02-03 19:42:47,2026-02-03 20:33:24,CW→CC,2026-02-03,,20108,20106,610,Monedero
62,195552,Concepcion,Costa Mar,20003,L2,V1,2026-02-03 07:00:33,2026-02-03 07:27:12,CC→CW,2026-02-03,,20003,20003,570,Monedero
63,195552,Costa Mar,Concepcion,20090,L2,V1,2026-02-03 18:18:43,2026-02-03 18:42:39,CW→CC,2026-02-03,,20090,20090,570,Monedero
64,198566,Cristo Redentor,Concepcion,20022,L2,V1,2026-02-03 08:03:23,2026-02-03 08:46:40,CW→CC,2026-02-03,,20022,20022,850,Monedero
65,198566,Concepcion,Cristo Redentor,20057,L2,V1,2026-02-03 13:03:55,2026-02-03 13:42:56,CC→CW,2026-02-03,,20057,20057,850,Monedero
66,199329,Cristo Redentor,El Parque,20014,L2,V1,2026-02-03 07:18:12,2026-02-03 07:39:58,CW→CC,2026-02-03,,20014,20014,630,Monedero
67,199426,Costa Mar,Concepcion,20098,L2,V1,2026-02-03 19:03:52,2026-02-03 19:27:11,CW→CC,2026-02-03,,20098,20098,570,Monedero
68,199426,Concepcion,Alborada,20109,L2,V1,2026-02-03 20:25:18,2026-02-03 20:46:52,CC→CW,2026-02-03,,20109,20109,570,Monedero
69,200356,El Parque,Coronel,20049,L2,V1,2026-02-03 11:44:12,2026-02-03 12:15:32,CC→CW,2026-02-03,,20049,20049,650,Monedero
70,200356,Coronel,El Parque,20062,L2,V1,2026-02-03 13:33:40,2026-02-03 14:17:42,CW→CC,2026-02-03,,20062,20062,650,Monedero
71,200356,El Parque,Huinca,20099,L2,V1,2026-02-03 19:46:58,2026-02-03 20:09:56,CC→CW,2026-02-03,,20099,20099,630,Monedero
72,200370,Cristo Redentor,Lomas Coloradas,20116,L2,V1,2026-02-03 20:29:00,2026-02-03 20:50:52,CW→CC,2026-02-03,,20116,20116,630,Monedero
73,200370,Lomas Coloradas,Cristo Redentor,20115,L2,V1,2026-02-03 21:14:34,2026-02-03 21:40:55,CC→CW,2026-02-03,,20115,20115,630,Monedero
74,200424,El Parque,Los Canelos,20067,L2,V1,2026-02-03 15:43:53,2026-02-03 16:05:18,CC→CW,2026-02-03,,20067,20067,610,Monedero
75,200424,El Parque,Los Canelos,20067,L2,V1,2026-02-03 15:44:06,2026-02-03 16:04:55,CC→CW,2026-02-03,,20067,20067,610,Monedero
76,202126,Hito Galvarino,Costa Mar,20076,L2,V1,2026-02-03 16:54:29,2026-02-03 17:13:25,CW→CC,2026-02-03,,20076,20076,610,Monedero
77,214644,Lomas Coloradas,Costa Mar,20112,L2,V1,2026-02-03 20:18:29,2026-02-03 20:26:11,CW→CC,2026-02-03,,20112,20112,430,Monedero
78,215153,Higueras,UTF Santa Maria,20320,L1,V1,2026-02-03 16:05:27,2026-02-03 16:17:23,TH→HQ,2026-02-03,,20320,20320,420,Monedero
79,215850,Manquimavida,Mercado,20397,L1,V1,2026-02-03 07:10:01,2026-02-03 07:56:55,HQ→TH,2026-02-03,,20397,20397,550,Monedero
80,215850,Los Condores,Manquimavida,20324,L1,V1,2026-02-03 17:21:37,2026-02-03 18:16:34,TH→HQ,2026-02-03,,20324,20324,540,Monedero
81,218652,Cdal. Raul Silva Henriquez,Diagonal Bio Bio,20040,L2,V1,2026-02-03 09:51:24,2026-02-03 10:13:48,CW→CC,2026-02-03,,20040,20040,510,Monedero
82,218879,Laguna Quinenco,Cdal. Raul Silva Henriquez,20058,L2,V1,2026-02-03 12:29:26,2026-02-03 12:56:16,CW→CC,2026-02-03,,20058,20058,650,Monedero
83,221175,Concepcion,El Parque,20063,L2,V1,2026-02-03 14:04:13,2026-02-03 14:55:13,CC→CW,2026-02-03,,20063,20063,570,Monedero
84,221175,El Parque,Concepcion,20082,L2,V1,2026-02-03 17:23:43,2026-02-03 17:54:59,CW→CC,2026-02-03,,20082,20082,570,Monedero
85,239555,Laguna Quinenco,Concepcion,20012,L2,V1,2026-02-03 07:04:27,2026-02-03 07:51:19,CW→CC,2026-02-03,,20012,20012,880,Monedero
86,239555,Concepcion,Cdal. Raul Silva Henriquez,20073,L2,V1,2026-02-03 17:06:42,2026-02-03 17:39:31,CC→CW,2026-02-03,,20073,20071,570,Monedero
87,240916,Lomas Coloradas,El Parque,20020,L2,V1,2026-02-03 08:08:09,2026-02-03 08:13:22,CW→CC,2026-02-03,,20020,20020,430,Monedero
88,241053,Pedro Medina,Concepcion,20313,L1,V1,2026-02-03 10:13:06,2026-02-03 10:30:25,HQ→TH,2026-02-03,,20313,20313,510,Monedero
89,244228,Hito Galvarino,Los Canelos,20101,L2,V1,2026-02-03 20:13:16,2026-02-03 20:21:39,CC→CW,2026-02-03,,20101,20101,440,Monedero
90,245560,Concepcion,Costa Mar,20091,L2,V1,2026-02-03 18:42:31,2026-02-03 19:17:32,CC→CW,2026-02-03,combo_relajado_pase1,20091,20091,590,Monedero
91,249351,Concepcion,El Arenal,20325,L1,V1,2026-02-03 17:21:14,2026-02-03 17:53:47,HQ→TH,2026-02-03,,20325,,540,Monedero
92,249362,El Arenal,Concepcion,20841,L1,V1,2026-02-03 06:59:53,2026-02-03 07:25:36,TH→HQ,2026-02-03,,20841,20841,540,Monedero
93,249362,Concepcion,Los Condores,20325,L1,V1,2026-02-03 17:29:43,2026-02-03 17:48:02,HQ→TH,2026-02-03,,20325,20325,500,Monedero
94,249362,Higueras,El Arenal,20333,L1,V1,2026-02-03 20:46:49,2026-02-03 21:07:13,HQ→TH,2026-02-03,,20333,20333,490,Monedero
95,249426,Concepcion,Higueras,20397,L1,V1,2026-02-03 06:44:12,2026-02-03 07:51:58,HQ→TH,2026-02-03,combo_por_entrada,20397,20397,880,Monedero
96,249426,Concepcion,Cristo Redentor,20077,L2,V1,2026-02-03 17:05:21,2026-02-03 18:10:01,CC→CW,2026-02-03,match_por_salida_fallback,20077,20077,880,Monedero
97,251289,Huinca,Concepcion,20058,L2,V1,2026-02-03 12:38:56,2026-02-03 13:18:45,CW→CC,2026-02-03,,20058,20058,850,Monedero
98,254824,Concepcion,Concepcion,,,N/A,2026-02-03 18:27:28,2026-02-03 18:28:36,,2026-02-03,no viajo,,,420,Monedero
99,257744,Cdal. Raul Silva Henriquez,Juan Pablo II,20112,L2,V1,2026-02-03 20:15:37,2026-02-03 20:33:36,CW→CC,2026-02-03,,20112,20112,510,Monedero
100,257744,Diagonal Bio Bio,Cdal. Raul Silva Henriquez,20123,L2,V1,2026-02-03 21:53:04,2026-02-03 22:11:45,CC→CW,2026-02-03,,20123,20123,510,Monedero
101,259734,El Parque,Concepcion,20052,L2,V1,2026-02-03 11:38:44,2026-02-03 12:19:15,CW→CC,2026-02-03,,20052,20052,570,Monedero
102,259734,Concepcion,Concepcion,,,N/A,2026-02-03 12:20:39,2026-02-03 12:23:59,,2026-02-03,no viajo,,,420,Monedero
103,259829,Los Condores,Hualqui,20843,L1,V1,2026-02-03 12:05:01,2026-02-03 13:03:17,TH→HQ,2026-02-03,,20843,20843,560,Monedero
104,261764,El Arenal,Concepcion,20841,L1,V1,2026-02-03 07:02:45,2026-02-03 07:25:32,TH→HQ,2026-02-03,,20841,20841,540,Monedero
105,265093,Manquimavida,Concepcion,20397,L1,V1,2026-02-03 07:10:03,2026-02-03 07:30:00,HQ→TH,2026-02-03,,20397,20397,510,Monedero
106,267131,Los Canelos,Laguna Quinenco,20107,L2,V1,2026-02-03 20:46:31,2026-02-03 20:59:28,CC→CW,2026-02-03,,20107,20107,530,Monedero
107,267304,Cristo Redentor,Diagonal Bio Bio,20064,L2,V1,2026-02-03 14:18:45,2026-02-03 15:03:34,CW→CC,2026-02-03,,20064,20064,680,Monedero
108,268201,Lomas Coloradas,Costa Mar,20122,L2,V1,2026-02-03 21:10:08,2026-02-03 21:26:19,CW→CC,2026-02-03,,20122,20120,430,Monedero
109,270969,Cdal. Raul Silva Henriquez,Concepcion,20082,L2,V1,2026-02-03 17:19:57,2026-02-03 17:54:36,CW→CC,2026-02-03,,20082,20082,570,Monedero
110,272621,Higueras,Hualqui,20326,L1,V1,2026-02-03 18:07:57,2026-02-03 18:59:22,TH→HQ,2026-02-03,,20326,20326,560,Monedero
111,273758,Cristo Redentor,Lomas Coloradas,20022,L2,V1,2026-02-03 08:04:30,2026-02-03 08:24:28,CW→CC,2026-02-03,,20022,20022,630,Monedero
112,273758,Lomas Coloradas,Cristo Redentor,20083,L2,V1,2026-02-03 18:12:46,2026-02-03 18:38:32,CC→CW,2026-02-03,,20083,20083,630,Monedero
113,275980,Juan Pablo II,Huinca,20095,L2,V1,2026-02-03 19:25:36,2026-02-03 20:09:01,CC→CW,2026-02-03,,20095,20095,680,Monedero
114,280149,Concepcion,Cristo Redentor,20065,L2,V1,2026-02-03 14:55:52,2026-02-03 15:56:17,CC→CW,2026-02-03,,20065,20065,850,Monedero
115,280149,Coronel,Laguna Quinenco,20098,L2,V1,2026-02-03 18:33:01,2026-02-03 18:45:30,CW→CC,2026-02-03,,20098,20098,440,Monedero
116,280639,Alborada,El Parque,20069,L2,V1,2026-02-03 16:59:37,2026-02-03 17:18:24,CC→CW,2026-02-03,,20069,20069,510,Monedero
117,280639,El Parque,Costa Mar,20092,L2,V1,2026-02-03 18:27:39,2026-02-03 18:40:27,CW→CC,2026-02-03,,20092,20090,430,Monedero
