viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,153193,Mercado,Concepcion,20322.0,L1,V1,2026-04-13 16:47:42,2026-04-13 18:22:50,TH→HQ,2026-04-13,combo_por_entrada,20322.0,20322.0,910.0,Monedero
1,165256,Concepcion,Cdal. Raul Silva Henriquez,20071.0,L2,V1,2026-04-13 16:24:45,2026-04-13 17:06:22,CC→CW,2026-04-13,,20071.0,20069.0,570.0,Monedero
2,174637,UTF Santa Maria,Lzo. Arenas,20304.0,L1,V1,2026-04-13 07:45:04,2026-04-13 07:51:18,TH→HQ,2026-04-13,,20304.0,20304.0,500.0,Monedero
3,175965,Laguna Quinenco,Costa Mar,20088.0,L2,V1,2026-04-13 17:36:28,2026-04-13 18:07:44,CW→CC,2026-04-13,,20088.0,20088.0,650.0,Monedero
4,175965,Costa Mar,Coronel,20121.0,L2,V1,2026-04-13 22:02:36,2026-04-13 22:42:17,CC→CW,2026-04-13,,20121.0,20121.0,650.0,Monedero
5,176047,Huinca,Concepcion,20052.0,L2,V1,2026-04-13 11:17:06,2026-04-13 12:39:32,CW→CC,2026-04-13,combo_por_entrada,20052.0,20052.0,900.0,Monedero
6,176047,Mercado,Concepcion,20318.0,L1,V1,2026-04-13 15:20:11,2026-04-13 16:57:42,TH→HQ,2026-04-13,combo_por_entrada,20318.0,20318.0,900.0,Monedero
7,176095,Costa Mar,Los Canelos,20001.0,L2,V1,2026-04-13 06:54:03,2026-04-13 07:18:47,CC→CW,2026-04-13,,20001.0,20001.0,610.0,Monedero
8,176095,Los Canelos,Concepcion,20078.0,L2,V1,2026-04-13 16:46:30,2026-04-13 17:47:02,CW→CC,2026-04-13,match_por_salida_fallback,20078.0,20078.0,870.0,Monedero
9,176113,Huinca,Concepcion,20198.0,L2,V1,2026-04-13 06:58:58,2026-04-13 08:27:00,CW→CC,2026-04-13,combo_por_entrada,20198.0,20198.0,900.0,Monedero
10,176113,Mercado,Concepcion,20326.0,L1,V1,2026-04-13 17:54:23,2026-04-13 18:27:03,TH→HQ,2026-04-13,,20326.0,20326.0,540.0,Monedero
11,176113,Concepcion,Los Canelos,20105.0,L2,V1,2026-04-13 19:38:53,2026-04-13 20:19:50,CC→CW,2026-04-13,,20105.0,20105.0,850.0,Monedero
12,176255,Costa Mar,Cristo Redentor,20051.0,L2,V1,2026-04-13 11:57:03,2026-04-13 12:23:36,CC→CW,2026-04-13,,20051.0,20051.0,630.0,Monedero
