viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,158264,Cristo Redentor,Juan Pablo II,20028,L2,V1,2025-09-12 09:24:45,2025-09-12 10:08:43,CW→CC,2025-09-12,,20028,20028
1,174600,El Arenal,Lzo. Arenas,20308,L1,V1,2025-09-12 08:29:34,2025-09-12 08:50:45,TH→HQ,2025-09-12,,20308,20308
2,174637,UTF Santa Maria,Lzo. Arenas,20304,L1,V1,2025-09-12 07:46:03,2025-09-12 07:51:19,TH→HQ,2025-09-12,,20304,20304
3,175537,Concepcion,El Parque,20017,L2,V1,2025-09-12 08:39:23,2025-09-12 09:04:21,CC→CW,2025-09-12,,20017,20017
4,175537,El Parque,Concepcion,20088,L2,V1,2025-09-12 20:30:11,2025-09-12 21:03:38,CW→CC,2025-09-12,,20088,20088
5,176240,Higueras,Manquimavida,20320,L1,V1,2025-09-12 16:07:28,2025-09-12 16:50:20,TH→HQ,2025-09-12,,20320,20320
6,176483,Los Condores,Lzo. Arenas,20304,L1,V1,2025-09-12 07:41:12,2025-09-12 07:51:36,TH→HQ,2025-09-12,,20304,20304
7,176483,Lzo. Arenas,Mercado,20329,L1,V1,2025-09-12 19:03:55,2025-09-12 19:27:20,HQ→TH,2025-09-12,,20329,20329
8,176483,Mercado,Los Condores,20855,L1,V1,2025-09-12 20:10:38,2025-09-12 20:52:23,TH→HQ,2025-09-12,,20855,20332
9,176753,Lomas Coloradas,Hito Galvarino,20191,L2,V1,2025-09-12 07:21:08,2025-09-12 07:33:04,CC→CW,2025-09-12,,20191,20191
10,177253,Costa Mar,Concepcion,20196,L2,V1,2025-09-12 06:55:09,2025-09-12 07:13:46,CW→CC,2025-09-12,,20196,20196
11,177738,Concepcion,Lomas Coloradas,20085,L2,V1,2025-09-12 20:06:36,2025-09-12 20:56:14,CC→CW,2025-09-12,,20085,20081
