viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,175943,Coronel,Laguna Quinenco,20068.0,L2,V1,2026-07-08 14:57:26,2026-07-08 15:39:09,CW→CC,2026-07-08,,20068.0,20068.0,440,Monedero
1,176113,Huinca,Concepcion,20010.0,L2,V1,2026-07-08 06:57:13,2026-07-08 08:29:10,CW→CC,2026-07-08,combo_por_entrada,20010.0,20008.0,900,Monedero
2,176113,Lomas Coloradas,Los Canelos,20087.0,L2,V1,2026-07-08 18:28:41,2026-07-08 18:48:04,CC→CW,2026-07-08,,20087.0,20087.0,610,Monedero
3,176266,Coronel,Concepcion,20014.0,L2,V1,2026-07-08 07:04:33,2026-07-08 07:54:33,CW→CC,2026-07-08,,20014.0,20014.0,880,Monedero
4,176266,Concepcion,Coronel,20085.0,L2,V1,2026-07-08 17:58:19,2026-07-08 18:47:44,CC→CW,2026-07-08,,20085.0,20085.0,880,Monedero
5,176541,Concepcion,Costa Mar,20077.0,L2,V1,2026-07-08 17:27:36,2026-07-08 17:50:43,CC→CW,2026-07-08,,20077.0,20077.0,570,Monedero
6,176638,Concepcion,Los Canelos,20001.0,L2,V1,2026-07-08 06:33:05,2026-07-08 07:18:12,CC→CW,2026-07-08,,20001.0,20001.0,850,Monedero
7,176638,Los Canelos,Concepcion,20100.0,L2,V1,2026-07-08 18:46:29,2026-07-08 19:27:00,CW→CC,2026-07-08,,20100.0,20100.0,850,Monedero
8,177208,Concepcion,Coronel,20085.0,L2,V1,2026-07-08 17:52:27,2026-07-08 18:47:33,CC→CW,2026-07-08,,20085.0,20083.0,880,Monedero
9,177294,Huinca,Cristo Redentor,20071.0,L2,V1,2026-07-08 17:02:20,2026-07-08 17:17:27,CC→CW,2026-07-08,,20071.0,20071.0,440,Monedero
10,177512,Los Condores,Concepcion,20865.0,L1,V1,2026-07-08 07:54:12,2026-07-08 08:25:34,TH→HQ,2026-07-08,,20865.0,20865.0,500,Monedero
11,177634,Costa Mar,Cristo Redentor,20005.0,L2,V1,2026-07-08 07:20:17,2026-07-08 07:51:51,CC→CW,2026-07-08,,20005.0,20005.0,630,Monedero
12,178070,Coronel,Costa Mar,20092.0,L2,V1,2026-07-08 17:58:30,2026-07-08 18:32:40,CW→CC,2026-07-08,,20092.0,20092.0,650,Monedero
