fecha,linea,direccion,servicio,estacion,t_arr_est,t_dep_est,capacidad_tren,A_llegadas_anden,D_bajadas,Demanda_anden,Capacidad_disponible,B_embarque,R_quedados,Q_out_cola,L_in_abordo,L_out_abordo
2026-01-07,L1,HQ→TH,20301.0,Hualqui,,2026-01-07 06:13:00,780.0,30,0,30.0,780.0,30.0,0.0,0.0,0.0,30.0
2026-01-07,L1,HQ→TH,20301.0,Concepcion,2026-01-07 06:52:30,2026-01-07 06:16:00,780.0,118,40,118.0,780.0,118.0,0.0,0.0,30.0,108.0
2026-01-07,L1,HQ→TH,20301.0,La Leonera,,2026-01-07 06:26:00,780.0,15,0,15.0,672.0,15.0,0.0,0.0,108.0,123.0
2026-01-07,L1,HQ→TH,20301.0,Manquimavida,,2026-01-07 06:30:00,780.0,17,0,17.0,657.0,17.0,0.0,0.0,123.0,140.0
2026-01-07,L1,HQ→TH,20301.0,Pedro Medina,2026-01-07 06:37:00,2026-01-07 06:31:00,780.0,12,1,12.0,641.0,12.0,0.0,0.0,140.0,151.0
2026-01-07,L1,HQ→TH,20301.0,Chiguayante,2026-01-07 06:39:30,2026-01-07 06:34:00,780.0,9,2,9.0,631.0,9.0,0.0,0.0,151.0,158.0
2026-01-07,L1,HQ→TH,20301.0,Lzo. Arenas,2026-01-07 07:05:00,2026-01-07 07:03:00,780.0,3,14,3.0,636.0,3.0,0.0,0.0,158.0,147.0
2026-01-07,L1,HQ→TH,20301.0,UTF Santa Maria,2026-01-07 07:11:00,2026-01-07 07:06:30,780.0,8,19,8.0,652.0,8.0,0.0,0.0,147.0,136.0
2026-01-07,L1,HQ→TH,20301.0,Los Condores,2026-01-07 07:15:00,2026-01-07 07:09:00,780.0,1,10,1.0,654.0,1.0,0.0,0.0,136.0,127.0
2026-01-07,L1,HQ→TH,20301.0,Higueras,2026-01-07 07:19:00,2026-01-07 07:14:30,780.0,2,74,2.0,727.0,2.0,0.0,0.0,127.0,55.0
2026-01-07,L1,HQ→TH,20301.0,El Arenal,2026-01-07 07:22:00,,780.0,0,16,0.0,741.0,0.0,0.0,0.0,55.0,39.0
2026-01-07,L1,HQ→TH,20301.0,Mercado,2026-01-07 07:26:00,,780.0,0,39,0.0,780.0,0.0,0.0,0.0,39.0,0.0
2026-01-07,L1,HQ→TH,20305.0,Concepcion,2026-01-07 07:59:00,2026-01-07 07:25:00,780.0,59,89,59.0,780.0,59.0,0.0,0.0,0.0,0.0
2026-01-07,L1,HQ→TH,20305.0,Hualqui,,2026-01-07 07:25:00,780.0,55,0,55.0,780.0,55.0,0.0,0.0,0.0,55.0
2026-01-07,L1,HQ→TH,20305.0,La Leonera,2026-01-07 07:40:00,2026-01-07 07:37:00,780.0,26,3,26.0,728.0,26.0,0.0,0.0,55.0,78.0
2026-01-07,L1,HQ→TH,20305.0,Manquimavida,,2026-01-07 07:40:00,780.0,47,0,47.0,702.0,47.0,0.0,0.0,78.0,125.0
2026-01-07,L1,HQ→TH,20305.0,Pedro Medina,2026-01-07 07:46:00,2026-01-07 07:43:30,780.0,14,2,14.0,657.0,14.0,0.0,0.0,125.0,137.0
2026-01-07,L1,HQ→TH,20305.0,Chiguayante,2026-01-07 07:48:30,2026-01-07 07:46:00,780.0,26,2,26.0,645.0,26.0,0.0,0.0,137.0,161.0
2026-01-07,L1,HQ→TH,20305.0,Lzo. Arenas,2026-01-07 08:08:30,2026-01-07 08:04:00,780.0,7,28,7.0,647.0,7.0,0.0,0.0,161.0,140.0
2026-01-07,L1,HQ→TH,20305.0,UTF Santa Maria,2026-01-07 08:13:00,2026-01-07 08:07:30,780.0,2,24,2.0,664.0,2.0,0.0,0.0,140.0,118.0
2026-01-07,L1,HQ→TH,20305.0,Los Condores,2026-01-07 08:18:00,2026-01-07 08:15:00,780.0,1,25,1.0,687.0,1.0,0.0,0.0,118.0,94.0
2026-01-07,L1,HQ→TH,20305.0,Higueras,2026-01-07 08:21:00,2026-01-07 08:16:00,780.0,1,17,1.0,703.0,1.0,0.0,0.0,94.0,78.0
2026-01-07,L1,HQ→TH,20305.0,El Arenal,2026-01-07 08:25:00,,780.0,0,11,0.0,713.0,0.0,0.0,0.0,78.0,67.0
2026-01-07,L1,HQ→TH,20305.0,Mercado,2026-01-07 08:28:00,,780.0,0,37,0.0,750.0,0.0,0.0,0.0,67.0,30.0
2026-01-07,L1,HQ→TH,20309.0,Hualqui,,2026-01-07 08:26:00,780.0,33,0,33.0,780.0,33.0,0.0,0.0,0.0,33.0
2026-01-07,L1,HQ→TH,20309.0,La Leonera,,2026-01-07 08:37:30,780.0,10,0,10.0,747.0,10.0,0.0,0.0,33.0,43.0
2026-01-07,L1,HQ→TH,20309.0,Pedro Medina,2026-01-07 08:46:00,2026-01-07 08:40:00,780.0,9,1,9.0,738.0,9.0,0.0,0.0,43.0,51.0
2026-01-07,L1,HQ→TH,20309.0,Concepcion,2026-01-07 09:00:00,2026-01-07 08:40:00,780.0,18,51,18.0,780.0,18.0,0.0,0.0,51.0,18.0
2026-01-07,L1,HQ→TH,20309.0,Manquimavida,,2026-01-07 08:40:30,780.0,12,0,12.0,762.0,12.0,0.0,0.0,18.0,30.0
2026-01-07,L1,HQ→TH,20309.0,Chiguayante,2026-01-07 08:48:00,2026-01-07 08:46:00,780.0,17,5,17.0,755.0,17.0,0.0,0.0,30.0,42.0
2026-01-07,L1,HQ→TH,20309.0,Los Condores,2026-01-07 09:16:00,2026-01-07 09:01:00,780.0,3,7,3.0,745.0,3.0,0.0,0.0,42.0,38.0
2026-01-07,L1,HQ→TH,20309.0,Higueras,2026-01-07 09:20:00,2026-01-07 09:06:00,780.0,1,3,1.0,745.0,1.0,0.0,0.0,38.0,36.0
2026-01-07,L1,HQ→TH,20309.0,Lzo. Arenas,2026-01-07 09:08:00,,780.0,0,6,0.0,750.0,0.0,0.0,0.0,36.0,30.0
