fecha,linea,direccion,servicio,estacion,t_arr_est,t_dep_est,capacidad_tren,A_llegadas_anden,D_bajadas,Demanda_anden,Capacidad_disponible,B_embarque,R_quedados,Q_out_cola,L_in_abordo,L_out_abordo
2026-01-24,L1,HQ→TH,20321.0,Hualqui,,2026-01-24 15:54:00,780.0,19,0,19.0,780.0,19.0,0.0,0.0,0.0,19.0
2026-01-24,L1,HQ→TH,20321.0,La Leonera,,2026-01-24 16:03:00,780.0,17,0,17.0,761.0,17.0,0.0,0.0,19.0,36.0
2026-01-24,L1,HQ→TH,20321.0,Pedro Medina,2026-01-24 16:19:00,2026-01-24 16:08:00,780.0,5,1,5.0,745.0,5.0,0.0,0.0,36.0,40.0
2026-01-24,L1,HQ→TH,20321.0,Manquimavida,,2026-01-24 16:08:00,780.0,13,0,13.0,740.0,13.0,0.0,0.0,40.0,53.0
2026-01-24,L1,HQ→TH,20321.0,Concepcion,2026-01-24 16:56:30,2026-01-24 16:10:30,780.0,18,38,18.0,765.0,18.0,0.0,0.0,53.0,33.0
2026-01-24,L1,HQ→TH,20321.0,Chiguayante,2026-01-24 16:21:00,2026-01-24 16:14:00,780.0,17,2,17.0,749.0,17.0,0.0,0.0,33.0,48.0
2026-01-24,L1,HQ→TH,20321.0,Lzo. Arenas,2026-01-24 16:37:00,2026-01-24 16:29:00,780.0,1,5,1.0,737.0,1.0,0.0,0.0,48.0,44.0
2026-01-24,L1,HQ→TH,20321.0,Los Condores,2026-01-24 16:46:00,2026-01-24 16:33:00,780.0,3,8,3.0,744.0,3.0,0.0,0.0,44.0,39.0
2026-01-24,L1,HQ→TH,20321.0,UTF Santa Maria,2026-01-24 16:42:00,,780.0,0,3,0.0,744.0,0.0,0.0,0.0,39.0,36.0
2026-01-24,L1,HQ→TH,20321.0,Higueras,2026-01-24 16:50:00,2026-01-24 16:45:00,780.0,1,13,1.0,757.0,1.0,0.0,0.0,36.0,24.0
2026-01-24,L1,HQ→TH,20321.0,El Arenal,2026-01-24 16:53:00,,780.0,0,3,0.0,759.0,0.0,0.0,0.0,24.0,21.0
2026-01-24,L1,HQ→TH,20321.0,Mercado,2026-01-24 16:58:00,,780.0,0,21,0.0,780.0,0.0,0.0,0.0,21.0,0.0
2026-01-24,L1,HQ→TH,20327.0,Hualqui,,2026-01-24 17:56:30,780.0,6,0,6.0,780.0,6.0,0.0,0.0,0.0,6.0
2026-01-24,L1,HQ→TH,20327.0,Manquimavida,2026-01-24 18:13:00,2026-01-24 18:07:00,780.0,3,1,3.0,775.0,3.0,0.0,0.0,6.0,8.0
