viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,153193,Huinca,Concepcion,20000,L2,V1,2026-02-16 05:59:25,2026-02-16 07:27:48,CW→CC,2026-02-16,combo_por_entrada,20000,20000,900,Monedero
1,174637,UTF Santa Maria,Lzo. Arenas,20304,L1,V1,2026-02-16 07:44:45,2026-02-16 07:51:07,TH→HQ,2026-02-16,,20304,20304,500,Monedero
2,176255,Concepcion,Cristo Redentor,20121,L2,V1,2026-02-16 20:37:40,2026-02-16 22:13:18,CC→CW,2026-02-16,combo_por_entrada,20121,20121,880,Monedero
3,176675,Cristo Redentor,Hito Galvarino,20002,L2,V1,2026-02-16 06:07:44,2026-02-16 06:25:23,CW→CC,2026-02-16,,20002,20000,460,Monedero
4,176675,Hito Galvarino,Cristo Redentor,20065,L2,V1,2026-02-16 15:36:47,2026-02-16 15:52:23,CC→CW,2026-02-16,,20065,20065,460,Monedero
5,177437,Lomas Coloradas,Costa Mar,20068,L2,V1,2026-02-16 15:45:05,2026-02-16 16:09:00,CW→CC,2026-02-16,,20068,20068,430,Monedero
6,177512,Los Condores,Concepcion,20304,L1,V1,2026-02-16 07:36:37,2026-02-16 07:56:09,TH→HQ,2026-02-16,,20304,20304,500,Monedero
7,177751,Costa Mar,Concepcion,20040,L2,V1,2026-02-16 09:56:39,2026-02-16 10:31:12,CW→CC,2026-02-16,,20040,20040,570,Monedero
8,177922,Concepcion,Hualqui,20328,L1,V1,2026-02-16 19:13:45,2026-02-16 20:04:50,TH→HQ,2026-02-16,,20328,20328,550,Monedero
9,177936,La Leonera,Chiguayante,20305,L1,V1,2026-02-16 07:38:04,2026-02-16 07:52:45,HQ→TH,2026-02-16,,20305,20305,420,Monedero
10,177968,Manquimavida,Concepcion,20321,L1,V1,2026-02-16 16:08:00,2026-02-16 16:40:09,HQ→TH,2026-02-16,,20321,20321,510,Monedero
11,177968,Concepcion,Manquimavida,20328,L1,V1,2026-02-16 19:20:51,2026-02-16 19:50:22,TH→HQ,2026-02-16,,20328,20328,510,Monedero
12,178022,Los Condores,Concepcion,20312,L1,V1,2026-02-16 10:09:48,2026-02-16 10:27:43,TH→HQ,2026-02-16,,20312,20312,500,Monedero
