viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,174637,UTF Santa Maria,Lzo. Arenas,20304,L1,V1,2025-07-02 07:43:48,2025-07-02 07:51:26,TH→HQ,2025-07-02,,20304,20304
1,174637,Lzo. Arenas,UTF Santa Maria,20325,L1,V1,2025-07-02 17:39:59,2025-07-02 17:48:18,HQ→TH,2025-07-02,,20325,20325
2,175380,Cdal. Raul Silva Henriquez,Concepcion,20036,L2,V1,2025-07-02 11:08:31,2025-07-02 11:53:43,CW→CC,2025-07-02,,20036,20036
3,176240,Higueras,Manquimavida,20320,L1,V1,2025-07-02 16:07:28,2025-07-02 16:54:00,TH→HQ,2025-07-02,,20320,20320
4,176319,Huinca,Concepcion,20034,L2,V1,2025-07-02 10:31:27,2025-07-02 11:17:30,CW→CC,2025-07-02,,20034,20034
5,176438,Huinca,Concepcion,20014,L2,V1,2025-07-02 07:45:42,2025-07-02 08:32:14,CW→CC,2025-07-02,,20014,20014
6,176438,Concepcion,Cristo Redentor,20085,L2,V1,2025-07-02 20:14:54,2025-07-02 21:08:32,CC→CW,2025-07-02,,20085,
7,176440,Hualqui,UTF Santa Maria,20844,L1,V1,2025-07-02 12:06:50,2025-07-02 13:01:08,HQ→TH,2025-07-02,,20844,20844
8,176440,UTF Santa Maria,Hualqui,20322,L1,V1,2025-07-02 16:21:41,2025-07-02 18:07:32,TH→HQ,2025-07-02,,20322,20320
9,177293,Huinca,Concepcion,20030,L2,V1,2025-07-02 09:53:34,2025-07-02 10:44:03,CW→CC,2025-07-02,,20030,20030
10,177502,Cdal. Raul Silva Henriquez,Concepcion,20054,L2,V1,2025-07-02 15:53:26,2025-07-02 16:34:13,CW→CC,2025-07-02,,20054,20054
11,177625,Concepcion,Cristo Redentor,20031,L2,V1,2025-07-02 10:14:46,2025-07-02 11:20:13,CC→CW,2025-07-02,,20031,20031
12,177864,Coronel,Concepcion,20018,L2,V1,2025-07-02 08:20:34,2025-07-02 09:09:12,CW→CC,2025-07-02,,20018,20018
13,177883,Concepcion,Cdal. Raul Silva Henriquez,20079,L2,V1,2025-07-02 19:34:25,2025-07-02 20:20:59,CC→CW,2025-07-02,,20079,20079
14,177968,Concepcion,Manquimavida,20330,L1,V1,2025-07-02 19:43:39,2025-07-02 20:23:00,TH→HQ,2025-07-02,,20330,20328
15,177971,Concepcion,Manquimavida,20330,L1,V1,2025-07-02 19:49:14,2025-07-02 20:23:42,TH→HQ,2025-07-02,,20330,20330
16,177982,Concepcion,Pedro Medina,20390,L1,V1,2025-07-02 08:39:31,2025-07-02 08:57:50,TH→HQ,2025-07-02,,20390,20390
17,178022,Los Condores,Concepcion,20308,L1,V1,2025-07-02 08:39:36,2025-07-02 08:55:21,TH→HQ,2025-07-02,,20308,20308
18,178096,Los Condores,Concepcion,20304,L1,V1,2025-07-02 07:37:58,2025-07-02 08:00:17,TH→HQ,2025-07-02,,20304,20304
19,178096,Concepcion,Los Condores,20311,L1,V1,2025-07-02 09:33:02,2025-07-02 10:04:42,HQ→TH,2025-07-02,,20311,20311
20,178944,Los Condores,Concepcion,20841,L1,V1,2025-07-02 07:10:12,2025-07-02 07:26:22,TH→HQ,2025-07-02,,20841,20841
21,178944,Concepcion,Los Condores,20321,L1,V1,2025-07-02 16:29:46,2025-07-02 16:56:45,HQ→TH,2025-07-02,,20321,20321
22,179096,Los Canelos,Hito Galvarino,20014,L2,V1,2025-07-02 07:47:23,2025-07-02 07:59:16,CW→CC,2025-07-02,,20014,20014
23,179163,Diagonal Bio Bio,Lomas Coloradas,20035,L2,V1,2025-07-02 11:18:43,2025-07-02 11:36:24,CC→CW,2025-07-02,,20035,20035
24,179412,Lomas Coloradas,Concepcion,20194,L2,V1,2025-07-02 06:41:39,2025-07-02 07:28:48,CW→CC,2025-07-02,combo_por_entrada,20194,20194
25,179412,UTF Santa Maria,Concepcion,20324,L1,V1,2025-07-02 17:34:45,2025-07-02 19:01:42,TH→HQ,2025-07-02,combo_por_entrada,20324,20324
26,180097,Juan Pablo II,Concepcion,20072,L2,V1,2025-07-02 18:54:20,2025-07-02 19:29:29,CW→CC,2025-07-02,combo_por_entrada,20072,20072
27,180148,Juan Pablo II,Los Canelos,20067,L2,V1,2025-07-02 18:20:34,2025-07-02 19:14:55,CC→CW,2025-07-02,,20067,20067
28,180178,Cdal. Raul Silva Henriquez,Concepcion,20030,L2,V1,2025-07-02 10:40:59,2025-07-02 10:59:04,CW→CC,2025-07-02,combo_relajado_pase1,20030,20030
29,180178,Diagonal Bio Bio,Cdal. Raul Silva Henriquez,20037,L2,V1,2025-07-02 11:47:45,2025-07-02 12:16:34,CC→CW,2025-07-02,,20037,20037
30,180293,Lomas Coloradas,Coronel,20019,L2,V1,2025-07-02 09:33:28,2025-07-02 10:00:05,CC→CW,2025-07-02,,20019,20019
31,180297,Costa Mar,Lomas Coloradas,20011,L2,V1,2025-07-02 08:26:29,2025-07-02 08:32:10,CC→CW,2025-07-02,,20011,
32,180297,Lomas Coloradas,Costa Mar,20078,L2,V1,2025-07-02 19:21:59,2025-07-02 19:31:50,CW→CC,2025-07-02,,20078,20078
33,180340,Mercado,Concepcion,20322,L1,V1,2025-07-02 16:53:25,2025-07-02 17:36:50,TH→HQ,2025-07-02,,20322,20322
