viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,174637,UTF Santa Maria,Lzo. Arenas,20304.0,L1,V1,2026-06-23 07:45:48,2026-06-23 07:50:28,TH→HQ,2026-06-23,,20304.0,20304.0,500,Monedero
1,175326,Coronel,Costa Mar,20078.0,L2,V1,2026-06-23 16:44:45,2026-06-23 17:19:55,CW→CC,2026-06-23,,20078.0,20078.0,650,Monedero
2,175470,Lomas Coloradas,Diagonal Bio Bio,20004.0,L2,V1,2026-06-23 06:46:56,2026-06-23 07:04:20,CW→CC,2026-06-23,,20004.0,20004.0,510,Monedero
3,175470,Concepcion,Lomas Coloradas,20091.0,L2,V1,2026-06-23 18:32:24,2026-06-23 18:59:15,CC→CW,2026-06-23,,20091.0,20091.0,570,Monedero
4,176047,Concepcion,Huinca,20095.0,L2,V1,2026-06-23 18:58:22,2026-06-23 19:53:47,CC→CW,2026-06-23,,20095.0,20095.0,850,Monedero
5,176121,Concepcion,Hito Galvarino,20095.0,L2,V1,2026-06-23 18:52:35,2026-06-23 19:41:48,CC→CW,2026-06-23,,20095.0,20093.0,850,Monedero
6,176255,Higueras,Concepcion,20308.0,L1,V1,2026-06-23 08:39:17,2026-06-23 10:00:28,TH→HQ,2026-06-23,combo_por_entrada,20308.0,20308.0,900,Monedero
7,176255,Coronel,Costa Mar,20052.0,L2,V1,2026-06-23 11:17:34,2026-06-23 11:50:40,CW→CC,2026-06-23,,20052.0,20052.0,650,Monedero
8,176471,Concepcion,Los Condores,20333.0,L1,V1,2026-06-23 20:35:53,2026-06-23 20:58:20,HQ→TH,2026-06-23,,20333.0,20333.0,500,Monedero
9,177634,Costa Mar,Cristo Redentor,20063.0,L2,V1,2026-06-23 14:38:01,2026-06-23 15:17:40,CC→CW,2026-06-23,,20063.0,20063.0,630,Monedero
10,177723,Concepcion,Pedro Medina,20326.0,L1,V1,2026-06-23 18:07:09,2026-06-23 18:46:21,TH→HQ,2026-06-23,,20326.0,20326.0,510,Monedero
11,179118,Concepcion,Juan Pablo II,20077.0,L2,V1,2026-06-23 17:15:38,2026-06-23 17:32:08,CC→CW,2026-06-23,,20077.0,20075.0,570,Monedero
12,180362,Hito Galvarino,Lomas Coloradas,20056.0,L2,V1,2026-06-23 12:08:34,2026-06-23 12:40:01,CW→CC,2026-06-23,,20056.0,20056.0,610,Monedero
13,180362,Lomas Coloradas,Costa Mar,20104.0,L2,V1,2026-06-23 19:14:46,2026-06-23 19:27:51,CW→CC,2026-06-23,,20104.0,20104.0,430,Monedero
14,180619,Costa Mar,Coronel,20011.0,L2,V1,2026-06-23 07:52:32,2026-06-23 08:27:43,CC→CW,2026-06-23,,20011.0,20011.0,650,Monedero
15,180619,Coronel,Lomas Coloradas,20058.0,L2,V1,2026-06-23 12:24:29,2026-06-23 12:53:38,CW→CC,2026-06-23,,20058.0,20058.0,650,Monedero
16,180619,Lomas Coloradas,Costa Mar,20064.0,L2,V1,2026-06-23 14:47:15,2026-06-23 14:59:37,CW→CC,2026-06-23,,20064.0,20064.0,430,Monedero
17,181255,Concepcion,Huinca,20049.0,L2,V1,2026-06-23 11:06:56,2026-06-23 12:08:11,CC→CW,2026-06-23,,20049.0,20049.0,850,Monedero
18,181255,Huinca,Concepcion,20058.0,L2,V1,2026-06-23 12:29:38,2026-06-23 13:14:49,CW→CC,2026-06-23,,20058.0,20056.0,850,Monedero
19,181343,La Leonera,Lzo. Arenas,20309.0,L1,V1,2026-06-23 08:38:06,2026-06-23 09:08:17,HQ→TH,2026-06-23,,20309.0,20309.0,510,Monedero
20,181343,Lzo. Arenas,La Leonera,20322.0,L1,V1,2026-06-23 17:09:09,2026-06-23 17:50:22,TH→HQ,2026-06-23,,20322.0,20322.0,510,Monedero
21,182371,Concepcion,Chiguayante,20316.0,L1,V1,2026-06-23 15:19:41,2026-06-23 15:40:54,TH→HQ,2026-06-23,,20316.0,20316.0,510,Monedero
22,182432,Cdal. Raul Silva Henriquez,Costa Mar,20082.0,L2,V1,2026-06-23 17:20:23,2026-06-23 17:31:44,CW→CC,2026-06-23,,20082.0,20082.0,430,Monedero
23,182432,Costa Mar,Cdal. Raul Silva Henriquez,20107.0,L2,V1,2026-06-23 20:11:25,2026-06-23 20:23:50,CC→CW,2026-06-23,,20107.0,20107.0,430,Monedero
24,184194,Huinca,Concepcion,20032.0,L2,V1,2026-06-23 08:51:38,2026-06-23 09:28:56,CW→CC,2026-06-23,,20032.0,20032.0,850,Monedero
25,184194,Concepcion,Huinca,20095.0,L2,V1,2026-06-23 18:58:23,2026-06-23 19:47:30,CC→CW,2026-06-23,,20095.0,20095.0,850,Monedero
26,184256,Cdal. Raul Silva Henriquez,Cristo Redentor,20011.0,L2,V1,2026-06-23 08:01:30,2026-06-23 08:21:10,CC→CW,2026-06-23,,20011.0,20011.0,630,Monedero
27,184256,Cristo Redentor,Juan Pablo II,20100.0,L2,V1,2026-06-23 18:42:18,2026-06-23 19:19:08,CW→CC,2026-06-23,,20100.0,20100.0,680,Monedero
28,184459,Lzo. Arenas,Los Condores,20325.0,L1,V1,2026-06-23 17:36:03,2026-06-23 17:47:17,HQ→TH,2026-06-23,,20325.0,20325.0,500,Monedero
29,185308,Diagonal Bio Bio,Concepcion,20022.0,L2,V1,2026-06-23 08:20:47,2026-06-23 09:00:12,CW→CC,2026-06-23,combo_por_entrada,20022.0,20022.0,560,Monedero
30,186021,Los Canelos,Concepcion,20048.0,L2,V1,2026-06-23 10:46:16,2026-06-23 11:22:58,CW→CC,2026-06-23,,20048.0,20048.0,850,Monedero
31,186881,Hito Galvarino,Costa Mar,20084.0,L2,V1,2026-06-23 17:24:51,2026-06-23 17:43:36,CW→CC,2026-06-23,,20084.0,20084.0,610,Monedero
32,187592,Concepcion,El Arenal,20379.0,L1,V1,2026-06-23 17:57:28,2026-06-23 18:23:37,HQ→TH,2026-06-23,,20379.0,20379.0,540,Monedero
33,188490,Concepcion,Cdal. Raul Silva Henriquez,20093.0,L2,V1,2026-06-23 18:39:37,2026-06-23 19:12:29,CC→CW,2026-06-23,,20093.0,20091.0,570,Monedero
34,189219,Hito Galvarino,El Parque,20050.0,L2,V1,2026-06-23 11:13:11,2026-06-23 11:26:54,CW→CC,2026-06-23,,20050.0,20050.0,610,Monedero
35,189219,El Parque,Hito Galvarino,20111.0,L2,V1,2026-06-23 20:45:39,2026-06-23 21:00:44,CC→CW,2026-06-23,,20111.0,20111.0,610,Monedero
36,189815,Lomas Coloradas,Coronel,20065.0,L2,V1,2026-06-23 15:26:23,2026-06-23 16:02:19,CC→CW,2026-06-23,,20065.0,20065.0,650,Monedero
37,189984,Los Canelos,Concepcion,20004.0,L2,V1,2026-06-23 06:30:07,2026-06-23 07:14:38,CW→CC,2026-06-23,,20004.0,20004.0,850,Monedero
38,189984,Concepcion,Los Canelos,20017.0,L2,V1,2026-06-23 08:19:03,2026-06-23 09:03:33,CC→CW,2026-06-23,,20017.0,20017.0,850,Monedero
39,189984,Los Canelos,Concepcion,20078.0,L2,V1,2026-06-23 16:32:09,2026-06-23 17:34:21,CW→CC,2026-06-23,,20078.0,20078.0,850,Monedero
40,190819,La Leonera,Concepcion,20301.0,L1,V1,2026-06-23 06:26:39,2026-06-23 07:21:24,HQ→TH,2026-06-23,combo_relajado_pase2,20301.0,,590,Monedero
41,190819,Lomas Coloradas,Concepcion,20110.0,L2,V1,2026-06-23 19:56:17,2026-06-23 20:50:57,CW→CC,2026-06-23,combo_por_entrada,20110.0,20110.0,590,Monedero
42,190831,Cdal. Raul Silva Henriquez,Juan Pablo II,20022.0,L2,V1,2026-06-23 08:02:38,2026-06-23 08:20:52,CW→CC,2026-06-23,,20022.0,20022.0,510,Monedero
43,190831,Juan Pablo II,Cdal. Raul Silva Henriquez,20109.0,L2,V1,2026-06-23 20:10:11,2026-06-23 20:37:16,CC→CW,2026-06-23,,20109.0,20107.0,510,Monedero
44,191304,Concepcion,La Leonera,20326.0,L1,V1,2026-06-23 18:20:54,2026-06-23 18:50:51,TH→HQ,2026-06-23,,20326.0,20326.0,510,Monedero
45,191322,Manquimavida,Concepcion,20842.0,L1,V1,2026-06-23 08:12:38,2026-06-23 08:32:45,HQ→TH,2026-06-23,,20842.0,20842.0,510,Monedero
46,191322,Concepcion,Manquimavida,20326.0,L1,V1,2026-06-23 18:23:59,2026-06-23 18:48:23,TH→HQ,2026-06-23,,20326.0,20326.0,510,Monedero
47,191331,Diagonal Bio Bio,Lomas Coloradas,20109.0,L2,V1,2026-06-23 20:24:14,2026-06-23 20:49:38,CC→CW,2026-06-23,,20109.0,20109.0,510,Monedero
48,191373,El Parque,Diagonal Bio Bio,20026.0,L2,V1,2026-06-23 08:29:29,2026-06-23 08:40:03,CW→CC,2026-06-23,,20026.0,20026.0,510,Monedero
49,191373,Diagonal Bio Bio,El Parque,20097.0,L2,V1,2026-06-23 19:17:56,2026-06-23 19:28:16,CC→CW,2026-06-23,,20097.0,20097.0,510,Monedero
50,191906,Concepcion,El Parque,20069.0,L2,V1,2026-06-23 16:13:16,2026-06-23 16:38:50,CC→CW,2026-06-23,,20069.0,20069.0,570,Monedero
51,191906,Costa Mar,Concepcion,20092.0,L2,V1,2026-06-23 18:17:36,2026-06-23 19:26:02,CW→CC,2026-06-23,combo_por_entrada,20092.0,20092.0,590,Monedero
52,192348,Coronel,Concepcion,20032.0,L2,V1,2026-06-23 08:44:03,2026-06-23 09:29:54,CW→CC,2026-06-23,,20032.0,20032.0,880,Monedero
53,192386,Higueras,Concepcion,20843.0,L1,V1,2026-06-23 11:50:33,2026-06-23 12:19:35,TH→HQ,2026-06-23,,20843.0,20843.0,500,Monedero
54,193987,Laguna Quinenco,Juan Pablo II,20008.0,L2,V1,2026-06-23 06:42:18,2026-06-23 07:30:15,CW→CC,2026-06-23,,20008.0,20008.0,790,Monedero
55,193987,Juan Pablo II,Laguna Quinenco,20069.0,L2,V1,2026-06-23 16:29:44,2026-06-23 17:21:54,CC→CW,2026-06-23,,20069.0,20069.0,790,Monedero
56,195407,Concepcion,Cristo Redentor,20065.0,L2,V1,2026-06-23 14:43:13,2026-06-23 15:54:20,CC→CW,2026-06-23,,20065.0,20063.0,850,Monedero
57,195466,Huinca,Concepcion,20020.0,L2,V1,2026-06-23 07:44:28,2026-06-23 08:29:32,CW→CC,2026-06-23,,20020.0,20020.0,850,Monedero
58,195552,Concepcion,Costa Mar,20009.0,L2,V1,2026-06-23 07:21:22,2026-06-23 07:43:57,CC→CW,2026-06-23,,20009.0,20009.0,570,Monedero
59,195552,Costa Mar,Concepcion,20090.0,L2,V1,2026-06-23 18:17:16,2026-06-23 18:33:58,CW→CC,2026-06-23,,20090.0,20090.0,570,Monedero
60,199329,Cristo Redentor,El Parque,20010.0,L2,V1,2026-06-23 06:49:45,2026-06-23 07:26:33,CW→CC,2026-06-23,,20010.0,20008.0,630,Monedero
61,200315,Pedro Medina,Concepcion,20301.0,L1,V1,2026-06-23 06:28:56,2026-06-23 06:49:53,HQ→TH,2026-06-23,,20301.0,,510,Monedero
62,200315,Concepcion,Pedro Medina,20328.0,L1,V1,2026-06-23 18:51:37,2026-06-23 19:43:03,TH→HQ,2026-06-23,,20328.0,20328.0,510,Monedero
63,200471,Juan Pablo II,Concepcion,20008.0,L2,V1,2026-06-23 07:11:59,2026-06-23 07:44:21,CW→CC,2026-06-23,combo_por_entrada,20008.0,20841.0,590,Monedero
64,200485,Cristo Redentor,Concepcion,20056.0,L2,V1,2026-06-23 12:19:09,2026-06-23 13:02:16,CW→CC,2026-06-23,,20056.0,20056.0,850,Monedero
65,215207,Huinca,Concepcion,20084.0,L2,V1,2026-06-23 17:16:27,2026-06-23 17:57:46,CW→CC,2026-06-23,,20084.0,20084.0,850,Monedero
66,215207,Huinca,Concepcion,20084.0,L2,V1,2026-06-23 17:16:40,2026-06-23 17:57:33,CW→CC,2026-06-23,,20084.0,20084.0,850,Monedero
67,217606,Los Canelos,Juan Pablo II,20026.0,L2,V1,2026-06-23 08:13:56,2026-06-23 08:42:38,CW→CC,2026-06-23,,20026.0,20026.0,650,Monedero
68,217606,Cristo Redentor,Los Canelos,20122.0,L2,V1,2026-06-23 21:04:42,2026-06-23 21:09:41,CW→CC,2026-06-23,,20122.0,20122.0,460,Monedero
69,217736,Costa Mar,Concepcion,20056.0,L2,V1,2026-06-23 12:27:25,2026-06-23 13:07:13,CW→CC,2026-06-23,,20056.0,20056.0,570,Monedero
70,218652,Cdal. Raul Silva Henriquez,Diagonal Bio Bio,20032.0,L2,V1,2026-06-23 08:54:56,2026-06-23 09:18:30,CW→CC,2026-06-23,,20032.0,20030.0,510,Monedero
71,218730,Diagonal Bio Bio,Concepcion,20062.0,L2,V1,2026-06-23 14:14:04,2026-06-23 14:37:02,CW→CC,2026-06-23,,20062.0,20062.0,570,Monedero
72,218730,Concepcion,Lomas Coloradas,20089.0,L2,V1,2026-06-23 18:17:38,2026-06-23 18:45:36,CC→CW,2026-06-23,,20089.0,20087.0,570,Monedero
73,222644,Lomas Coloradas,Los Canelos,20009.0,L2,V1,2026-06-23 07:41:05,2026-06-23 08:01:30,CC→CW,2026-06-23,,20009.0,20009.0,610,Monedero
74,222644,Los Canelos,Lomas Coloradas,20092.0,L2,V1,2026-06-23 18:07:28,2026-06-23 18:25:28,CW→CC,2026-06-23,,20092.0,20092.0,610,Monedero
75,225144,Los Canelos,Concepcion,20062.0,L2,V1,2026-06-23 13:32:00,2026-06-23 14:37:44,CW→CC,2026-06-23,,20062.0,20062.0,850,Monedero
76,225144,Concepcion,Los Canelos,20105.0,L2,V1,2026-06-23 19:38:35,2026-06-23 20:20:22,CC→CW,2026-06-23,,20105.0,20105.0,850,Monedero
77,234215,Concepcion,Costa Mar,20101.0,L2,V1,2026-06-23 19:23:50,2026-06-23 19:44:27,CC→CW,2026-06-23,,20101.0,20101.0,570,Monedero
78,234305,Concepcion,Coronel,20011.0,L2,V1,2026-06-23 07:39:16,2026-06-23 08:26:25,CC→CW,2026-06-23,,20011.0,20011.0,880,Monedero
79,234305,Coronel,Concepcion,20094.0,L2,V1,2026-06-23 18:12:03,2026-06-23 19:00:09,CW→CC,2026-06-23,,20094.0,20094.0,880,Monedero
80,241053,Pedro Medina,Concepcion,20842.0,L1,V1,2026-06-23 08:14:56,2026-06-23 08:32:57,HQ→TH,2026-06-23,,20842.0,20842.0,510,Monedero
81,243865,Concepcion,Manquimavida,20328.0,L1,V1,2026-06-23 19:29:52,2026-06-23 20:16:17,TH→HQ,2026-06-23,,20328.0,20328.0,510,Monedero
82,244613,Concepcion,El Arenal,20351.0,L1,V1,2026-06-23 07:18:30,2026-06-23 07:43:20,HQ→TH,2026-06-23,,20351.0,20351.0,540,Monedero
83,244613,El Arenal,Concepcion,20326.0,L1,V1,2026-06-23 17:59:38,2026-06-23 18:26:47,TH→HQ,2026-06-23,,20326.0,20326.0,540,Monedero
84,245628,Costa Mar,Coronel,20069.0,L2,V1,2026-06-23 16:34:23,2026-06-23 17:09:29,CC→CW,2026-06-23,,20069.0,20069.0,650,Monedero
85,248891,Chiguayante,Lzo. Arenas,20397.0,L1,V1,2026-06-23 07:13:49,2026-06-23 07:44:15,HQ→TH,2026-06-23,,20397.0,20397.0,510,Monedero
86,248891,Lzo. Arenas,Chiguayante,20328.0,L1,V1,2026-06-23 19:11:31,2026-06-23 19:40:57,TH→HQ,2026-06-23,,20328.0,20328.0,510,Monedero
87,250940,La Leonera,Los Condores,20327.0,L1,V1,2026-06-23 17:57:38,2026-06-23 18:47:21,HQ→TH,2026-06-23,,20327.0,20327.0,540,Monedero
88,252834,Diagonal Bio Bio,Costa Mar,20023.0,L2,V1,2026-06-23 08:34:41,2026-06-23 08:44:57,CC→CW,2026-06-23,,20023.0,20023.0,510,Monedero
89,254197,Diagonal Bio Bio,Coronel,20015.0,L2,V1,2026-06-23 08:00:58,2026-06-23 08:39:23,CC→CW,2026-06-23,,20015.0,20015.0,790,Monedero
90,257256,Coronel,Diagonal Bio Bio,20014.0,L2,V1,2026-06-23 07:00:07,2026-06-23 07:43:34,CW→CC,2026-06-23,,20014.0,20014.0,790,Monedero
91,259103,Los Canelos,Costa Mar,20086.0,L2,V1,2026-06-23 17:37:43,2026-06-23 18:06:58,CW→CC,2026-06-23,,20086.0,20086.0,610,Monedero
92,259395,Laguna Quinenco,Los Canelos,20122.0,L2,V1,2026-06-23 20:52:43,2026-06-23 21:11:33,CW→CC,2026-06-23,,20122.0,20120.0,530,Monedero
