viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,176255,Higueras,Concepcion,20390,L1,V1,2026-02-02 08:28:54,2026-02-02 09:42:09,TH→HQ,2026-02-02,combo_relajado_pase1,20390,20390,880,Monedero
1,177383,El Parque,Lomas Coloradas,20105,L2,V1,2026-02-02 20:09:46,2026-02-02 20:21:55,CC→CW,2026-02-02,,20105,20101,430,Monedero
2,177505,Coronel,Concepcion,20062,L2,V1,2026-02-02 13:43:27,2026-02-02 14:35:00,CW→CC,2026-02-02,,20062,20062,880,Monedero
3,177505,Diagonal Bio Bio,Coronel,20115,L2,V1,2026-02-02 21:13:16,2026-02-02 22:05:08,CC→CW,2026-02-02,,20115,20115,790,Monedero
4,177936,La Leonera,Chiguayante,20305,L1,V1,2026-02-02 07:37:43,2026-02-02 07:50:16,HQ→TH,2026-02-02,,20305,20305,420,Monedero
5,177968,Manquimavida,Concepcion,20327,L1,V1,2026-02-02 18:08:45,2026-02-02 18:29:46,HQ→TH,2026-02-02,,20327,20327,510,Monedero
6,178071,Manquimavida,El Arenal,20311,L1,V1,2026-02-02 09:19:19,2026-02-02 10:13:48,HQ→TH,2026-02-02,,20311,20373,550,Monedero
7,178071,El Arenal,Manquimavida,20330,L1,V1,2026-02-02 19:08:18,2026-02-02 20:17:57,TH→HQ,2026-02-02,,20330,20328,550,Monedero
8,178152,Los Condores,Concepcion,20843,L1,V1,2026-02-02 12:03:20,2026-02-02 12:21:31,TH→HQ,2026-02-02,,20843,20843,500,Monedero
9,179096,Los Canelos,Hito Galvarino,20022,L2,V1,2026-02-02 08:06:03,2026-02-02 08:16:25,CW→CC,2026-02-02,,20022,20022,440,Monedero
10,179163,Diagonal Bio Bio,Lomas Coloradas,20051,L2,V1,2026-02-02 11:46:28,2026-02-02 12:05:39,CC→CW,2026-02-02,,20051,20049,510,Monedero
11,179197,Huinca,Diagonal Bio Bio,20022,L2,V1,2026-02-02 08:08:50,2026-02-02 08:37:00,CW→CC,2026-02-02,,20022,20022,680,Monedero
12,179295,Concepcion,Cdal. Raul Silva Henriquez,20095,L2,V1,2026-02-02 19:14:25,2026-02-02 19:56:09,CC→CW,2026-02-02,,20095,20095,570,Monedero
13,179376,Concepcion,La Leonera,20855,L1,V1,2026-02-02 21:05:20,2026-02-02 21:46:53,TH→HQ,2026-02-02,,20855,20855,510,Monedero
14,179485,Concepcion,Costa Mar,20101,L2,V1,2026-02-02 19:48:01,2026-02-02 20:16:04,CC→CW,2026-02-02,,20101,20101,570,Monedero
15,180377,Concepcion,Huinca,20121,L2,V1,2026-02-02 21:22:34,2026-02-02 22:10:56,CC→CW,2026-02-02,,20121,20117,850,Monedero
16,181341,Coronel,Costa Mar,20002,L2,V1,2026-02-02 06:06:01,2026-02-02 06:40:10,CW→CC,2026-02-02,,20002,20002,650,Monedero
17,181341,Costa Mar,Coronel,20071,L2,V1,2026-02-02 17:13:06,2026-02-02 17:45:52,CC→CW,2026-02-02,,20071,20071,650,Monedero
18,182470,Laguna Quinenco,Los Canelos,20016,L2,V1,2026-02-02 07:26:35,2026-02-02 07:37:22,CW→CC,2026-02-02,,20016,20016,530,Monedero
19,183449,Concepcion,Cdal. Raul Silva Henriquez,20029,L2,V1,2026-02-02 09:33:26,2026-02-02 09:58:34,CC→CW,2026-02-02,,20029,20029,570,Monedero
20,183449,Cdal. Raul Silva Henriquez,Concepcion,20044,L2,V1,2026-02-02 10:20:58,2026-02-02 10:51:40,CW→CC,2026-02-02,,20044,20044,570,Monedero
21,184194,Huinca,Concepcion,20042,L2,V1,2026-02-02 10:02:57,2026-02-02 10:38:47,CW→CC,2026-02-02,,20042,20042,850,Monedero
22,184194,Concepcion,Huinca,20129,L2,V1,2026-02-02 22:38:56,2026-02-02 23:27:01,CC→CW,2026-02-02,,20129,20129,850,Monedero
23,184420,Lomas Coloradas,Diagonal Bio Bio,20048,L2,V1,2026-02-02 11:00:02,2026-02-02 11:13:37,CW→CC,2026-02-02,,20048,20048,510,Monedero
24,184420,Concepcion,Lomas Coloradas,20091,L2,V1,2026-02-02 18:44:47,2026-02-02 19:08:54,CC→CW,2026-02-02,,20091,20091,570,Monedero
25,185184,Lzo. Arenas,Manquimavida,20320,L1,V1,2026-02-02 16:19:36,2026-02-02 16:48:18,TH→HQ,2026-02-02,,20320,20320,510,Monedero
26,185918,Cristo Redentor,Concepcion,20058,L2,V1,2026-02-02 12:30:20,2026-02-02 13:17:43,CW→CC,2026-02-02,,20058,20058,850,Monedero
27,185918,Concepcion,Cristo Redentor,20095,L2,V1,2026-02-02 19:07:10,2026-02-02 19:57:02,CC→CW,2026-02-02,,20095,20093,850,Monedero
28,186052,Hualqui,Los Condores,20309,L1,V1,2026-02-02 08:29:20,2026-02-02 09:16:02,HQ→TH,2026-02-02,,20309,20309,560,Monedero
29,186860,Concepcion,La Leonera,20318,L1,V1,2026-02-02 15:57:20,2026-02-02 16:19:15,TH→HQ,2026-02-02,,20318,20318,510,Monedero
30,186881,Concepcion,El Parque,20073,L2,V1,2026-02-02 17:14:50,2026-02-02 17:49:09,CC→CW,2026-02-02,,20073,20073,570,Monedero
31,186881,El Parque,Hito Galvarino,20083,L2,V1,2026-02-02 18:09:59,2026-02-02 18:31:07,CC→CW,2026-02-02,,20083,20083,610,Monedero
32,189802,Higueras,Cdal. Raul Silva Henriquez,,,N/A,2026-02-02 15:07:08,2026-02-02 15:53:26,,2026-02-02,sin_combo_factible_en_hub|sin_s1_factible_retro,,,590,Monedero
33,189842,Concepcion,Costa Mar,20053,L2,V1,2026-02-02 11:54:38,2026-02-02 12:25:54,CC→CW,2026-02-02,,20053,20053,570,Monedero
34,190135,Diagonal Bio Bio,Lomas Coloradas,20079,L2,V1,2026-02-02 17:43:28,2026-02-02 18:05:41,CC→CW,2026-02-02,,20079,20077,510,Monedero
35,190135,Lomas Coloradas,Diagonal Bio Bio,20108,L2,V1,2026-02-02 20:00:25,2026-02-02 20:16:16,CW→CC,2026-02-02,,20108,20108,510,Monedero
36,191233,Coronel,Cristo Redentor,20062,L2,V1,2026-02-02 13:37:03,2026-02-02 13:56:31,CW→CC,2026-02-02,,20062,20062,450,Monedero
37,191304,La Leonera,Concepcion,20305,L1,V1,2026-02-02 07:39:05,2026-02-02 08:01:39,HQ→TH,2026-02-02,,20305,20305,510,Monedero
38,191304,La Leonera,Concepcion,20305,L1,V1,2026-02-02 07:39:16,2026-02-02 08:01:23,HQ→TH,2026-02-02,,20305,20305,510,Monedero
39,191304,Concepcion,La Leonera,20326,L1,V1,2026-02-02 18:25:10,2026-02-02 18:48:31,TH→HQ,2026-02-02,,20326,20326,510,Monedero
40,191322,Manquimavida,Concepcion,20309,L1,V1,2026-02-02 08:31:38,2026-02-02 08:59:25,HQ→TH,2026-02-02,,20309,20371,510,Monedero
41,191391,Hualqui,Concepcion,20321,L1,V1,2026-02-02 15:47:26,2026-02-02 16:38:56,HQ→TH,2026-02-02,,20321,20321,550,Monedero
42,191391,Hualqui,Concepcion,20321,L1,V1,2026-02-02 15:47:43,2026-02-02 16:38:41,HQ→TH,2026-02-02,,20321,20321,550,Monedero
43,191391,Concepcion,Hualqui,20326,L1,V1,2026-02-02 18:02:44,2026-02-02 19:00:34,TH→HQ,2026-02-02,,20326,20324,550,Monedero
44,191391,Concepcion,Hualqui,20326,L1,V1,2026-02-02 18:03:01,2026-02-02 19:00:21,TH→HQ,2026-02-02,,20326,20324,550,Monedero
45,191392,Mercado,La Leonera,20332,L1,V1,2026-02-02 19:50:26,2026-02-02 21:11:26,TH→HQ,2026-02-02,,20332,20332,550,Monedero
46,191727,Coronel,Laguna Quinenco,20092,L2,V1,2026-02-02 18:10:39,2026-02-02 18:28:07,CW→CC,2026-02-02,,20092,20092,440,Monedero
47,191769,Mercado,Concepcion,20330,L1,V1,2026-02-02 19:26:27,2026-02-02 19:55:51,TH→HQ,2026-02-02,,20330,20330,540,Monedero
48,191788,Pedro Medina,Higueras,20325,L1,V1,2026-02-02 17:15:46,2026-02-02 17:50:15,HQ→TH,2026-02-02,,20325,20325,540,Monedero
49,191835,UTF Santa Maria,Concepcion,20324,L1,V1,2026-02-02 17:33:36,2026-02-02 17:55:14,TH→HQ,2026-02-02,,20324,20324,500,Monedero
50,192288,Cristo Redentor,El Parque,20012,L2,V1,2026-02-02 07:14:42,2026-02-02 07:42:51,CW→CC,2026-02-02,,20012,20012,630,Monedero
51,192288,Costa Mar,Cristo Redentor,20073,L2,V1,2026-02-02 17:24:29,2026-02-02 17:54:08,CC→CW,2026-02-02,,20073,20073,630,Monedero
52,192386,Concepcion,Higueras,20333,L1,V1,2026-02-02 20:34:18,2026-02-02 21:01:53,HQ→TH,2026-02-02,,20333,20333,500,Monedero
53,192430,Concepcion,Hito Galvarino,20007,L2,V1,2026-02-02 07:25:11,2026-02-02 07:59:36,CC→CW,2026-02-02,,20007,20007,850,Monedero
54,193987,Laguna Quinenco,Juan Pablo II,20008,L2,V1,2026-02-02 06:42:01,2026-02-02 07:22:31,CW→CC,2026-02-02,,20008,20008,790,Monedero
55,193987,Juan Pablo II,Laguna Quinenco,20099,L2,V1,2026-02-02 19:33:49,2026-02-02 20:15:51,CC→CW,2026-02-02,,20099,20099,790,Monedero
56,194005,Lomas Coloradas,Diagonal Bio Bio,20122,L2,V1,2026-02-02 21:16:39,2026-02-02 21:30:26,CW→CC,2026-02-02,,20122,20122,510,Monedero
57,194606,Coronel,Concepcion,20002,L2,V1,2026-02-02 06:07:47,2026-02-02 06:56:44,CW→CC,2026-02-02,,20002,20002,880,Monedero
58,194782,Los Canelos,Juan Pablo II,20040,L2,V1,2026-02-02 09:48:19,2026-02-02 10:17:00,CW→CC,2026-02-02,,20040,20040,650,Monedero
59,195402,Coronel,Cristo Redentor,20068,L2,V1,2026-02-02 15:26:18,2026-02-02 15:46:39,CW→CC,2026-02-02,,20068,20068,450,Monedero
60,195402,Coronel,Cristo Redentor,20068,L2,V1,2026-02-02 15:26:31,2026-02-02 15:46:27,CW→CC,2026-02-02,,20068,20068,450,Monedero
61,195552,Concepcion,Costa Mar,20003,L2,V1,2026-02-02 06:54:17,2026-02-02 07:16:21,CC→CW,2026-02-02,,20003,20003,570,Monedero
62,195552,Costa Mar,Concepcion,20116,L2,V1,2026-02-02 20:42:45,2026-02-02 21:38:20,CW→CC,2026-02-02,combo_por_entrada,20116,20855,590,Monedero
63,195590,Concepcion,Higueras,20333,L1,V1,2026-02-02 20:34:23,2026-02-02 21:01:47,HQ→TH,2026-02-02,,20333,20333,500,Monedero
64,197676,Coronel,Concepcion,20064,L2,V1,2026-02-02 14:23:45,2026-02-02 15:15:00,CW→CC,2026-02-02,,20064,20064,880,Monedero
65,197676,Concepcion,Cristo Redentor,20105,L2,V1,2026-02-02 20:00:09,2026-02-02 20:42:57,CC→CW,2026-02-02,,20105,20105,850,Monedero
66,199329,Cristo Redentor,El Parque,20014,L2,V1,2026-02-02 07:17:23,2026-02-02 07:42:17,CW→CC,2026-02-02,,20014,20014,630,Monedero
67,199352,Hito Galvarino,Concepcion,20022,L2,V1,2026-02-02 08:12:09,2026-02-02 08:47:44,CW→CC,2026-02-02,,20022,20022,850,Monedero
68,200324,Concepcion,Lomas Coloradas,20087,L2,V1,2026-02-02 18:14:17,2026-02-02 18:37:10,CC→CW,2026-02-02,,20087,20087,570,Monedero
69,200356,Coronel,El Parque,20066,L2,V1,2026-02-02 14:39:33,2026-02-02 15:07:05,CW→CC,2026-02-02,,20066,20066,650,Monedero
70,200424,Los Canelos,Lomas Coloradas,20112,L2,V1,2026-02-02 20:06:03,2026-02-02 20:21:19,CW→CC,2026-02-02,,20112,20112,610,Monedero
71,200424,Los Canelos,Lomas Coloradas,20112,L2,V1,2026-02-02 20:06:19,2026-02-02 20:21:09,CW→CC,2026-02-02,,20112,20112,610,Monedero
72,200454,Chiguayante,Hualqui,20322,L1,V1,2026-02-02 17:33:53,2026-02-02 17:59:57,TH→HQ,2026-02-02,,20322,20322,500,Monedero
73,200471,Concepcion,Pedro Medina,20320,L1,V1,2026-02-02 16:12:01,2026-02-02 16:46:21,TH→HQ,2026-02-02,combo_por_entrada,20320,20320,590,Monedero
74,202126,Costa Mar,Hito Galvarino,20085,L2,V1,2026-02-02 18:22:55,2026-02-02 18:40:58,CC→CW,2026-02-02,,20085,20085,610,Monedero
75,202135,Los Canelos,Concepcion,20062,L2,V1,2026-02-02 13:55:54,2026-02-02 14:34:06,CW→CC,2026-02-02,,20062,20062,850,Monedero
76,202135,Concepcion,Los Canelos,20089,L2,V1,2026-02-02 18:26:00,2026-02-02 19:05:47,CC→CW,2026-02-02,,20089,20089,850,Monedero
77,215850,Manquimavida,Los Condores,20397,L1,V1,2026-02-02 07:07:57,2026-02-02 07:46:43,HQ→TH,2026-02-02,,20397,20397,540,Monedero
78,215850,Los Condores,Manquimavida,20326,L1,V1,2026-02-02 18:01:06,2026-02-02 18:46:21,TH→HQ,2026-02-02,,20326,20326,540,Monedero
79,218879,Cdal. Raul Silva Henriquez,Laguna Quinenco,20071,L2,V1,2026-02-02 17:15:52,2026-02-02 17:42:03,CC→CW,2026-02-02,,20071,20069,650,Monedero
80,225495,Huinca,Cristo Redentor,20049,L2,V1,2026-02-02 11:53:59,2026-02-02 12:08:05,CC→CW,2026-02-02,,20049,20049,440,Monedero
81,225495,Laguna Quinenco,Cristo Redentor,20120,L2,V1,2026-02-02 20:35:27,2026-02-02 20:49:33,CW→CC,2026-02-02,,20120,20116,450,Monedero
82,231180,Los Canelos,Juan Pablo II,20008,L2,V1,2026-02-02 06:52:14,2026-02-02 07:21:54,CW→CC,2026-02-02,,20008,20008,650,Monedero
