viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,175953,Higueras,Concepcion,20318.0,L1,V1,2026-07-17 15:28:46,2026-07-17 15:55:26,TH→HQ,2026-07-17,,20318.0,20318.0,500,Monedero
1,177558,Chiguayante,Concepcion,20335.0,L1,V1,2026-07-17 21:00:02,2026-07-17 21:32:44,HQ→TH,2026-07-17,,20335.0,20335.0,510,Monedero
2,179169,UTF Santa Maria,Juan Pablo II,,,,2026-07-17 12:09:46,2026-07-17 12:30:02,,2026-07-17,sin_combo_factible_en_hub|sin_s1_factible_retro,,,560,Monedero
3,179169,Concepcion,UTF Santa Maria,20333.0,L1,V1,2026-07-17 20:14:08,2026-07-17 20:53:18,HQ→TH,2026-07-17,combo_por_entrada,20333.0,20333.0,560,Monedero
4,179485,Concepcion,Costa Mar,20105.0,L2,V1,2026-07-17 19:47:19,2026-07-17 20:13:33,CC→CW,2026-07-17,,20105.0,20105.0,570,Monedero
5,179514,Concepcion,Lomas Coloradas,20077.0,L2,V1,2026-07-17 17:21:37,2026-07-17 17:45:53,CC→CW,2026-07-17,,20077.0,20077.0,570,Monedero
6,181334,Coronel,Costa Mar,20098.0,L2,V1,2026-07-17 18:21:42,2026-07-17 18:54:23,CW→CC,2026-07-17,,20098.0,20098.0,650,Monedero
7,184091,Concepcion,Lomas Coloradas,20065.0,L2,V1,2026-07-17 14:59:51,2026-07-17 15:48:25,CC→CW,2026-07-17,,20065.0,20065.0,570,Monedero
8,184146,Hito Galvarino,Concepcion,20100.0,L2,V1,2026-07-17 18:45:41,2026-07-17 19:27:19,CW→CC,2026-07-17,,20100.0,20098.0,850,Monedero
9,184323,Concepcion,Costa Mar,20101.0,L2,V1,2026-07-17 19:32:40,2026-07-17 20:13:51,CC→CW,2026-07-17,combo_relajado_pase1,20101.0,20101.0,590,Monedero
10,184367,Costa Mar,Concepcion,20112.0,L2,V1,2026-07-17 20:23:33,2026-07-17 20:44:29,CW→CC,2026-07-17,,20112.0,20112.0,570,Monedero
11,184420,Diagonal Bio Bio,Lomas Coloradas,20071.0,L2,V1,2026-07-17 16:37:39,2026-07-17 17:03:57,CC→CW,2026-07-17,,20071.0,20069.0,510,Monedero
12,184459,Lzo. Arenas,Los Condores,20331.0,L1,V1,2026-07-17 19:29:31,2026-07-17 19:46:47,HQ→TH,2026-07-17,,20331.0,20331.0,500,Monedero
13,185305,El Parque,Concepcion,20078.0,L2,V1,2026-07-17 16:58:24,2026-07-17 17:35:22,CW→CC,2026-07-17,,20078.0,20078.0,570,Monedero
14,186052,El Arenal,Hualqui,20326.0,L1,V1,2026-07-17 18:03:23,2026-07-17 18:59:56,TH→HQ,2026-07-17,,20326.0,20326.0,580,Monedero
15,186881,Concepcion,Hito Galvarino,20075.0,L2,V1,2026-07-17 17:06:00,2026-07-17 17:42:49,CC→CW,2026-07-17,,20075.0,20075.0,850,Monedero
16,187592,Concepcion,El Arenal,20327.0,L1,V1,2026-07-17 18:29:55,2026-07-17 18:53:19,HQ→TH,2026-07-17,,20327.0,,540,Monedero
17,188490,Concepcion,Cdal. Raul Silva Henriquez,20085.0,L2,V1,2026-07-17 18:02:58,2026-07-17 18:35:25,CC→CW,2026-07-17,,20085.0,20085.0,570,Monedero
18,188505,La Leonera,Hualqui,20332.0,L1,V1,2026-07-17 20:48:02,2026-07-17 21:01:40,TH→HQ,2026-07-17,,20332.0,20332.0,500,Monedero
19,189795,Concepcion,Coronel,20065.0,L2,V1,2026-07-17 15:01:04,2026-07-17 16:14:26,CC→CW,2026-07-17,,20065.0,20065.0,880,Monedero
20,190008,Los Canelos,Concepcion,20072.0,L2,V1,2026-07-17 16:00:34,2026-07-17 16:50:44,CW→CC,2026-07-17,,20072.0,20072.0,850,Monedero
21,190651,Concepcion,Huinca,20057.0,L2,V1,2026-07-17 12:54:18,2026-07-17 13:37:49,CC→CW,2026-07-17,,20057.0,20057.0,850,Monedero
22,191185,Costa Mar,Cristo Redentor,20063.0,L2,V1,2026-07-17 14:46:19,2026-07-17 15:18:10,CC→CW,2026-07-17,,20063.0,20063.0,630,Monedero
23,191304,Concepcion,La Leonera,20326.0,L1,V1,2026-07-17 18:17:45,2026-07-17 18:47:50,TH→HQ,2026-07-17,,20326.0,20326.0,510,Monedero
24,192431,Concepcion,Manquimavida,20855.0,L1,V1,2026-07-17 20:23:15,2026-07-17 21:41:42,TH→HQ,2026-07-17,combo_por_entrada,20855.0,20855.0,910,Monedero
25,193987,Juan Pablo II,Laguna Quinenco,20071.0,L2,V1,2026-07-17 16:32:57,2026-07-17 17:23:26,CC→CW,2026-07-17,,20071.0,20069.0,790,Monedero
26,194554,Costa Mar,Los Canelos,20073.0,L2,V1,2026-07-17 17:07:22,2026-07-17 17:28:36,CC→CW,2026-07-17,,20073.0,20073.0,610,Monedero
27,194755,El Parque,Concepcion,20086.0,L2,V1,2026-07-17 17:47:03,2026-07-17 18:09:53,CW→CC,2026-07-17,,20086.0,20086.0,570,Monedero
28,199293,Hualqui,UTF Santa Maria,20335.0,L1,V1,2026-07-17 20:52:43,2026-07-17 21:42:07,HQ→TH,2026-07-17,,20335.0,20335.0,560,Monedero
29,200315,Concepcion,Pedro Medina,20324.0,L1,V1,2026-07-17 17:59:14,2026-07-17 18:42:43,TH→HQ,2026-07-17,,20324.0,20324.0,510,Monedero
30,203517,Cristo Redentor,El Parque,20078.0,L2,V1,2026-07-17 16:40:13,2026-07-17 17:16:18,CW→CC,2026-07-17,,20078.0,20078.0,630,Monedero
31,203517,El Parque,Cristo Redentor,20085.0,L2,V1,2026-07-17 18:20:47,2026-07-17 18:52:02,CC→CW,2026-07-17,,20085.0,20085.0,630,Monedero
