viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,176095,Concepcion,Los Condores,20325.0,L1,V1,2026-07-01 17:09:46,2026-07-01 17:46:00,HQ→TH,2026-07-01,,20325.0,20323.0,500,Monedero
1,176340,Pedro Medina,UTF Santa Maria,20397.0,L1,V1,2026-07-01 07:09:18,2026-07-01 07:42:00,HQ→TH,2026-07-01,,20397.0,20397.0,540,Monedero
2,176541,Concepcion,Diagonal Bio Bio,20093.0,L2,V1,2026-07-01 18:49:29,2026-07-01 19:09:58,CC→CW,2026-07-01,,20093.0,20093.0,570,Monedero
3,177292,Coronel,Concepcion,20042.0,L2,V1,2026-07-01 09:49:41,2026-07-01 10:39:58,CW→CC,2026-07-01,,20042.0,20042.0,880,Monedero
4,177292,Concepcion,Coronel,20065.0,L2,V1,2026-07-01 14:54:43,2026-07-01 16:02:26,CC→CW,2026-07-01,,20065.0,20065.0,880,Monedero
5,177512,Los Condores,Concepcion,20865.0,L1,V1,2026-07-01 08:08:15,2026-07-01 08:25:55,TH→HQ,2026-07-01,,20865.0,20865.0,500,Monedero
6,177723,Pedro Medina,Concepcion,20327.0,L1,V1,2026-07-01 18:16:03,2026-07-01 18:30:15,HQ→TH,2026-07-01,,20327.0,20327.0,510,Monedero
7,177883,Cdal. Raul Silva Henriquez,Concepcion,20032.0,L2,V1,2026-07-01 09:01:53,2026-07-01 09:28:00,CW→CC,2026-07-01,,20032.0,20032.0,570,Monedero
8,177883,Concepcion,Cdal. Raul Silva Henriquez,20051.0,L2,V1,2026-07-01 11:39:10,2026-07-01 12:07:28,CC→CW,2026-07-01,,20051.0,20051.0,570,Monedero
9,178157,UTF Santa Maria,Higueras,20351.0,L1,V1,2026-07-01 07:25:20,2026-07-01 07:40:45,HQ→TH,2026-07-01,,20351.0,20351.0,420,Monedero
10,179169,UTF Santa Maria,Concepcion,20300.0,L1,V1,2026-07-01 07:12:27,2026-07-01 07:34:14,TH→HQ,2026-07-01,combo_relajado_pase1,20300.0,20300.0,560,Monedero
11,179169,Juan Pablo II,Concepcion,20084.0,L2,V1,2026-07-01 17:44:00,2026-07-01 18:11:50,CW→CC,2026-07-01,combo_por_entrada,20084.0,20084.0,560,Monedero
12,179174,Concepcion,Coronel,20073.0,L2,V1,2026-07-01 16:51:00,2026-07-01 17:58:49,CC→CW,2026-07-01,,20073.0,20073.0,880,Monedero
13,179174,Concepcion,Coronel,20073.0,L2,V1,2026-07-01 16:51:12,2026-07-01 17:58:37,CC→CW,2026-07-01,,20073.0,20073.0,880,Monedero
14,179376,Concepcion,La Leonera,20332.0,L1,V1,2026-07-01 20:02:41,2026-07-01 20:49:03,TH→HQ,2026-07-01,,20332.0,20330.0,510,Monedero
15,180279,Coronel,Hito Galvarino,20100.0,L2,V1,2026-07-01 18:34:35,2026-07-01 18:59:25,CW→CC,2026-07-01,,20100.0,20100.0,530,Monedero
16,180619,Costa Mar,Coronel,20025.0,L2,V1,2026-07-01 08:53:16,2026-07-01 09:24:21,CC→CW,2026-07-01,,20025.0,20025.0,650,Monedero
17,180619,Coronel,Concepcion,20078.0,L2,V1,2026-07-01 16:45:40,2026-07-01 17:35:25,CW→CC,2026-07-01,,20078.0,20078.0,880,Monedero
18,181334,Costa Mar,Concepcion,20090.0,L2,V1,2026-07-01 18:21:06,2026-07-01 18:44:40,CW→CC,2026-07-01,,20090.0,20090.0,570,Monedero
19,181334,Concepcion,Costa Mar,20115.0,L2,V1,2026-07-01 20:56:39,2026-07-01 21:13:51,CC→CW,2026-07-01,,20115.0,20115.0,570,Monedero
20,181456,Concepcion,Laguna Quinenco,20067.0,L2,V1,2026-07-01 15:31:36,2026-07-01 17:04:48,CC→CW,2026-07-01,,20067.0,20067.0,880,Monedero
21,182371,Concepcion,Chiguayante,20328.0,L1,V1,2026-07-01 19:00:26,2026-07-01 19:39:50,TH→HQ,2026-07-01,,20328.0,20328.0,510,Monedero
22,183404,Lomas Coloradas,Concepcion,20066.0,L2,V1,2026-07-01 14:58:12,2026-07-01 15:28:52,CW→CC,2026-07-01,,20066.0,20064.0,570,Monedero
23,184194,Huinca,Concepcion,20036.0,L2,V1,2026-07-01 09:19:54,2026-07-01 10:01:31,CW→CC,2026-07-01,,20036.0,20036.0,850,Monedero
24,184256,Cdal. Raul Silva Henriquez,Cristo Redentor,20105.0,L2,V1,2026-07-01 20:02:31,2026-07-01 20:23:50,CC→CW,2026-07-01,,20105.0,20105.0,630,Monedero
25,184420,Lomas Coloradas,Concepcion,20044.0,L2,V1,2026-07-01 10:24:35,2026-07-01 10:48:06,CW→CC,2026-07-01,,20044.0,20044.0,570,Monedero
26,185083,Lomas Coloradas,Juan Pablo II,20026.0,L2,V1,2026-07-01 08:28:37,2026-07-01 08:43:46,CW→CC,2026-07-01,,20026.0,20026.0,510,Monedero
27,185083,Juan Pablo II,Costa Mar,20035.0,L2,V1,2026-07-01 09:52:14,2026-07-01 10:05:02,CC→CW,2026-07-01,,20035.0,20035.0,510,Monedero
28,185118,Coronel,Concepcion,20030.0,L2,V1,2026-07-01 08:31:26,2026-07-01 09:27:47,CW→CC,2026-07-01,,20030.0,20030.0,880,Monedero
29,185933,Alborada,Coronel,20053.0,L2,V1,2026-07-01 12:09:56,2026-07-01 12:53:45,CC→CW,2026-07-01,,20053.0,20053.0,790,Monedero
30,186021,Los Canelos,Concepcion,20020.0,L2,V1,2026-07-01 07:42:56,2026-07-01 08:17:58,CW→CC,2026-07-01,,20020.0,20020.0,850,Monedero
31,186021,Concepcion,Laguna Quinenco,20049.0,L2,V1,2026-07-01 11:15:13,2026-07-01 12:11:45,CC→CW,2026-07-01,,20049.0,20049.0,880,Monedero
32,186021,Los Canelos,Cristo Redentor,20099.0,L2,V1,2026-07-01 19:50:12,2026-07-01 19:56:07,CC→CW,2026-07-01,,20099.0,20099.0,460,Monedero
33,186881,Hito Galvarino,Concepcion,20086.0,L2,V1,2026-07-01 17:35:47,2026-07-01 18:20:45,CW→CC,2026-07-01,,20086.0,20086.0,850,Monedero
34,187592,Concepcion,El Arenal,20325.0,L1,V1,2026-07-01 17:30:17,2026-07-01 17:53:18,HQ→TH,2026-07-01,,20325.0,20325.0,540,Monedero
35,189233,Concepcion,Laguna Quinenco,20057.0,L2,V1,2026-07-01 12:56:01,2026-07-01 13:39:48,CC→CW,2026-07-01,,20057.0,20057.0,880,Monedero
36,189842,Lomas Coloradas,Costa Mar,20040.0,L2,V1,2026-07-01 09:56:21,2026-07-01 10:08:44,CW→CC,2026-07-01,,20040.0,20040.0,430,Monedero
37,189842,Costa Mar,Lomas Coloradas,20111.0,L2,V1,2026-07-01 20:40:27,2026-07-01 20:51:24,CC→CW,2026-07-01,,20111.0,20111.0,430,Monedero
