viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,142142,Concepcion,Lomas Coloradas,20059,L2,V1,2026-04-19 13:07:17,2026-04-19 13:35:04,CC→CW,2026-04-19,,20059,20059
1,142142,Lomas Coloradas,Concepcion,20166,L2,V1,2026-04-19 19:33:44,2026-04-19 19:58:15,CW→CC,2026-04-19,,20166,20166
2,175390,Concepcion,Costa Mar,20167,L2,V1,2026-04-19 19:28:44,2026-04-19 20:14:23,CC→CW,2026-04-19,,20167,20167
3,176716,Los Canelos,Costa Mar,20050,L2,V1,2026-04-19 11:04:57,2026-04-19 11:28:27,CW→CC,2026-04-19,,20050,20050
4,177437,Lomas Coloradas,Cristo Redentor,20069,L2,V1,2026-04-19 16:50:36,2026-04-19 17:20:27,CC→CW,2026-04-19,,20069,20069
5,177437,Cristo Redentor,Lomas Coloradas,20166,L2,V1,2026-04-19 19:10:02,2026-04-19 19:38:22,CW→CC,2026-04-19,,20166,20166
6,178811,El Parque,Coronel,20161,L2,V1,2026-04-19 18:29:52,2026-04-19 19:13:26,CC→CW,2026-04-19,,20161,20161
7,179514,Cristo Redentor,Lomas Coloradas,20166,L2,V1,2026-04-19 19:10:07,2026-04-19 19:38:13,CW→CC,2026-04-19,,20166,20166
8,181176,Diagonal Bio Bio,Laguna Quinenco,20067,L2,V1,2026-04-19 15:37:47,2026-04-19 16:12:12,CC→CW,2026-04-19,,20067,20067
9,181233,Concepcion,Huinca,20157,L2,V1,2026-04-19 17:27:49,2026-04-19 18:05:31,CC→CW,2026-04-19,,20157,20157
10,181334,Costa Mar,Concepcion,20040,L2,V1,2026-04-19 10:07:11,2026-04-19 10:22:39,CW→CC,2026-04-19,,20040,20040
11,181334,Concepcion,Costa Mar,20059,L2,V1,2026-04-19 13:02:00,2026-04-19 13:30:01,CC→CW,2026-04-19,,20059,20059
12,181443,Concepcion,Costa Mar,20163,L2,V1,2026-04-19 18:38:55,2026-04-19 19:14:41,CC→CW,2026-04-19,,20163,20163
13,189248,Alborada,Concepcion,20068,L2,V1,2026-04-19 15:57:50,2026-04-19 16:18:12,CW→CC,2026-04-19,,20068,20068
14,189248,Concepcion,Alborada,20171,L2,V1,2026-04-19 20:53:12,2026-04-19 21:12:57,CC→CW,2026-04-19,,20171,20171
15,189846,Los Condores,Concepcion,20845,L1,V1,2026-04-19 16:08:11,2026-04-19 17:21:06,TH→HQ,2026-04-19,combo_por_entrada,20845,20845
16,189846,Laguna Quinenco,Concepcion,20160,L2,V1,2026-04-19 17:44:33,2026-04-19 18:27:45,CW→CC,2026-04-19,,20160,20160
17,190831,Cdal. Raul Silva Henriquez,Juan Pablo II,20152,L2,V1,2026-04-19 08:48:10,2026-04-19 09:05:38,CW→CC,2026-04-19,,20152,20152
18,190831,Juan Pablo II,Cdal. Raul Silva Henriquez,20163,L2,V1,2026-04-19 19:00:15,2026-04-19 19:22:19,CC→CW,2026-04-19,,20163,20163
19,193182,Concepcion,Los Canelos,20063,L2,V1,2026-04-19 14:20:21,2026-04-19 15:10:09,CC→CW,2026-04-19,,20063,20063
20,194596,Huinca,Costa Mar,20062,L2,V1,2026-04-19 13:46:05,2026-04-19 14:19:43,CW→CC,2026-04-19,,20062,20062
21,194631,Cristo Redentor,Juan Pablo II,20160,L2,V1,2026-04-19 17:35:31,2026-04-19 18:21:52,CW→CC,2026-04-19,,20160,20160
22,194772,Lomas Coloradas,Coronel,20063,L2,V1,2026-04-19 14:50:28,2026-04-19 15:17:37,CC→CW,2026-04-19,,20063,20063
23,195524,Cristo Redentor,Cdal. Raul Silva Henriquez,20068,L2,V1,2026-04-19 15:40:47,2026-04-19 17:05:08,CW→CC,2026-04-19,,20068,20068
24,197692,Laguna Quinenco,Concepcion,20056,L2,V1,2026-04-19 12:10:17,2026-04-19 13:13:10,CW→CC,2026-04-19,,20056,20056
25,197692,Concepcion,Laguna Quinenco,20161,L2,V1,2026-04-19 17:48:31,2026-04-19 19:09:08,CC→CW,2026-04-19,,20161,20161
26,198560,Los Condores,Concepcion,20845,L1,V1,2026-04-19 16:01:13,2026-04-19 16:25:47,TH→HQ,2026-04-19,,20845,20845
27,200414,Hito Galvarino,Concepcion,20166,L2,V1,2026-04-19 19:27:10,2026-04-19 19:57:51,CW→CC,2026-04-19,,20166,20166
28,201305,Lomas Coloradas,Concepcion,20166,L2,V1,2026-04-19 19:25:57,2026-04-19 19:58:13,CW→CC,2026-04-19,,20166,20166
29,201354,Costa Mar,Concepcion,20076,L2,V1,2026-04-19 17:11:45,2026-04-19 17:27:53,CW→CC,2026-04-19,,20076,20076
30,206419,Lomas Coloradas,Costa Mar,20066,L2,V1,2026-04-19 15:06:43,2026-04-19 15:13:52,CW→CC,2026-04-19,,20066,20066
31,209754,Concepcion,Pedro Medina,20847,L1,V1,2026-04-19 19:42:46,2026-04-19 20:42:21,TH→HQ,2026-04-19,combo_por_entrada,20847,20847
32,221716,Lomas Coloradas,Concepcion,20056,L2,V1,2026-04-19 12:25:10,2026-04-19 12:59:02,CW→CC,2026-04-19,,20056,20056
33,221716,Concepcion,Lomas Coloradas,20167,L2,V1,2026-04-19 19:45:24,2026-04-19 20:27:42,CC→CW,2026-04-19,,20167,20167
34,227672,Cristo Redentor,Concepcion,20156,L2,V1,2026-04-19 09:15:01,2026-04-19 09:59:27,CW→CC,2026-04-19,,20156,20156
35,247182,Concepcion,Laguna Quinenco,20069,L2,V1,2026-04-19 16:08:16,2026-04-19 17:26:33,CC→CW,2026-04-19,combo_por_entrada,20069,20069
36,247182,Laguna Quinenco,Concepcion,20160,L2,V1,2026-04-19 17:44:26,2026-04-19 18:27:38,CW→CC,2026-04-19,,20160,20160
37,251289,Huinca,Concepcion,20170,L2,V1,2026-04-19 20:13:34,2026-04-19 20:59:06,CW→CC,2026-04-19,,20170,20170
38,252444,Coronel,Diagonal Bio Bio,20152,L2,V1,2026-04-19 08:13:58,2026-04-19 09:03:56,CW→CC,2026-04-19,,20152,20152
39,259161,Lomas Coloradas,Costa Mar,20062,L2,V1,2026-04-19 13:37:25,2026-04-19 14:21:53,CW→CC,2026-04-19,,20062,20062
40,261764,Concepcion,Concepcion,,,N/A,2026-04-19 15:33:22,2026-04-19 15:36:34,,2026-04-19,no viajo,,
41,267131,Laguna Quinenco,Los Canelos,20166,L2,V1,2026-04-19 18:50:09,2026-04-19 19:25:20,CW→CC,2026-04-19,,20166,20166
42,270969,Cdal. Raul Silva Henriquez,Diagonal Bio Bio,20052,L2,V1,2026-04-19 11:38:13,2026-04-19 11:54:42,CW→CC,2026-04-19,,20052,20052
43,270969,Diagonal Bio Bio,Cdal. Raul Silva Henriquez,20167,L2,V1,2026-04-19 19:42:20,2026-04-19 20:23:16,CC→CW,2026-04-19,,20167,20167
44,297997,Cdal. Raul Silva Henriquez,Concepcion,20170,L2,V1,2026-04-19 20:26:54,2026-04-19 20:59:17,CW→CC,2026-04-19,,20170,20170
45,301330,Concepcion,La Leonera,20859,L1,V1,2026-04-19 12:26:29,2026-04-19 13:18:08,TH→HQ,2026-04-19,,20859,20859
46,302834,Huinca,Laguna Quinenco,20157,L2,V1,2026-04-19 18:03:24,2026-04-19 18:11:06,CC→CW,2026-04-19,,20157,20157
47,317084,Hito Galvarino,Alborada,20170,L2,V1,2026-04-19 20:23:25,2026-04-19 20:46:38,CW→CC,2026-04-19,,20170,20170
48,322149,Costa Mar,Concepcion,20056,L2,V1,2026-04-19 12:13:44,2026-04-19 12:58:48,CW→CC,2026-04-19,,20056,20056
49,322149,Concepcion,Costa Mar,20069,L2,V1,2026-04-19 16:14:03,2026-04-19 16:55:36,CC→CW,2026-04-19,,20069,20069
50,322149,Costa Mar,Concepcion,20170,L2,V1,2026-04-19 20:25:55,2026-04-19 20:59:03,CW→CC,2026-04-19,,20170,20170
51,326857,Lzo. Arenas,UTF Santa Maria,20850,L1,V1,2026-04-19 09:51:15,2026-04-19 10:10:01,HQ→TH,2026-04-19,,20850,20850
52,330630,Cristo Redentor,Concepcion,20156,L2,V1,2026-04-19 09:19:00,2026-04-19 10:00:36,CW→CC,2026-04-19,,20156,20156
53,330630,Concepcion,Cristo Redentor,20163,L2,V1,2026-04-19 18:58:33,2026-04-19 19:36:40,CC→CW,2026-04-19,,20163,20163
54,351545,Hito Galvarino,Concepcion,20068,L2,V1,2026-04-19 15:39:34,2026-04-19 16:19:50,CW→CC,2026-04-19,,20068,20068
55,351545,Concepcion,Hito Galvarino,20163,L2,V1,2026-04-19 18:58:22,2026-04-19 19:28:13,CC→CW,2026-04-19,,20163,20163
56,362778,Concepcion,Cristo Redentor,20069,L2,V1,2026-04-19 16:30:12,2026-04-19 17:18:12,CC→CW,2026-04-19,,20069,20069
57,370126,Lomas Coloradas,Coronel,20161,L2,V1,2026-04-19 18:45:46,2026-04-19 19:12:02,CC→CW,2026-04-19,,20161,20161
58,370239,Cristo Redentor,Concepcion,20058,L2,V1,2026-04-19 12:25:35,2026-04-19 13:14:56,CW→CC,2026-04-19,,20058,20056
59,370239,Concepcion,Cristo Redentor,20069,L2,V1,2026-04-19 16:29:43,2026-04-19 17:17:31,CC→CW,2026-04-19,,20069,20069
60,372358,La Leonera,Los Condores,20848,L1,V1,2026-04-19 20:31:34,2026-04-19 21:15:55,HQ→TH,2026-04-19,,20848,20848
61,373692,Lomas Coloradas,Coronel,20167,L2,V1,2026-04-19 20:06:01,2026-04-19 20:45:33,CC→CW,2026-04-19,,20167,20167
62,373879,Concepcion,Los Condores,20846,L1,V1,2026-04-19 16:30:18,2026-04-19 17:47:27,HQ→TH,2026-04-19,combo_por_entrada,20846,20846
63,373913,Los Canelos,Concepcion,20162,L2,V1,2026-04-19 18:23:35,2026-04-19 19:01:09,CW→CC,2026-04-19,,20162,20162
64,376959,Laguna Quinenco,Cdal. Raul Silva Henriquez,20162,L2,V1,2026-04-19 18:04:59,2026-04-19 18:34:43,CW→CC,2026-04-19,,20162,20162
65,377037,Lomas Coloradas,Concepcion,20166,L2,V1,2026-04-19 19:06:50,2026-04-19 19:58:04,CW→CC,2026-04-19,,20166,20166
66,377042,Concepcion,Higueras,20846,L1,V1,2026-04-19 16:21:09,2026-04-19 17:50:21,HQ→TH,2026-04-19,combo_por_entrada,20846,20846
67,378496,Lomas Coloradas,Cristo Redentor,20163,L2,V1,2026-04-19 19:17:11,2026-04-19 19:37:49,CC→CW,2026-04-19,,20163,20163
68,380311,Concepcion,Los Canelos,20059,L2,V1,2026-04-19 13:12:19,2026-04-19 13:47:50,CC→CW,2026-04-19,,20059,20059
69,382787,Concepcion,Costa Mar,20171,L2,V1,2026-04-19 20:46:55,2026-04-19 21:15:30,CC→CW,2026-04-19,,20171,20171
70,386899,Concepcion,Cristo Redentor,20153,L2,V1,2026-04-19 09:07:12,2026-04-19 09:52:50,CC→CW,2026-04-19,,20153,20153
71,386899,Cristo Redentor,Concepcion,20066,L2,V1,2026-04-19 14:45:17,2026-04-19 15:27:10,CW→CC,2026-04-19,,20066,20066
72,389996,Laguna Quinenco,Cristo Redentor,20152,L2,V1,2026-04-19 08:24:28,2026-04-19 08:37:01,CW→CC,2026-04-19,,20152,20152
73,394203,Los Canelos,Concepcion,20058,L2,V1,2026-04-19 12:27:14,2026-04-19 13:16:14,CW→CC,2026-04-19,,20058,20056
74,397105,Lomas Coloradas,Coronel,20069,L2,V1,2026-04-19 16:58:24,2026-04-19 17:23:46,CC→CW,2026-04-19,,20069,20069
75,397274,Cristo Redentor,Concepcion,20152,L2,V1,2026-04-19 08:27:50,2026-04-19 09:13:12,CW→CC,2026-04-19,,20152,20152
76,397274,Concepcion,Cristo Redentor,20157,L2,V1,2026-04-19 17:14:20,2026-04-19 18:06:28,CC→CW,2026-04-19,,20157,20157
77,397288,Concepcion,Cristo Redentor,20167,L2,V1,2026-04-19 19:37:40,2026-04-19 20:37:15,CC→CW,2026-04-19,,20167,20167
78,402495,Juan Pablo II,Coronel,20149,L2,V1,2026-04-19 08:15:52,2026-04-19 09:13:58,CC→CW,2026-04-19,,20149,20149
