viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,153193,Huinca,Concepcion,20002.0,L2,V1,2026-04-02 06:03:06,2026-04-02 07:26:39,CW→CC,2026-04-02,combo_por_entrada,20002.0,20002.0,900.0,Monedero
1,162258,Diagonal Bio Bio,Laguna Quinenco,20071.0,L2,V1,2026-04-02 16:42:37,2026-04-02 17:20:34,CC→CW,2026-04-02,,20071.0,20071.0,790.0,Monedero
2,165256,Cdal. Raul Silva Henriquez,Concepcion,20056.0,L2,V1,2026-04-02 12:25:19,2026-04-02 13:03:52,CW→CC,2026-04-02,,20056.0,20056.0,570.0,Monedero
3,174600,El Arenal,Concepcion,20308.0,L1,V1,2026-04-02 08:33:23,2026-04-02 08:56:01,TH→HQ,2026-04-02,,20308.0,,540.0,Monedero
4,175390,Concepcion,Costa Mar,20101.0,L2,V1,2026-04-02 19:24:20,2026-04-02 19:45:18,CC→CW,2026-04-02,,20101.0,20101.0,570.0,Monedero
5,176095,Los Canelos,Concepcion,20072.0,L2,V1,2026-04-02 16:08:48,2026-04-02 16:51:49,CW→CC,2026-04-02,,20072.0,20072.0,850.0,Monedero
6,176095,Concepcion,Costa Mar,20127.0,L2,V1,2026-04-02 22:13:50,2026-04-02 22:39:16,CC→CW,2026-04-02,,20127.0,20127.0,570.0,Monedero
7,177512,Los Condores,Concepcion,20304.0,L1,V1,2026-04-02 07:39:43,2026-04-02 07:57:51,TH→HQ,2026-04-02,,20304.0,20304.0,500.0,Monedero
8,177652,Lomas Coloradas,Concepcion,20078.0,L2,V1,2026-04-02 17:16:43,2026-04-02 17:47:15,CW→CC,2026-04-02,,20078.0,20078.0,570.0,Monedero
9,177714,Cdal. Raul Silva Henriquez,Diagonal Bio Bio,20048.0,L2,V1,2026-04-02 10:58:00,2026-04-02 11:14:36,CW→CC,2026-04-02,,20048.0,20048.0,510.0,Monedero
10,177714,Diagonal Bio Bio,Concepcion,20058.0,L2,V1,2026-04-02 13:01:29,2026-04-02 13:15:38,CW→CC,2026-04-02,,20058.0,20058.0,570.0,Monedero
11,177936,La Leonera,Concepcion,20329.0,L1,V1,2026-04-02 18:38:55,2026-04-02 19:04:22,HQ→TH,2026-04-02,,20329.0,20329.0,510.0,Monedero
12,177936,Concepcion,La Leonera,20328.0,L1,V1,2026-04-02 19:28:20,2026-04-02 19:52:06,TH→HQ,2026-04-02,,20328.0,20328.0,510.0,Monedero
13,177950,Costa Mar,Juan Pablo II,20002.0,L2,V1,2026-04-02 06:34:43,2026-04-02 06:47:22,CW→CC,2026-04-02,,20002.0,20002.0,510.0,Monedero
14,178071,El Arenal,Manquimavida,20330.0,L1,V1,2026-04-02 19:14:32,2026-04-02 20:15:44,TH→HQ,2026-04-02,,20330.0,20330.0,550.0,Monedero
15,178213,Coronel,Costa Mar,20068.0,L2,V1,2026-04-02 15:15:18,2026-04-02 16:03:50,CW→CC,2026-04-02,,20068.0,20068.0,650.0,Monedero
16,178938,Hito Galvarino,Concepcion,20072.0,L2,V1,2026-04-02 16:15:42,2026-04-02 16:50:35,CW→CC,2026-04-02,,20072.0,20072.0,850.0,Monedero
17,179098,Los Canelos,Concepcion,20054.0,L2,V1,2026-04-02 11:43:13,2026-04-02 12:20:43,CW→CC,2026-04-02,,20054.0,20054.0,850.0,Monedero
18,179098,Concepcion,Los Canelos,20063.0,L2,V1,2026-04-02 14:21:53,2026-04-02 15:16:49,CC→CW,2026-04-02,,20063.0,20063.0,850.0,Monedero
19,179098,Los Canelos,Coronel,20079.0,L2,V1,2026-04-02 18:09:04,2026-04-02 18:22:28,CC→CW,2026-04-02,,20079.0,20079.0,530.0,Monedero
