viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,165256,Cdal. Raul Silva Henriquez,Juan Pablo II,20044,L2,V1,2025-12-31 10:19:04,2025-12-31 10:40:34,CW→CC,2025-12-31,,20044,20042
1,165256,Juan Pablo II,Cdal. Raul Silva Henriquez,20091,L2,V1,2025-12-31 18:50:43,2025-12-31 19:10:11,CC→CW,2025-12-31,,20091,20091
2,176095,El Parque,Los Canelos,20009,L2,V1,2025-12-31 07:54:12,2025-12-31 08:16:04,CC→CW,2025-12-31,,20009,20009
3,176255,Costa Mar,Cristo Redentor,20065,L2,V1,2025-12-31 15:29:39,2025-12-31 16:08:29,CC→CW,2025-12-31,,20065,20065
4,176411,Huinca,Costa Mar,20004,L2,V1,2025-12-31 06:31:45,2025-12-31 06:54:12,CW→CC,2025-12-31,,20004,20004
5,176682,Concepcion,Laguna Quinenco,20057,L2,V1,2025-12-31 12:52:31,2025-12-31 13:45:19,CC→CW,2025-12-31,,20057,20057
6,177244,Concepcion,La Leonera,20320,L1,V1,2025-12-31 15:52:58,2025-12-31 16:49:32,TH→HQ,2025-12-31,combo_por_entrada,20320,20320
7,177512,UTF Santa Maria,Concepcion,20304,L1,V1,2025-12-31 07:46:37,2025-12-31 07:55:05,TH→HQ,2025-12-31,,20304,20304
8,177516,Chiguayante,Concepcion,20305,L1,V1,2025-12-31 07:47:11,2025-12-31 08:01:38,HQ→TH,2025-12-31,,20305,20305
9,177593,Concepcion,El Arenal,20856,L1,V1,2025-12-31 15:56:22,2025-12-31 16:33:45,HQ→TH,2025-12-31,,20856,20856
10,177723,Concepcion,Pedro Medina,20332,L1,V1,2025-12-31 19:59:08,2025-12-31 20:42:14,TH→HQ,2025-12-31,combo_por_entrada,20332,20332
11,177730,Cdal. Raul Silva Henriquez,Costa Mar,20056,L2,V1,2025-12-31 12:40:02,2025-12-31 13:00:52,CW→CC,2025-12-31,,20056,20056
12,177730,Costa Mar,Cdal. Raul Silva Henriquez,20063,L2,V1,2025-12-31 14:41:54,2025-12-31 14:59:57,CC→CW,2025-12-31,,20063,20063
13,177936,La Leonera,Chiguayante,20305,L1,V1,2025-12-31 07:37:38,2025-12-31 07:50:43,HQ→TH,2025-12-31,,20305,20305
14,178095,Coronel,Cdal. Raul Silva Henriquez,20028,L2,V1,2025-12-31 08:25:10,2025-12-31 08:52:14,CW→CC,2025-12-31,,20028,20028
15,179458,Concepcion,Mercado,20301,L1,V1,2025-12-31 05:38:57,2025-12-31 07:25:10,HQ→TH,2025-12-31,combo_por_entrada,20301,20301
16,179458,Concepcion,Coronel,20069,L2,V1,2025-12-31 16:15:12,2025-12-31 17:29:59,CC→CW,2025-12-31,,20069,
17,180081,Lomas Coloradas,Concepcion,20098,L2,V1,2025-12-31 18:56:34,2025-12-31 19:45:22,CW→CC,2025-12-31,combo_por_entrada,20098,20328
18,180362,Costa Mar,Concepcion,20028,L2,V1,2025-12-31 08:51:10,2025-12-31 09:16:20,CW→CC,2025-12-31,,20028,20026
19,180362,Concepcion,Costa Mar,20049,L2,V1,2025-12-31 10:51:32,2025-12-31 11:46:21,CC→CW,2025-12-31,,20049,20049
20,182349,Concepcion,Los Canelos,20019,L2,V1,2025-12-31 08:28:31,2025-12-31 09:08:07,CC→CW,2025-12-31,,20019,20019
21,183404,Cristo Redentor,Lomas Coloradas,20094,L2,V1,2025-12-31 18:22:05,2025-12-31 18:49:50,CW→CC,2025-12-31,,20094,20092
22,184077,Laguna Quinenco,El Parque,20054,L2,V1,2025-12-31 11:27:36,2025-12-31 12:02:08,CW→CC,2025-12-31,,20054,20052
23,184077,El Parque,Laguna Quinenco,20055,L2,V1,2025-12-31 12:31:49,2025-12-31 13:04:25,CC→CW,2025-12-31,,20055,20053
24,184194,Huinca,Concepcion,20032,L2,V1,2025-12-31 08:54:18,2025-12-31 09:30:15,CW→CC,2025-12-31,,20032,20032
25,184318,Concepcion,La Leonera,20326,L1,V1,2025-12-31 18:14:24,2025-12-31 18:49:27,TH→HQ,2025-12-31,,20326,20326
26,185164,Concepcion,Lomas Coloradas,20099,L2,V1,2025-12-31 19:33:48,2025-12-31 20:08:11,CC→CW,2025-12-31,,20099,20099
27,185947,Laguna Quinenco,Concepcion,20092,L2,V1,2025-12-31 18:13:02,2025-12-31 18:56:05,CW→CC,2025-12-31,,20092,20092
28,186834,Concepcion,Los Condores,20373,L1,V1,2025-12-31 09:29:20,2025-12-31 09:46:38,HQ→TH,2025-12-31,,20373,20373
29,186881,Concepcion,Hito Galvarino,20069,L2,V1,2025-12-31 16:21:55,2025-12-31 17:16:13,CC→CW,2025-12-31,,20069,20069
30,187605,Coronel,Concepcion,20114,L2,V1,2025-12-31 20:09:45,2025-12-31 20:55:07,CW→CC,2025-12-31,,20114,20114
31,188544,Costa Mar,Concepcion,20116,L2,V1,2025-12-31 20:52:18,2025-12-31 21:09:50,CW→CC,2025-12-31,,20116,20116
32,188544,Concepcion,Costa Mar,20121,L2,V1,2025-12-31 21:21:18,2025-12-31 21:47:40,CC→CW,2025-12-31,,20121,20117
33,189204,El Parque,Diagonal Bio Bio,20112,L2,V1,2025-12-31 20:10:48,2025-12-31 20:30:52,CW→CC,2025-12-31,,20112,20108
34,189227,Concepcion,La Leonera,20843,L1,V1,2025-12-31 11:50:46,2025-12-31 12:47:11,TH→HQ,2025-12-31,combo_por_entrada,20843,20843
35,189765,El Arenal,Concepcion,20310,L1,V1,2025-12-31 08:55:48,2025-12-31 09:26:17,TH→HQ,2025-12-31,,20310,
36,189802,Concepcion,Higueras,20311,L1,V1,2025-12-31 09:22:28,2025-12-31 10:04:06,HQ→TH,2025-12-31,combo_relajado_pase1,20311,20373
37,189802,Concepcion,Cdal. Raul Silva Henriquez,20049,L2,V1,2025-12-31 11:23:38,2025-12-31 11:54:18,CC→CW,2025-12-31,,20049,20049
38,190571,Juan Pablo II,Los Canelos,20057,L2,V1,2025-12-31 12:51:08,2025-12-31 13:39:49,CC→CW,2025-12-31,,20057,20057
39,190809,Concepcion,Costa Mar,20057,L2,V1,2025-12-31 12:46:09,2025-12-31 13:19:03,CC→CW,2025-12-31,,20057,20057
40,190809,Concepcion,Huinca,20085,L2,V1,2025-12-31 18:10:29,2025-12-31 18:53:50,CC→CW,2025-12-31,,20085,20085
41,190819,Concepcion,La Leonera,20843,L1,V1,2025-12-31 11:31:53,2025-12-31 12:47:06,TH→HQ,2025-12-31,combo_por_entrada,20843,20843
42,191185,Costa Mar,Cristo Redentor,20085,L2,V1,2025-12-31 18:23:03,2025-12-31 18:49:49,CC→CW,2025-12-31,,20085,20085
43,191304,La Leonera,Concepcion,20305,L1,V1,2025-12-31 07:39:20,2025-12-31 08:03:26,HQ→TH,2025-12-31,,20305,20305
44,191304,Concepcion,La Leonera,20322,L1,V1,2025-12-31 17:04:48,2025-12-31 17:48:00,TH→HQ,2025-12-31,,20322,20322
45,191322,Cdal. Raul Silva Henriquez,Concepcion,20026,L2,V1,2025-12-31 08:37:16,2025-12-31 09:02:44,CW→CC,2025-12-31,,20026,20026
46,191373,Diagonal Bio Bio,Concepcion,20014,L2,V1,2025-12-31 07:47:31,2025-12-31 08:27:15,CW→CC,2025-12-31,combo_por_entrada,20014,20305
47,192386,Concepcion,Higueras,20327,L1,V1,2025-12-31 18:24:28,2025-12-31 18:49:44,HQ→TH,2025-12-31,,20327,20327
48,193987,Laguna Quinenco,Juan Pablo II,20008,L2,V1,2025-12-31 06:39:21,2025-12-31 07:21:24,CW→CC,2025-12-31,,20008,20008
49,193987,Juan Pablo II,Laguna Quinenco,20195,L2,V1,2025-12-31 16:28:23,2025-12-31 17:15:20,CC→CW,2025-12-31,,20195,20195
50,194682,Lzo. Arenas,La Leonera,20843,L1,V1,2025-12-31 12:13:11,2025-12-31 12:45:49,TH→HQ,2025-12-31,,20843,20843
51,194694,Mercado,Concepcion,20865,L1,V1,2025-12-31 07:42:39,2025-12-31 08:25:16,TH→HQ,2025-12-31,,20865,20865
52,195552,Concepcion,Costa Mar,20001,L2,V1,2025-12-31 06:46:42,2025-12-31 07:14:49,CC→CW,2025-12-31,,20001,20001
53,195590,Concepcion,Higueras,20327,L1,V1,2025-12-31 18:24:28,2025-12-31 18:49:44,HQ→TH,2025-12-31,,20327,20327
54,199352,Hito Galvarino,Concepcion,20022,L2,V1,2025-12-31 08:10:23,2025-12-31 08:47:06,CW→CC,2025-12-31,,20022,20022
55,199352,Concepcion,Cristo Redentor,20065,L2,V1,2025-12-31 14:47:23,2025-12-31 16:08:54,CC→CW,2025-12-31,,20065,20065
56,199412,Cristo Redentor,Costa Mar,20012,L2,V1,2025-12-31 07:11:00,2025-12-31 07:35:50,CW→CC,2025-12-31,,20012,20012
57,199412,Concepcion,Cristo Redentor,20057,L2,V1,2025-12-31 13:02:38,2025-12-31 13:43:10,CC→CW,2025-12-31,,20057,20057
58,200315,Concepcion,Lomas Coloradas,20003,L2,V1,2025-12-31 07:03:58,2025-12-31 07:50:10,CC→CW,2025-12-31,combo_relajado_pase1,20003,20301
59,200324,Concepcion,Lomas Coloradas,20085,L2,V1,2025-12-31 18:05:28,2025-12-31 18:30:41,CC→CW,2025-12-31,,20085,20085
60,200356,El Parque,Concepcion,20056,L2,V1,2025-12-31 12:39:12,2025-12-31 13:07:26,CW→CC,2025-12-31,,20056,20056
61,200438,Costa Mar,Concepcion,20012,L2,V1,2025-12-31 07:37:58,2025-12-31 07:59:05,CW→CC,2025-12-31,,20012,20012
62,201350,Coronel,Concepcion,20022,L2,V1,2025-12-31 07:57:01,2025-12-31 08:48:25,CW→CC,2025-12-31,,20022,20022
63,201350,Concepcion,Coronel,20049,L2,V1,2025-12-31 10:56:45,2025-12-31 12:17:37,CC→CW,2025-12-31,,20049,20049
64,202135,Los Canelos,Concepcion,20066,L2,V1,2025-12-31 14:40:45,2025-12-31 15:28:27,CW→CC,2025-12-31,,20066,20064
65,202217,Hualqui,Concepcion,20313,L1,V1,2025-12-31 09:56:47,2025-12-31 10:45:17,HQ→TH,2025-12-31,,20313,20313
66,206503,UTF Santa Maria,La Leonera,20328,L1,V1,2025-12-31 19:06:34,2025-12-31 19:48:44,TH→HQ,2025-12-31,,20328,20328
67,209211,Coronel,Concepcion,20040,L2,V1,2025-12-31 09:30:37,2025-12-31 10:24:21,CW→CC,2025-12-31,,20040,20040
68,217006,Diagonal Bio Bio,Laguna Quinenco,20113,L2,V1,2025-12-31 20:47:36,2025-12-31 21:29:56,CC→CW,2025-12-31,,20113,20109
69,219595,Coronel,Concepcion,20108,L2,V1,2025-12-31 19:32:21,2025-12-31 20:27:09,CW→CC,2025-12-31,,20108,20106
70,219677,Concepcion,UTF Santa Maria,20329,L1,V1,2025-12-31 18:52:15,2025-12-31 19:14:29,HQ→TH,2025-12-31,,20329,20329
71,231180,Los Canelos,Juan Pablo II,20008,L2,V1,2025-12-31 06:51:08,2025-12-31 07:21:37,CW→CC,2025-12-31,,20008,20008
72,231180,Juan Pablo II,Los Canelos,20063,L2,V1,2025-12-31 14:27:52,2025-12-31 15:10:03,CC→CW,2025-12-31,,20063,20063
73,234305,Concepcion,Coronel,20009,L2,V1,2025-12-31 07:37:06,2025-12-31 08:25:54,CC→CW,2025-12-31,,20009,20009
74,239775,Lomas Coloradas,Concepcion,20126,L2,V1,2025-12-31 21:32:36,2025-12-31 22:22:36,CW→CC,2025-12-31,,20126,20126
75,241523,Cdal. Raul Silva Henriquez,Los Canelos,20107,L2,V1,2025-12-31 20:37:44,2025-12-31 20:53:07,CC→CW,2025-12-31,,20107,20107
76,249426,Higueras,Concepcion,20843,L1,V1,2025-12-31 12:03:32,2025-12-31 13:01:05,TH→HQ,2025-12-31,match_por_salida_fallback,20843,20843
77,254197,Diagonal Bio Bio,Coronel,20005,L2,V1,2025-12-31 07:21:30,2025-12-31 07:55:44,CC→CW,2025-12-31,,20005,20005
78,254197,Coronel,Diagonal Bio Bio,20058,L2,V1,2025-12-31 12:30:54,2025-12-31 13:06:05,CW→CC,2025-12-31,,20058,20058
79,259559,Concepcion,Los Condores,20842,L1,V1,2025-12-31 07:33:41,2025-12-31 08:47:36,HQ→TH,2025-12-31,combo_por_entrada,20842,20842
80,259559,Concepcion,Los Canelos,20087,L2,V1,2025-12-31 18:16:21,2025-12-31 19:05:39,CC→CW,2025-12-31,,20087,20087
81,261764,El Arenal,Concepcion,20308,L1,V1,2025-12-31 08:32:27,2025-12-31 08:55:40,TH→HQ,2025-12-31,,20308,20308
82,263289,Pedro Medina,Concepcion,20305,L1,V1,2025-12-31 07:43:33,2025-12-31 08:01:16,HQ→TH,2025-12-31,,20305,20305
83,265093,Concepcion,Manquimavida,20320,L1,V1,2025-12-31 16:26:33,2025-12-31 16:45:33,TH→HQ,2025-12-31,,20320,20320
84,265142,Concepcion,Coronel,20077,L2,V1,2025-12-31 17:25:33,2025-12-31 18:16:44,CC→CW,2025-12-31,,20077,20077
85,266932,Pedro Medina,Concepcion,20301,L1,V1,2025-12-31 06:35:40,2025-12-31 06:51:43,HQ→TH,2025-12-31,,20301,20301
86,267131,Los Canelos,Laguna Quinenco,20009,L2,V1,2025-12-31 08:10:33,2025-12-31 08:22:31,CC→CW,2025-12-31,,20009,20009
87,268971,Concepcion,Laguna Quinenco,20065,L2,V1,2025-12-31 15:01:33,2025-12-31 15:56:38,CC→CW,2025-12-31,,20065,20065
88,270410,Cristo Redentor,Laguna Quinenco,20041,L2,V1,2025-12-31 11:07:17,2025-12-31 11:10:54,CC→CW,2025-12-31,,20041,20041
89,271926,Concepcion,Costa Mar,20019,L2,V1,2025-12-31 08:01:49,2025-12-31 08:47:47,CC→CW,2025-12-31,combo_por_entrada,20019,20019
90,272391,Los Canelos,Lomas Coloradas,20048,L2,V1,2025-12-31 10:31:16,2025-12-31 10:59:51,CW→CC,2025-12-31,,20048,20048
91,273758,Lomas Coloradas,Cristo Redentor,20195,L2,V1,2025-12-31 16:44:53,2025-12-31 17:12:45,CC→CW,2025-12-31,,20195,20195
92,274391,Coronel,Concepcion,20064,L2,V1,2025-12-31 14:05:29,2025-12-31 15:14:45,CW→CC,2025-12-31,,20064,20064
93,275358,Laguna Quinenco,Costa Mar,20016,L2,V1,2025-12-31 07:30:49,2025-12-31 08:03:25,CW→CC,2025-12-31,,20016,20016
