viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,175467,Concepcion,Huinca,20053,L2,V1,2026-04-15 11:56:51,2026-04-15 12:44:38,CC→CW,2026-04-15,,20053,20053
1,175965,Laguna Quinenco,Costa Mar,20088,L2,V1,2026-04-15 17:36:45,2026-04-15 18:06:14,CW→CC,2026-04-15,,20088,20082
2,175965,Costa Mar,Coronel,20117,L2,V1,2026-04-15 21:24:18,2026-04-15 21:58:17,CC→CW,2026-04-15,,20117,20117
3,176095,Costa Mar,Los Canelos,20003,L2,V1,2026-04-15 07:06:33,2026-04-15 07:31:16,CC→CW,2026-04-15,,20003,20003
4,176113,Los Canelos,Concepcion,20026,L2,V1,2026-04-15 08:06:58,2026-04-15 09:20:44,CW→CC,2026-04-15,combo_por_entrada,20026,20026
5,176113,Mercado,Concepcion,20326,L1,V1,2026-04-15 17:57:28,2026-04-15 19:14:38,TH→HQ,2026-04-15,combo_por_entrada,20326,20326
6,176116,Hito Galvarino,Diagonal Bio Bio,20092,L2,V1,2026-04-15 18:12:00,2026-04-15 18:37:00,CW→CC,2026-04-15,,20092,20092
7,176541,Concepcion,Diagonal Bio Bio,20095,L2,V1,2026-04-15 18:52:13,2026-04-15 19:09:54,CC→CW,2026-04-15,,20095,20093
8,176695,Huinca,Concepcion,20054,L2,V1,2026-04-15 11:36:36,2026-04-15 12:21:40,CW→CC,2026-04-15,,20054,20054
9,176695,Concepcion,Huinca,20063,L2,V1,2026-04-15 13:42:12,2026-04-15 15:16:00,CC→CW,2026-04-15,,20063,20063
10,177292,Los Canelos,Cdal. Raul Silva Henriquez,20020,L2,V1,2026-04-15 07:42:16,2026-04-15 08:00:54,CW→CC,2026-04-15,,20020,20020
11,177426,El Parque,Concepcion,20042,L2,V1,2026-04-15 10:17:10,2026-04-15 10:40:42,CW→CC,2026-04-15,,20042,20042
12,177426,Concepcion,El Parque,20065,L2,V1,2026-04-15 15:13:15,2026-04-15 15:32:15,CC→CW,2026-04-15,,20065,20065
13,177512,Los Condores,Concepcion,20304,L1,V1,2026-04-15 07:42:04,2026-04-15 07:56:32,TH→HQ,2026-04-15,,20304,20304
14,177668,Higueras,Lzo. Arenas,20304,L1,V1,2026-04-15 07:37:14,2026-04-15 07:52:49,TH→HQ,2026-04-15,,20304,20304
15,177668,Lzo. Arenas,Higueras,20325,L1,V1,2026-04-15 17:27:40,2026-04-15 17:51:41,HQ→TH,2026-04-15,,20325,20325
16,177730,Cdal. Raul Silva Henriquez,Concepcion,20062,L2,V1,2026-04-15 14:02:46,2026-04-15 14:36:08,CW→CC,2026-04-15,,20062,20062
17,177792,Huinca,Concepcion,20088,L2,V1,2026-04-15 17:37:05,2026-04-15 18:22:40,CW→CC,2026-04-15,,20088,20086
18,178050,Pedro Medina,Concepcion,20305,L1,V1,2026-04-15 07:41:03,2026-04-15 08:30:15,HQ→TH,2026-04-15,combo_por_entrada,20305,20305
19,178071,Manquimavida,El Arenal,20311,L1,V1,2026-04-15 09:23:19,2026-04-15 10:13:51,HQ→TH,2026-04-15,,20311,20311
20,178071,El Arenal,Manquimavida,20330,L1,V1,2026-04-15 19:24:00,2026-04-15 20:17:02,TH→HQ,2026-04-15,,20330,20330
21,178208,Lzo. Arenas,Manquimavida,20324,L1,V1,2026-04-15 17:43:15,2026-04-15 18:20:02,TH→HQ,2026-04-15,,20324,20324
22,178213,Coronel,Costa Mar,20014,L2,V1,2026-04-15 06:53:08,2026-04-15 07:36:39,CW→CC,2026-04-15,,20014,20010
23,178819,Concepcion,Alborada,20005,L2,V1,2026-04-15 07:05:08,2026-04-15 07:37:34,CC→CW,2026-04-15,combo_relajado_pase1,20005,20300
24,178938,Hito Galvarino,Coronel,20051,L2,V1,2026-04-15 12:09:21,2026-04-15 12:27:44,CC→CW,2026-04-15,,20051,20051
