viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,176438,Concepcion,Los Canelos,20147,L2,V1,2025-07-27 14:30:34,2025-07-27 15:09:49,CC→CW,2025-07-27,,20147,20147
1,177331,Concepcion,Cdal. Raul Silva Henriquez,20139,L2,V1,2025-07-27 12:04:27,2025-07-27 12:39:17,CC→CW,2025-07-27,,20139,20139
2,177625,Cristo Redentor,Concepcion,20160,L2,V1,2025-07-27 16:42:10,2025-07-27 17:29:54,CW→CC,2025-07-27,,20160,20160
3,177714,Diagonal Bio Bio,Cdal. Raul Silva Henriquez,20181,L2,V1,2025-07-27 20:08:33,2025-07-27 20:31:44,CC→CW,2025-07-27,,20181,20181
4,180224,Los Canelos,Hito Galvarino,20150,L2,V1,2025-07-27 14:45:24,2025-07-27 14:59:14,CW→CC,2025-07-27,,20150,20150
5,186184,Coronel,Concepcion,20154,L2,V1,2025-07-27 15:36:12,2025-07-27 16:26:08,CW→CC,2025-07-27,,20154,20154
6,186184,Concepcion,Coronel,20181,L2,V1,2025-07-27 19:50:25,2025-07-27 20:54:21,CC→CW,2025-07-27,,20181,20181
7,187616,Costa Mar,Lomas Coloradas,20151,L2,V1,2025-07-27 15:34:44,2025-07-27 15:53:25,CC→CW,2025-07-27,,20151,20151
8,188544,Concepcion,Higueras,20848,L1,V1,2025-07-27 20:37:43,2025-07-27 21:21:25,HQ→TH,2025-07-27,,20848,20848
9,189171,Huinca,Juan Pablo II,20160,L2,V1,2025-07-27 16:35:52,2025-07-27 17:21:15,CW→CC,2025-07-27,,20160,20160
10,189194,Hualqui,Concepcion,20846,L1,V1,2025-07-27 17:01:43,2025-07-27 17:33:57,HQ→TH,2025-07-27,,20846,20846
11,189710,Coronel,Costa Mar,20154,L2,V1,2025-07-27 15:34:10,2025-07-27 16:08:03,CW→CC,2025-07-27,,20154,20150
12,190586,Manquimavida,Lzo. Arenas,20848,L1,V1,2025-07-27 20:38:41,2025-07-27 21:09:30,HQ→TH,2025-07-27,,20848,20848
13,190650,Concepcion,Coronel,20143,L2,V1,2025-07-27 13:12:15,2025-07-27 13:59:26,CC→CW,2025-07-27,,20143,20143
14,192469,Manquimavida,Lzo. Arenas,20848,L1,V1,2025-07-27 20:38:52,2025-07-27 21:09:31,HQ→TH,2025-07-27,,20848,20848
15,209754,Concepcion,Pedro Medina,20847,L1,V1,2025-07-27 20:14:18,2025-07-27 20:42:29,TH→HQ,2025-07-27,,20847,20847
16,213100,Los Condores,Hualqui,20845,L1,V1,2025-07-27 16:10:12,2025-07-27 17:04:36,TH→HQ,2025-07-27,,20845,20845
17,218652,Cdal. Raul Silva Henriquez,Los Canelos,20139,L2,V1,2025-07-27 12:26:34,2025-07-27 12:49:14,CC→CW,2025-07-27,,20139,20139
18,218652,Los Canelos,Cdal. Raul Silva Henriquez,20180,L2,V1,2025-07-27 19:12:51,2025-07-27 19:41:10,CW→CC,2025-07-27,,20180,20180
19,249426,Cristo Redentor,Juan Pablo II,20130,L2,V1,2025-07-27 09:50:55,2025-07-27 10:27:52,CW→CC,2025-07-27,,20130,20130
20,268201,Costa Mar,Lomas Coloradas,20131,L2,V1,2025-07-27 10:32:42,2025-07-27 10:57:27,CC→CW,2025-07-27,,20131,20131
21,275972,Concepcion,Lomas Coloradas,20139,L2,V1,2025-07-27 12:16:09,2025-07-27 12:36:19,CC→CW,2025-07-27,,20139,20139
