viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,174492,Concepcion,Huinca,20083,L2,V1,2025-12-12 18:02:22,2025-12-12 18:46:26,CC→CW,2025-12-12,,20083,20083
1,176411,Huinca,Costa Mar,20048,L2,V1,2025-12-12 10:42:18,2025-12-12 11:05:41,CW→CC,2025-12-12,,20048,20048
2,176411,Costa Mar,Huinca,20113,L2,V1,2025-12-12 20:57:11,2025-12-12 21:24:33,CC→CW,2025-12-12,,20113,20113
3,176682,Laguna Quinenco,Concepcion,20010,L2,V1,2025-12-12 06:56:56,2025-12-12 07:40:44,CW→CC,2025-12-12,,20010,20010
4,176682,Concepcion,Laguna Quinenco,20117,L2,V1,2025-12-12 21:11:03,2025-12-12 21:59:43,CC→CW,2025-12-12,,20117,20117
5,177387,Concepcion,Concepcion,,,N/A,2025-12-12 16:43:09,2025-12-12 16:47:23,,2025-12-12,no viajo,,
6,177457,Huinca,Juan Pablo II,20008,L2,V1,2025-12-12 06:50:03,2025-12-12 07:22:39,CW→CC,2025-12-12,,20008,20008
7,177457,Concepcion,Los Canelos,20063,L2,V1,2025-12-12 14:12:37,2025-12-12 15:11:41,CC→CW,2025-12-12,,20063,20063
8,177512,Los Condores,Concepcion,20304,L1,V1,2025-12-12 07:40:26,2025-12-12 07:56:54,TH→HQ,2025-12-12,,20304,20304
9,177516,Chiguayante,Concepcion,20397,L1,V1,2025-12-12 07:14:05,2025-12-12 07:28:58,HQ→TH,2025-12-12,,20397,20397
10,177765,Concepcion,Chiguayante,20316,L1,V1,2025-12-12 15:14:12,2025-12-12 15:40:43,TH→HQ,2025-12-12,combo_por_entrada,20316,
11,177968,Manquimavida,Concepcion,20313,L1,V1,2025-12-12 10:08:35,2025-12-12 10:36:03,HQ→TH,2025-12-12,,20313,20313
12,178022,Concepcion,Los Condores,20323,L1,V1,2025-12-12 16:59:01,2025-12-12 17:16:37,HQ→TH,2025-12-12,,20323,20323
13,178057,Cristo Redentor,Coronel,20027,L2,V1,2025-12-12 09:51:49,2025-12-12 10:01:50,CC→CW,2025-12-12,,20027,20027
14,178057,Coronel,Cristo Redentor,20052,L2,V1,2025-12-12 10:59:15,2025-12-12 11:26:55,CW→CC,2025-12-12,,20052,20050
15,178071,Manquimavida,El Arenal,20311,L1,V1,2025-12-12 09:22:05,2025-12-12 10:11:29,HQ→TH,2025-12-12,,20311,20311
16,178071,El Arenal,Manquimavida,20330,L1,V1,2025-12-12 19:16:29,2025-12-12 20:15:04,TH→HQ,2025-12-12,,20330,20328
17,178096,Los Condores,Concepcion,20304,L1,V1,2025-12-12 07:41:58,2025-12-12 07:57:08,TH→HQ,2025-12-12,,20304,20304
18,178852,Concepcion,Costa Mar,20085,L2,V1,2025-12-12 18:08:30,2025-12-12 18:25:34,CC→CW,2025-12-12,,20085,20085
19,179042,Costa Mar,Concepcion,20064,L2,V1,2025-12-12 14:43:12,2025-12-12 15:13:36,CW→CC,2025-12-12,,20064,20064
20,179068,Cdal. Raul Silva Henriquez,Concepcion,20042,L2,V1,2025-12-12 10:15:48,2025-12-12 10:48:38,CW→CC,2025-12-12,,20042,20042
21,179163,Diagonal Bio Bio,Lomas Coloradas,20057,L2,V1,2025-12-12 13:05:25,2025-12-12 13:24:33,CC→CW,2025-12-12,,20057,20057
22,179295,Concepcion,Cdal. Raul Silva Henriquez,20105,L2,V1,2025-12-12 19:57:13,2025-12-12 20:26:23,CC→CW,2025-12-12,,20105,20105
23,179414,Los Canelos,Hito Galvarino,20090,L2,V1,2025-12-12 18:04:14,2025-12-12 18:08:35,CW→CC,2025-12-12,,20090,20090
24,179415,Concepcion,Cristo Redentor,20067,L2,V1,2025-12-12 15:21:19,2025-12-12 16:07:37,CC→CW,2025-12-12,,20067,20065
25,179415,Laguna Quinenco,Diagonal Bio Bio,20076,L2,V1,2025-12-12 16:30:14,2025-12-12 17:21:44,CW→CC,2025-12-12,,20076,20076
26,179485,Costa Mar,Concepcion,20086,L2,V1,2025-12-12 17:52:14,2025-12-12 18:11:33,CW→CC,2025-12-12,,20086,20086
27,181166,Concepcion,Lzo. Arenas,20311,L1,V1,2025-12-12 09:36:09,2025-12-12 09:56:08,HQ→TH,2025-12-12,match_por_salida_fallback,20311,20311
28,181350,Laguna Quinenco,Concepcion,20036,L2,V1,2025-12-12 09:12:51,2025-12-12 10:05:19,CW→CC,2025-12-12,,20036,20034
29,181355,Cristo Redentor,Huinca,20062,L2,V1,2025-12-12 13:54:32,2025-12-12 13:59:40,CW→CC,2025-12-12,,20062,20062
30,182265,Concepcion,Los Canelos,20123,L2,V1,2025-12-12 21:45:30,2025-12-12 22:21:32,CC→CW,2025-12-12,,20123,20123
31,182402,Huinca,Concepcion,20040,L2,V1,2025-12-12 09:40:38,2025-12-12 10:24:38,CW→CC,2025-12-12,,20040,20040
32,182402,Concepcion,Huinca,20063,L2,V1,2025-12-12 14:08:00,2025-12-12 15:12:47,CC→CW,2025-12-12,,20063,20063
33,182442,Higueras,Concepcion,20841,L1,V1,2025-12-12 07:08:22,2025-12-12 08:00:17,TH→HQ,2025-12-12,match_por_salida_fallback,20841,20841
34,182442,Los Canelos,Concepcion,20106,L2,V1,2025-12-12 19:26:55,2025-12-12 20:17:00,CW→CC,2025-12-12,,20106,20104
35,182470,Laguna Quinenco,Concepcion,20016,L2,V1,2025-12-12 07:26:15,2025-12-12 08:12:57,CW→CC,2025-12-12,,20016,20016
