viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,175445,Huinca,Coronel,20093.0,L2,V1,2026-06-30 19:26:16,2026-06-30 19:46:02,CC→CW,2026-06-30,,20093.0,20093.0,450,Monedero
1,175445,Coronel,Huinca,20122.0,L2,V1,2026-06-30 20:48:15,2026-06-30 21:09:58,CW→CC,2026-06-30,,20122.0,20120.0,450,Monedero
2,175943,Laguna Quinenco,Coronel,20053.0,L2,V1,2026-06-30 12:27:44,2026-06-30 12:58:45,CC→CW,2026-06-30,,20053.0,20051.0,440,Monedero
3,175943,Coronel,Laguna Quinenco,20062.0,L2,V1,2026-06-30 13:37:44,2026-06-30 13:54:22,CW→CC,2026-06-30,,20062.0,20062.0,440,Monedero
4,176113,Huinca,Concepcion,20016.0,L2,V1,2026-06-30 07:27:59,2026-06-30 08:11:22,CW→CC,2026-06-30,,20016.0,20016.0,850,Monedero
5,176113,Concepcion,Los Canelos,20111.0,L2,V1,2026-06-30 20:23:48,2026-06-30 21:03:50,CC→CW,2026-06-30,,20111.0,20111.0,850,Monedero
6,176541,Concepcion,Diagonal Bio Bio,20089.0,L2,V1,2026-06-30 18:20:29,2026-06-30 18:34:31,CC→CW,2026-06-30,,20089.0,20089.0,570,Monedero
7,177208,Concepcion,Coronel,20067.0,L2,V1,2026-06-30 15:21:51,2026-06-30 16:13:12,CC→CW,2026-06-30,,20067.0,20065.0,880,Monedero
8,177354,Los Canelos,Juan Pablo II,20098.0,L2,V1,2026-06-30 18:28:33,2026-06-30 19:02:53,CW→CC,2026-06-30,,20098.0,20094.0,650,Monedero
9,177512,Higueras,Concepcion,20865.0,L1,V1,2026-06-30 08:01:36,2026-06-30 08:26:00,TH→HQ,2026-06-30,,20865.0,20865.0,500,Monedero
10,177655,Coronel,Los Canelos,20084.0,L2,V1,2026-06-30 17:16:31,2026-06-30 17:36:45,CW→CC,2026-06-30,,20084.0,20084.0,530,Monedero
11,177714,Diagonal Bio Bio,Cdal. Raul Silva Henriquez,20113.0,L2,V1,2026-06-30 20:50:37,2026-06-30 21:08:36,CC→CW,2026-06-30,,20113.0,20113.0,510,Monedero
12,177723,Concepcion,Pedro Medina,20326.0,L1,V1,2026-06-30 18:15:08,2026-06-30 18:45:22,TH→HQ,2026-06-30,,20326.0,20326.0,510,Monedero
13,177883,Cdal. Raul Silva Henriquez,Concepcion,20052.0,L2,V1,2026-06-30 11:17:34,2026-06-30 12:39:11,CW→CC,2026-06-30,combo_por_entrada,20052.0,20052.0,590,Monedero
14,177883,Mercado,Concepcion,20322.0,L1,V1,2026-06-30 16:25:15,2026-06-30 17:59:27,TH→HQ,2026-06-30,combo_por_entrada,20322.0,20322.0,590,Monedero
15,179002,La Leonera,UTF Santa Maria,20397.0,L1,V1,2026-06-30 06:51:58,2026-06-30 07:43:14,HQ→TH,2026-06-30,,20397.0,20397.0,540,Monedero
16,179042,Costa Mar,Concepcion,20068.0,L2,V1,2026-06-30 16:00:20,2026-06-30 16:22:55,CW→CC,2026-06-30,,20068.0,20068.0,570,Monedero
