viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,153193,Concepcion,Huinca,20087.0,L2,V1,2026-07-22 18:11:02,2026-07-22 18:48:36,CC→CW,2026-07-22,,20087.0,20087.0,850,Monedero
1,174600,El Arenal,Concepcion,20841.0,L1,V1,2026-07-22 07:03:48,2026-07-22 08:03:13,TH→HQ,2026-07-22,combo_por_entrada,20841.0,20841.0,880,Monedero
2,174600,Concepcion,El Arenal,20321.0,L1,V1,2026-07-22 16:40:44,2026-07-22 17:14:03,HQ→TH,2026-07-22,,20321.0,20856.0,540,Monedero
3,176113,Huinca,Concepcion,20198.0,L2,V1,2026-07-22 06:58:24,2026-07-22 08:29:05,CW→CC,2026-07-22,combo_por_entrada,20198.0,20198.0,900,Monedero
4,176113,Mercado,Concepcion,20326.0,L1,V1,2026-07-22 17:54:39,2026-07-22 18:30:08,TH→HQ,2026-07-22,,20326.0,20326.0,540,Monedero
5,176113,Concepcion,Los Canelos,20109.0,L2,V1,2026-07-22 20:15:03,2026-07-22 20:49:27,CC→CW,2026-07-22,,20109.0,20109.0,850,Monedero
6,176541,Concepcion,Diagonal Bio Bio,20085.0,L2,V1,2026-07-22 17:58:30,2026-07-22 18:11:09,CC→CW,2026-07-22,,20085.0,20083.0,570,Monedero
7,177354,Concepcion,Los Canelos,20089.0,L2,V1,2026-07-22 18:26:07,2026-07-22 19:10:52,CC→CW,2026-07-22,,20089.0,20089.0,850,Monedero
8,177512,UTF Santa Maria,Concepcion,20865.0,L1,V1,2026-07-22 08:08:35,2026-07-22 08:25:46,TH→HQ,2026-07-22,,20865.0,20865.0,500,Monedero
9,177936,Chiguayante,La Leonera,,,,2026-07-22 16:05:20,2026-07-22 16:20:15,,2026-07-22,sin_combo_factible_en_hub|sin_s1_factible_retro,,,420,Monedero
10,178037,Concepcion,Los Condores,20379.0,L1,V1,2026-07-22 18:02:15,2026-07-22 18:17:22,HQ→TH,2026-07-22,,20379.0,20379.0,500,Monedero
11,179009,Hito Galvarino,Concepcion,20012.0,L2,V1,2026-07-22 07:35:28,2026-07-22 08:16:17,CW→CC,2026-07-22,,20012.0,20012.0,850,Monedero
12,179009,Concepcion,Hito Galvarino,20035.0,L2,V1,2026-07-22 09:44:56,2026-07-22 10:19:29,CC→CW,2026-07-22,,20035.0,20035.0,850,Monedero
13,179115,El Parque,Costa Mar,20104.0,L2,V1,2026-07-22 19:22:44,2026-07-22 19:26:56,CW→CC,2026-07-22,,20104.0,20104.0,430,Monedero
14,179118,Juan Pablo II,Concepcion,20030.0,L2,V1,2026-07-22 09:14:20,2026-07-22 09:35:51,CW→CC,2026-07-22,,20030.0,20030.0,570,Monedero
15,180089,Los Canelos,Concepcion,20020.0,L2,V1,2026-07-22 07:43:05,2026-07-22 08:20:49,CW→CC,2026-07-22,,20020.0,20020.0,850,Monedero
16,180089,Concepcion,Laguna Quinenco,20093.0,L2,V1,2026-07-22 18:43:37,2026-07-22 19:52:34,CC→CW,2026-07-22,,20093.0,20093.0,880,Monedero
17,181195,La Leonera,El Arenal,20301.0,L1,V1,2026-07-22 06:25:52,2026-07-22 07:20:57,HQ→TH,2026-07-22,,20301.0,20301.0,550,Monedero
18,181195,Concepcion,La Leonera,20322.0,L1,V1,2026-07-22 17:42:37,2026-07-22 18:24:11,TH→HQ,2026-07-22,,20322.0,20322.0,510,Monedero
19,181220,La Leonera,Pedro Medina,20329.0,L1,V1,2026-07-22 18:34:12,2026-07-22 18:54:40,HQ→TH,2026-07-22,,20329.0,20329.0,420,Monedero
20,181220,Pedro Medina,La Leonera,20328.0,L1,V1,2026-07-22 19:27:59,2026-07-22 19:48:53,TH→HQ,2026-07-22,,20328.0,,420,Monedero
21,181233,Higueras,Concepcion,20316.0,L1,V1,2026-07-22 15:07:39,2026-07-22 16:06:42,TH→HQ,2026-07-22,combo_por_entrada,20316.0,20316.0,880,Monedero
22,181334,Coronel,Concepcion,20092.0,L2,V1,2026-07-22 17:56:41,2026-07-22 18:49:14,CW→CC,2026-07-22,,20092.0,20092.0,880,Monedero
23,181334,Concepcion,Costa Mar,20115.0,L2,V1,2026-07-22 20:53:59,2026-07-22 21:15:29,CC→CW,2026-07-22,,20115.0,20115.0,570,Monedero
24,181457,Cdal. Raul Silva Henriquez,Concepcion,20066.0,L2,V1,2026-07-22 15:01:30,2026-07-22 15:30:14,CW→CC,2026-07-22,,20066.0,20066.0,570,Monedero
25,182265,Lzo. Arenas,Concepcion,20376.0,L1,V1,2026-07-22 17:10:18,2026-07-22 18:12:23,TH→HQ,2026-07-22,combo_relajado_pase1,20376.0,20376.0,850,Monedero
26,182383,Lomas Coloradas,Concepcion,20008.0,L2,V1,2026-07-22 07:20:00,2026-07-22 07:48:10,CW→CC,2026-07-22,,20008.0,20008.0,570,Monedero
27,182383,Concepcion,Lomas Coloradas,20075.0,L2,V1,2026-07-22 17:02:14,2026-07-22 17:34:59,CC→CW,2026-07-22,,20075.0,20073.0,570,Monedero
28,183372,Los Condores,Hualqui,20300.0,L1,V1,2026-07-22 06:35:40,2026-07-22 07:31:48,TH→HQ,2026-07-22,,20300.0,20300.0,560,Monedero
29,183372,Hualqui,Los Condores,20323.0,L1,V1,2026-07-22 16:24:39,2026-07-22 17:20:37,HQ→TH,2026-07-22,,20323.0,20323.0,560,Monedero
30,183591,Lomas Coloradas,Concepcion,20048.0,L2,V1,2026-07-22 10:57:59,2026-07-22 11:26:42,CW→CC,2026-07-22,,20048.0,20048.0,570,Monedero
31,183591,Concepcion,Lomas Coloradas,20039.0,L2,V1,2026-07-22 12:21:36,2026-07-22 12:42:48,CC→CW,2026-07-22,,20039.0,20039.0,570,Monedero
32,184146,Hito Galvarino,Concepcion,20074.0,L2,V1,2026-07-22 18:47:58,2026-07-22 19:27:35,CW→CC,2026-07-22,,20074.0,20074.0,850,Monedero
33,184160,UTF Santa Maria,Chiguayante,20312.0,L1,V1,2026-07-22 10:15:07,2026-07-22 10:40:15,TH→HQ,2026-07-22,,20312.0,20312.0,540,Monedero
34,184194,Huinca,Concepcion,20036.0,L2,V1,2026-07-22 09:18:02,2026-07-22 10:02:12,CW→CC,2026-07-22,,20036.0,20034.0,850,Monedero
35,184283,Concepcion,Costa Mar,20109.0,L2,V1,2026-07-22 20:12:27,2026-07-22 20:29:06,CC→CW,2026-07-22,,20109.0,20109.0,570,Monedero
36,185123,Concepcion,Coronel,20109.0,L2,V1,2026-07-22 20:09:24,2026-07-22 20:57:17,CC→CW,2026-07-22,,20109.0,20109.0,880,Monedero
37,185184,Manquimavida,Lzo. Arenas,20325.0,L1,V1,2026-07-22 17:10:37,2026-07-22 17:44:28,HQ→TH,2026-07-22,,20325.0,20325.0,510,Monedero
38,185305,El Parque,Lomas Coloradas,20071.0,L2,V1,2026-07-22 17:03:01,2026-07-22 17:14:45,CC→CW,2026-07-22,,20071.0,20071.0,430,Monedero
39,185921,UTF Santa Maria,Concepcion,20841.0,L1,V1,2026-07-22 07:11:17,2026-07-22 07:26:23,TH→HQ,2026-07-22,,20841.0,20841.0,500,Monedero
40,186093,Concepcion,Los Condores,20351.0,L1,V1,2026-07-22 07:14:41,2026-07-22 07:36:39,HQ→TH,2026-07-22,,20351.0,20351.0,500,Monedero
41,186802,Higueras,Mercado,20305.0,L1,V1,2026-07-22 08:20:48,2026-07-22 08:29:23,HQ→TH,2026-07-22,,20305.0,20305.0,490,Monedero
42,186823,Costa Mar,Diagonal Bio Bio,20080.0,L2,V1,2026-07-22 19:34:32,2026-07-22 19:49:55,CW→CC,2026-07-22,,20080.0,20080.0,510,Monedero
43,187592,Concepcion,El Arenal,20323.0,L1,V1,2026-07-22 17:03:32,2026-07-22 17:30:39,HQ→TH,2026-07-22,,20323.0,20323.0,540,Monedero
44,189214,Huinca,Concepcion,20066.0,L2,V1,2026-07-22 14:45:24,2026-07-22 15:29:46,CW→CC,2026-07-22,,20066.0,20066.0,850,Monedero
45,190812,Juan Pablo II,Concepcion,20064.0,L2,V1,2026-07-22 15:05:03,2026-07-22 15:19:47,CW→CC,2026-07-22,,20064.0,20064.0,570,Monedero
46,191304,Concepcion,La Leonera,20326.0,L1,V1,2026-07-22 18:18:46,2026-07-22 18:52:09,TH→HQ,2026-07-22,,20326.0,,510,Monedero
47,191813,Juan Pablo II,Cristo Redentor,20051.0,L2,V1,2026-07-22 11:44:00,2026-07-22 12:27:23,CC→CW,2026-07-22,,20051.0,20049.0,680,Monedero
48,191813,Cristo Redentor,Lomas Coloradas,20088.0,L2,V1,2026-07-22 17:42:40,2026-07-22 18:03:16,CW→CC,2026-07-22,,20088.0,20088.0,630,Monedero
49,191906,Mercado,Hualqui,20843.0,L1,V1,2026-07-22 11:50:20,2026-07-22 12:56:56,TH→HQ,2026-07-22,,20843.0,,580,Monedero
50,192481,Concepcion,Los Condores,20325.0,L1,V1,2026-07-22 17:34:49,2026-07-22 17:52:09,HQ→TH,2026-07-22,,20325.0,20325.0,500,Monedero
51,193987,Laguna Quinenco,Juan Pablo II,20008.0,L2,V1,2026-07-22 06:46:06,2026-07-22 07:30:19,CW→CC,2026-07-22,,20008.0,20006.0,790,Monedero
52,193987,Juan Pablo II,Laguna Quinenco,20069.0,L2,V1,2026-07-22 16:31:24,2026-07-22 17:23:29,CC→CW,2026-07-22,,20069.0,20069.0,790,Monedero
