viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,176335,Manquimavida,Concepcion,20373,L1,V1,2025-12-16 09:04:58,2025-12-16 10:19:07,HQ→TH,2025-12-16,combo_por_entrada,20373,20373
1,176335,Coronel,Concepcion,20056,L2,V1,2025-12-16 11:56:18,2025-12-16 13:04:44,CW→CC,2025-12-16,,20056,20056
2,176411,Huinca,Costa Mar,20196,L2,V1,2025-12-16 06:41:00,2025-12-16 07:06:36,CW→CC,2025-12-16,,20196,20196
3,176411,Costa Mar,Huinca,20065,L2,V1,2025-12-16 14:54:34,2025-12-16 15:51:30,CC→CW,2025-12-16,,20065,20063
4,176608,Coronel,Concepcion,20062,L2,V1,2025-12-16 13:22:02,2025-12-16 14:36:51,CW→CC,2025-12-16,,20062,20062
5,176608,Concepcion,Los Canelos,20085,L2,V1,2025-12-16 18:04:45,2025-12-16 18:50:29,CC→CW,2025-12-16,,20085,20083
6,176682,Laguna Quinenco,Concepcion,20010,L2,V1,2025-12-16 06:57:08,2025-12-16 07:39:50,CW→CC,2025-12-16,,20010,20010
7,177512,Los Condores,Concepcion,20304,L1,V1,2025-12-16 07:38:16,2025-12-16 07:55:01,TH→HQ,2025-12-16,,20304,20304
8,177558,Pedro Medina,Concepcion,20331,L1,V1,2025-12-16 19:16:12,2025-12-16 19:38:38,HQ→TH,2025-12-16,,20331,20331
9,177558,Concepcion,Chiguayante,20330,L1,V1,2025-12-16 19:52:30,2025-12-16 20:09:36,TH→HQ,2025-12-16,,20330,20330
10,177882,Costa Mar,El Parque,20055,L2,V1,2025-12-16 12:34:49,2025-12-16 12:40:11,CC→CW,2025-12-16,,20055,20055
11,178096,Los Condores,Concepcion,20841,L1,V1,2025-12-16 07:08:09,2025-12-16 07:25:59,TH→HQ,2025-12-16,,20841,20841
12,178096,Concepcion,Los Condores,20309,L1,V1,2025-12-16 08:55:23,2025-12-16 09:16:19,HQ→TH,2025-12-16,,20309,20371
