viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,175445,Los Canelos,Concepcion,20094,L2,V1,2025-12-09 18:23:31,2025-12-09 19:14:53,CW→CC,2025-12-09,,20094,20092
1,175445,Concepcion,Huinca,20105,L2,V1,2025-12-09 19:53:41,2025-12-09 20:39:30,CC→CW,2025-12-09,,20105,20101
2,176411,Huinca,Costa Mar,20196,L2,V1,2025-12-09 06:44:17,2025-12-09 07:13:35,CW→CC,2025-12-09,,20196,20196
3,176411,Concepcion,Huinca,20077,L2,V1,2025-12-09 17:21:18,2025-12-09 18:09:04,CC→CW,2025-12-09,,20077,20073
4,176515,Concepcion,Hualqui,20322,L1,V1,2025-12-09 16:50:47,2025-12-09 18:01:18,TH→HQ,2025-12-09,,20322,20322
5,176682,Laguna Quinenco,Concepcion,20010,L2,V1,2025-12-09 06:49:15,2025-12-09 07:42:50,CW→CC,2025-12-09,,20010,20008
6,176682,Concepcion,Laguna Quinenco,20115,L2,V1,2025-12-09 20:59:15,2025-12-09 21:44:08,CC→CW,2025-12-09,,20115,20115
7,177208,Concepcion,Coronel,20077,L2,V1,2025-12-09 17:25:33,2025-12-09 18:17:08,CC→CW,2025-12-09,,20077,20077
8,177512,Los Condores,Concepcion,20304,L1,V1,2025-12-09 07:42:26,2025-12-09 07:55:42,TH→HQ,2025-12-09,,20304,20304
9,177516,Chiguayante,Concepcion,20305,L1,V1,2025-12-09 07:47:28,2025-12-09 08:01:38,HQ→TH,2025-12-09,,20305,20305
10,177634,Costa Mar,Cristo Redentor,20015,L2,V1,2025-12-09 08:32:28,2025-12-09 09:11:35,CC→CW,2025-12-09,,20015,20015
11,177634,Cristo Redentor,Concepcion,20068,L2,V1,2025-12-09 15:28:37,2025-12-09 16:29:03,CW→CC,2025-12-09,,20068,20068
12,177723,Concepcion,Pedro Medina,20855,L1,V1,2025-12-09 21:14:12,2025-12-09 21:40:13,TH→HQ,2025-12-09,,20855,20855
13,177864,Coronel,Concepcion,20026,L2,V1,2025-12-09 08:15:49,2025-12-09 09:01:18,CW→CC,2025-12-09,,20026,20026
14,177864,Concepcion,Coronel,20095,L2,V1,2025-12-09 19:18:15,2025-12-09 20:17:33,CC→CW,2025-12-09,,20095,20095
15,177936,La Leonera,Chiguayante,20305,L1,V1,2025-12-09 07:36:52,2025-12-09 07:50:21,HQ→TH,2025-12-09,,20305,20305
16,177968,Manquimavida,Concepcion,20325,L1,V1,2025-12-09 17:06:40,2025-12-09 17:33:08,HQ→TH,2025-12-09,,20325,20325
17,177968,Concepcion,Manquimavida,20330,L1,V1,2025-12-09 19:54:07,2025-12-09 20:15:10,TH→HQ,2025-12-09,,20330,
18,178095,Cdal. Raul Silva Henriquez,Coronel,20007,L2,V1,2025-12-09 07:56:00,2025-12-09 08:26:31,CC→CW,2025-12-09,,20007,20007
19,178096,Los Condores,Concepcion,20310,L1,V1,2025-12-09 09:09:26,2025-12-09 09:25:24,TH→HQ,2025-12-09,,20310,20310
20,178158,Concepcion,Costa Mar,20091,L2,V1,2025-12-09 18:48:40,2025-12-09 19:16:57,CC→CW,2025-12-09,,20091,20091
21,178805,Huinca,Concepcion,20014,L2,V1,2025-12-09 07:19:14,2025-12-09 08:00:09,CW→CC,2025-12-09,,20014,20014
22,178805,Concepcion,Huinca,20085,L2,V1,2025-12-09 18:11:44,2025-12-09 18:53:15,CC→CW,2025-12-09,,20085,20085
23,179082,Mercado,La Leonera,20322,L1,V1,2025-12-09 16:56:28,2025-12-09 17:47:49,TH→HQ,2025-12-09,,20322,20320
24,179163,Diagonal Bio Bio,Lomas Coloradas,20051,L2,V1,2025-12-09 11:48:55,2025-12-09 12:05:07,CC→CW,2025-12-09,,20051,20051
