viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,165256,Cdal. Raul Silva Henriquez,Juan Pablo II,20044,L2,V1,2026-01-19 10:18:42,2026-01-19 10:40:38,CW→CC,2026-01-19,,20044,20042,510,Monedero
1,165256,Juan Pablo II,Cdal. Raul Silva Henriquez,20101,L2,V1,2026-01-19 19:51:27,2026-01-19 20:09:40,CC→CW,2026-01-19,,20101,20098,510,Monedero
2,176411,Huinca,Costa Mar,20048,L2,V1,2026-01-19 10:48:49,2026-01-19 11:25:46,CW→CC,2026-01-19,,20048,20048,630,Monedero
3,176411,Costa Mar,Huinca,20113,L2,V1,2026-01-19 20:55:22,2026-01-19 21:24:13,CC→CW,2026-01-19,,20113,20113,630,Monedero
4,176457,Higueras,Chiguayante,20332,L1,V1,2026-01-19 20:01:18,2026-01-19 20:41:50,TH→HQ,2026-01-19,,20332,20332,540,Monedero
5,176682,Laguna Quinenco,Concepcion,20012,L2,V1,2026-01-19 07:08:05,2026-01-19 07:50:39,CW→CC,2026-01-19,,20012,20012,880,Monedero
6,176682,Concepcion,Laguna Quinenco,20123,L2,V1,2026-01-19 21:35:05,2026-01-19 22:30:16,CC→CW,2026-01-19,,20123,20121,880,Monedero
7,177267,Concepcion,Costa Mar,20049,L2,V1,2026-01-19 10:53:10,2026-01-19 11:47:55,CC→CW,2026-01-19,,20049,20049,570,Monedero
8,177334,Concepcion,El Parque,20007,L2,V1,2026-01-19 07:28:15,2026-01-19 07:48:27,CC→CW,2026-01-19,,20007,20007,570,Monedero
9,177334,El Parque,Concepcion,20068,L2,V1,2026-01-19 15:46:18,2026-01-19 16:23:54,CW→CC,2026-01-19,,20068,20068,570,Monedero
10,177751,Costa Mar,Concepcion,20022,L2,V1,2026-01-19 08:30:14,2026-01-19 08:49:19,CW→CC,2026-01-19,,20022,20022,570,Monedero
11,177922,Concepcion,Hualqui,20328,L1,V1,2026-01-19 19:17:16,2026-01-19 20:01:12,TH→HQ,2026-01-19,,20328,20328,550,Monedero
12,177936,La Leonera,Chiguayante,20305,L1,V1,2026-01-19 07:37:13,2026-01-19 07:51:07,HQ→TH,2026-01-19,,20305,20305,420,Monedero
13,177936,Chiguayante,La Leonera,20322,L1,V1,2026-01-19 17:33:47,2026-01-19 17:50:26,TH→HQ,2026-01-19,,20322,,420,Monedero
14,177968,Manquimavida,Concepcion,20325,L1,V1,2026-01-19 17:11:40,2026-01-19 17:31:17,HQ→TH,2026-01-19,,20325,20325,510,Monedero
