viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2,MONTO_TRANSACCION,tipo_pasajero_norm
0,176675,Cristo Redentor,Hito Galvarino,20002.0,L2,V1,2026-07-02 06:12:34,2026-07-02 06:23:17,CW→CC,2026-07-02,,20002.0,20002.0,460,Monedero
1,177354,Concepcion,Los Canelos,20063.0,L2,V1,2026-07-02 14:18:21,2026-07-02 15:12:52,CC→CW,2026-07-02,,20063.0,20063.0,850,Monedero
2,177512,Los Condores,Concepcion,20865.0,L1,V1,2026-07-02 08:03:42,2026-07-02 08:26:00,TH→HQ,2026-07-02,,20865.0,20865.0,500,Monedero
3,177521,Concepcion,Manquimavida,20332.0,L1,V1,2026-07-02 20:04:01,2026-07-02 20:45:50,TH→HQ,2026-07-02,,20332.0,20330.0,510,Monedero
4,177634,Costa Mar,Coronel,20033.0,L2,V1,2026-07-02 09:35:38,2026-07-02 10:12:23,CC→CW,2026-07-02,,20033.0,20031.0,650,Monedero
5,177723,Pedro Medina,Concepcion,20333.0,L1,V1,2026-07-02 20:14:44,2026-07-02 20:35:04,HQ→TH,2026-07-02,,20333.0,20333.0,510,Monedero
6,177971,Manquimavida,Concepcion,20842.0,L1,V1,2026-07-02 08:16:43,2026-07-02 08:35:25,HQ→TH,2026-07-02,,20842.0,20842.0,510,Monedero
7,178157,UTF Santa Maria,Higueras,20351.0,L1,V1,2026-07-02 07:25:40,2026-07-02 07:40:50,HQ→TH,2026-07-02,,20351.0,20351.0,420,Monedero
8,178880,Hito Galvarino,Coronel,20083.0,L2,V1,2026-07-02 18:15:32,2026-07-02 18:35:17,CC→CW,2026-07-02,,20083.0,20083.0,530,Monedero
9,179102,Huinca,Concepcion,20056.0,L2,V1,2026-07-02 12:00:19,2026-07-02 13:06:32,CW→CC,2026-07-02,,20056.0,20056.0,850,Monedero
10,179102,Concepcion,Huinca,20063.0,L2,V1,2026-07-02 14:24:44,2026-07-02 15:13:59,CC→CW,2026-07-02,,20063.0,20063.0,850,Monedero
11,179118,Lomas Coloradas,Concepcion,20030.0,L2,V1,2026-07-02 08:46:35,2026-07-02 09:12:51,CW→CC,2026-07-02,,20030.0,20028.0,570,Monedero
12,179118,Concepcion,Lomas Coloradas,20111.0,L2,V1,2026-07-02 20:28:43,2026-07-02 20:54:42,CC→CW,2026-07-02,,20111.0,20111.0,570,Monedero
13,179169,UTF Santa Maria,Concepcion,20300.0,L1,V1,2026-07-02 07:13:32,2026-07-02 07:34:58,TH→HQ,2026-07-02,combo_relajado_pase1,20300.0,20300.0,560,Monedero
14,179376,Concepcion,La Leonera,20330.0,L1,V1,2026-07-02 19:57:54,2026-07-02 20:18:36,TH→HQ,2026-07-02,,20330.0,20330.0,510,Monedero
15,180457,Huinca,Laguna Quinenco,20069.0,L2,V1,2026-07-02 16:33:11,2026-07-02 17:07:55,CC→CW,2026-07-02,,20069.0,20069.0,450,Monedero
16,180457,Laguna Quinenco,Huinca,20088.0,L2,V1,2026-07-02 17:45:28,2026-07-02 17:59:13,CW→CC,2026-07-02,,20088.0,20088.0,450,Monedero
17,180726,Costa Mar,El Parque,20049.0,L2,V1,2026-07-02 11:35:49,2026-07-02 11:48:15,CC→CW,2026-07-02,,20049.0,20049.0,430,Monedero
18,182371,Concepcion,Chiguayante,20328.0,L1,V1,2026-07-02 18:45:50,2026-07-02 19:44:45,TH→HQ,2026-07-02,,20328.0,,510,Monedero
19,182432,Cdal. Raul Silva Henriquez,Juan Pablo II,20072.0,L2,V1,2026-07-02 16:07:16,2026-07-02 16:47:06,CW→CC,2026-07-02,,20072.0,20072.0,510,Monedero
20,182432,Juan Pablo II,Lomas Coloradas,20095.0,L2,V1,2026-07-02 19:00:12,2026-07-02 19:48:54,CC→CW,2026-07-02,,20095.0,20093.0,510,Monedero
21,184194,Huinca,Concepcion,20054.0,L2,V1,2026-07-02 11:40:16,2026-07-02 12:19:32,CW→CC,2026-07-02,,20054.0,20054.0,850,Monedero
22,184323,Costa Mar,Concepcion,20088.0,L2,V1,2026-07-02 18:02:18,2026-07-02 19:07:29,CW→CC,2026-07-02,combo_por_entrada,20088.0,20088.0,590,Monedero
23,184459,Lzo. Arenas,Los Condores,20323.0,L1,V1,2026-07-02 17:05:00,2026-07-02 17:16:31,HQ→TH,2026-07-02,,20323.0,20323.0,500,Monedero
24,185118,Coronel,Concepcion,20032.0,L2,V1,2026-07-02 08:34:44,2026-07-02 09:29:52,CW→CC,2026-07-02,,20032.0,20030.0,880,Monedero
25,185184,Lzo. Arenas,Manquimavida,20855.0,L1,V1,2026-07-02 21:14:49,2026-07-02 21:42:20,TH→HQ,2026-07-02,,20855.0,20332.0,510,Monedero
26,185918,Cristo Redentor,Diagonal Bio Bio,20016.0,L2,V1,2026-07-02 07:18:22,2026-07-02 07:54:57,CW→CC,2026-07-02,,20016.0,20016.0,680,Monedero
27,186009,Cristo Redentor,Diagonal Bio Bio,20030.0,L2,V1,2026-07-02 08:32:07,2026-07-02 09:04:14,CW→CC,2026-07-02,,20030.0,20030.0,680,Monedero
28,186009,Diagonal Bio Bio,Cristo Redentor,20077.0,L2,V1,2026-07-02 17:30:47,2026-07-02 18:05:39,CC→CW,2026-07-02,,20077.0,20077.0,680,Monedero
29,186021,Cristo Redentor,Los Canelos,20066.0,L2,V1,2026-07-02 14:42:45,2026-07-02 14:55:29,CW→CC,2026-07-02,,20066.0,20064.0,460,Monedero
30,187592,Concepcion,El Arenal,20325.0,L1,V1,2026-07-02 17:27:13,2026-07-02 17:53:55,HQ→TH,2026-07-02,,20325.0,20325.0,540,Monedero
31,187592,El Arenal,Los Condores,20330.0,L1,V1,2026-07-02 19:33:26,2026-07-02 19:42:11,TH→HQ,2026-07-02,,20330.0,20330.0,490,Monedero
32,190050,Costa Mar,Concepcion,20040.0,L2,V1,2026-07-02 10:05:19,2026-07-02 10:23:00,CW→CC,2026-07-02,,20040.0,20040.0,570,Monedero
33,190056,Cristo Redentor,Lomas Coloradas,20094.0,L2,V1,2026-07-02 18:17:16,2026-07-02 18:37:50,CW→CC,2026-07-02,,20094.0,20094.0,630,Monedero
34,190720,Coronel,Concepcion,20018.0,L2,V1,2026-07-02 07:24:32,2026-07-02 08:12:14,CW→CC,2026-07-02,,20018.0,20018.0,880,Monedero
35,190809,Concepcion,Concepcion,,,,2026-07-02 20:06:07,2026-07-02 20:11:37,,2026-07-02,no viajo,,,420,Monedero
