viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,176411,Huinca,Costa Mar,20040,L2,V1,2026-03-14 09:35:08,2026-03-14 10:08:57,CW→CC,2026-03-14,,20040,20040
1,176411,Costa Mar,Huinca,20171,L2,V1,2026-03-14 20:55:01,2026-03-14 21:35:51,CC→CW,2026-03-14,,20171,20171
2,176457,Higueras,Chiguayante,20847,L1,V1,2026-03-14 20:06:03,2026-03-14 20:42:12,TH→HQ,2026-03-14,,20847,20847
3,177882,Costa Mar,El Parque,20041,L2,V1,2026-03-14 10:38:53,2026-03-14 10:47:02,CC→CW,2026-03-14,,20041,20041
4,177882,El Parque,Costa Mar,20166,L2,V1,2026-03-14 19:28:01,2026-03-14 19:45:17,CW→CC,2026-03-14,,20166,20166
5,177964,Diagonal Bio Bio,Concepcion,20062,L2,V1,2026-03-14 14:18:56,2026-03-14 14:40:25,CW→CC,2026-03-14,,20062,20062
6,178070,Costa Mar,Concepcion,20066,L2,V1,2026-03-14 15:09:16,2026-03-14 15:31:00,CW→CC,2026-03-14,,20066,20066
7,178070,Concepcion,Costa Mar,20157,L2,V1,2026-03-14 17:25:29,2026-03-14 17:46:14,CC→CW,2026-03-14,,20157,20157
8,179011,Lomas Coloradas,Cristo Redentor,20165,L2,V1,2026-03-14 19:43:49,2026-03-14 20:06:56,CC→CW,2026-03-14,,20165,20165
9,180377,Huinca,Juan Pablo II,20066,L2,V1,2026-03-14 14:49:55,2026-03-14 15:22:45,CW→CC,2026-03-14,,20066,20066
10,181158,Diagonal Bio Bio,Coronel,20053,L2,V1,2026-03-14 12:00:59,2026-03-14 12:54:06,CC→CW,2026-03-14,,20053,20051
11,181158,Coronel,Diagonal Bio Bio,20068,L2,V1,2026-03-14 15:05:22,2026-03-14 16:08:38,CW→CC,2026-03-14,,20068,20066
