viaje_idx,tarjeta_id,origen,destino,servicio_final,linea,version_que_gana,t_entrada_viaje,t_salida_viaje,direccion,dia_proceso,etiqueta,servicio_tramo_v1,servicio_tramo_v2
0,176608,Concepcion,Lomas Coloradas,20051,L2,V1,2025-10-15 15:18:38,2025-10-15 15:55:08,CC→CW,2025-10-15,,20051,20051
1,176608,Lomas Coloradas,Los Canelos,20061,L2,V1,2025-10-15 17:46:43,2025-10-15 18:02:53,CC→CW,2025-10-15,,20061,20061
2,177512,Los Condores,Concepcion,20304,L1,V1,2025-10-15 07:36:28,2025-10-15 07:56:25,TH→HQ,2025-10-15,,20304,20304
3,177715,Lomas Coloradas,Concepcion,20024,L2,V1,2025-10-15 09:25:13,2025-10-15 09:50:18,CW→CC,2025-10-15,,20024,20024
4,177723,Concepcion,Pedro Medina,20326,L1,V1,2025-10-15 18:29:18,2025-10-15 18:52:47,TH→HQ,2025-10-15,,20326,20326
5,177854,Coronel,Diagonal Bio Bio,20028,L2,V1,2025-10-15 09:13:46,2025-10-15 10:04:35,CW→CC,2025-10-15,,20028,20024
6,177922,Hualqui,Concepcion,20331,L1,V1,2025-10-15 18:49:27,2025-10-15 19:40:37,HQ→TH,2025-10-15,,20331,20331
7,177936,La Leonera,Chiguayante,20305,L1,V1,2025-10-15 07:38:09,2025-10-15 07:49:35,HQ→TH,2025-10-15,,20305,20305
8,177936,Chiguayante,Concepcion,20325,L1,V1,2025-10-15 17:04:22,2025-10-15 17:32:07,HQ→TH,2025-10-15,,20325,20323
9,177936,Concepcion,La Leonera,20326,L1,V1,2025-10-15 18:14:05,2025-10-15 18:58:16,TH→HQ,2025-10-15,,20326,20326
10,178022,Los Condores,Concepcion,20312,L1,V1,2025-10-15 10:09:47,2025-10-15 10:33:33,TH→HQ,2025-10-15,,20312,20312
11,178071,Manquimavida,El Arenal,20311,L1,V1,2025-10-15 09:13:18,2025-10-15 10:13:42,HQ→TH,2025-10-15,,20311,20311
12,178071,El Arenal,Manquimavida,20328,L1,V1,2025-10-15 19:01:42,2025-10-15 19:49:42,TH→HQ,2025-10-15,,20328,20328
13,178076,Concepcion,Costa Mar,20085,L2,V1,2025-10-15 20:26:07,2025-10-15 20:47:28,CC→CW,2025-10-15,,20085,20085
14,178095,Cdal. Raul Silva Henriquez,Coronel,20071,L2,V1,2025-10-15 19:06:39,2025-10-15 19:32:49,CC→CW,2025-10-15,,20071,20071
15,178208,Concepcion,Manquimavida,20855,L1,V1,2025-10-15 20:58:02,2025-10-15 21:27:01,TH→HQ,2025-10-15,,20855,20855
16,179458,Concepcion,Mercado,20301,L1,V1,2025-10-15 05:35:44,2025-10-15 07:25:56,HQ→TH,2025-10-15,combo_por_entrada,20301,20301
17,179458,Concepcion,Coronel,20071,L2,V1,2025-10-15 18:42:58,2025-10-15 19:32:46,CC→CW,2025-10-15,,20071,20071
18,180279,Concepcion,Hito Galvarino,20021,L2,V1,2025-10-15 08:55:33,2025-10-15 09:56:08,CC→CW,2025-10-15,combo_relajado_pase1,20021,20308
19,180297,Lomas Coloradas,Costa Mar,20054,L2,V1,2025-10-15 15:55:19,2025-10-15 16:11:20,CW→CC,2025-10-15,,20054,20054
20,180406,Hualqui,Concepcion,20323,L1,V2,2025-10-15 16:34:54,2025-10-15 17:10:11,,2025-10-15,sin_combo_factible_en_hub|sin_s1_factible_retro,,20323
21,180505,Cristo Redentor,Alborada,20020,L2,V1,2025-10-15 08:35:46,2025-10-15 09:07:11,CW→CC,2025-10-15,,20020,20020
22,180623,Lomas Coloradas,Coronel,20007,L2,V1,2025-10-15 07:51:41,2025-10-15 08:22:04,CC→CW,2025-10-15,,20007,20007
23,180623,Coronel,Cdal. Raul Silva Henriquez,20068,L2,V1,2025-10-15 17:40:49,2025-10-15 18:09:16,CW→CC,2025-10-15,,20068,20068
24,181262,Lomas Coloradas,Concepcion,20034,L2,V1,2025-10-15 10:47:14,2025-10-15 11:20:43,CW→CC,2025-10-15,,20034,20034
25,181274,Huinca,Juan Pablo II,20008,L2,V1,2025-10-15 06:46:51,2025-10-15 07:20:49,CW→CC,2025-10-15,,20008,20008
26,181274,Concepcion,Huinca,20069,L2,V1,2025-10-15 18:31:54,2025-10-15 19:18:13,CC→CW,2025-10-15,,20069,20069
27,181341,Costa Mar,Coronel,20059,L2,V1,2025-10-15 17:30:54,2025-10-15 18:11:46,CC→CW,2025-10-15,,20059,20059
28,181557,Los Canelos,Concepcion,20050,L2,V1,2025-10-15 14:52:14,2025-10-15 15:32:40,CW→CC,2025-10-15,,20050,20050
29,181557,Concepcion,Los Canelos,20089,L2,V1,2025-10-15 21:02:40,2025-10-15 21:44:35,CC→CW,2025-10-15,,20089,20089
30,182265,Los Canelos,Concepcion,20010,L2,V1,2025-10-15 07:15:50,2025-10-15 08:08:00,CW→CC,2025-10-15,combo_por_entrada,20010,20010
31,182321,Mercado,Concepcion,20324,L1,V1,2025-10-15 17:26:14,2025-10-15 18:00:51,TH→HQ,2025-10-15,,20324,20324
32,182349,Los Canelos,Diagonal Bio Bio,20002,L2,V1,2025-10-15 06:01:03,2025-10-15 06:33:14,CW→CC,2025-10-15,,20002,20002
33,182383,Lomas Coloradas,Concepcion,20016,L2,V1,2025-10-15 08:04:22,2025-10-15 08:38:14,CW→CC,2025-10-15,,20016,20016
34,182383,Concepcion,Lomas Coloradas,20063,L2,V1,2025-10-15 17:53:28,2025-10-15 18:20:04,CC→CW,2025-10-15,,20063,20063
35,182470,Laguna Quinenco,Los Canelos,20012,L2,V1,2025-10-15 07:25:07,2025-10-15 07:33:12,CW→CC,2025-10-15,,20012,20012
36,182470,Los Canelos,Laguna Quinenco,20063,L2,V1,2025-10-15 18:21:35,2025-10-15 18:39:36,CC→CW,2025-10-15,,20063,20063
37,183301,Hito Galvarino,El Parque,20012,L2,V1,2025-10-15 07:34:32,2025-10-15 07:49:53,CW→CC,2025-10-15,,20012,20198
38,183301,Costa Mar,Hito Galvarino,20079,L2,V1,2025-10-15 19:52:10,2025-10-15 20:26:02,CC→CW,2025-10-15,,20079,20079
39,184184,El Arenal,UTF Santa Maria,20332,L1,V1,2025-10-15 19:59:38,2025-10-15 20:22:00,TH→HQ,2025-10-15,,20332,20332
40,184480,Costa Mar,Coronel,20005,L2,V1,2025-10-15 07:01:38,2025-10-15 07:37:18,CC→CW,2025-10-15,,20005,20005
41,184480,Coronel,Costa Mar,20092,L2,V1,2025-10-15 20:29:52,2025-10-15 21:14:56,CW→CC,2025-10-15,,20092,20090
42,185164,Concepcion,Lomas Coloradas,20075,L2,V1,2025-10-15 19:16:30,2025-10-15 19:45:28,CC→CW,2025-10-15,,20075,20075
43,185921,UTF Santa Maria,Concepcion,20841,L1,V1,2025-10-15 07:09:50,2025-10-15 07:27:44,TH→HQ,2025-10-15,,20841,20841
44,186009,Cristo Redentor,El Parque,20004,L2,V1,2025-10-15 06:07:53,2025-10-15 06:32:06,CW→CC,2025-10-15,,20004,20004
45,186009,El Parque,Cristo Redentor,20063,L2,V1,2025-10-15 17:52:06,2025-10-15 18:39:59,CC→CW,2025-10-15,,20063,20061
46,186093,Los Condores,Concepcion,20322,L1,V1,2025-10-15 17:07:42,2025-10-15 17:49:10,TH→HQ,2025-10-15,combo_relajado_pase1,20322,20320
47,186106,Concepcion,Alborada,20071,L2,V1,2025-10-15 18:40:53,2025-10-15 19:02:07,CC→CW,2025-10-15,,20071,20071
48,186860,La Leonera,Concepcion,20301,L1,V1,2025-10-15 07:06:50,2025-10-15 07:42:37,HQ→TH,2025-10-15,combo_relajado_pase2,20301,20301
49,186860,UTF Santa Maria,Concepcion,20318,L1,V1,2025-10-15 15:12:14,2025-10-15 15:50:01,TH→HQ,2025-10-15,combo_relajado_pase3,20318,
50,186881,Costa Mar,Hito Galvarino,20079,L2,V1,2025-10-15 19:52:32,2025-10-15 20:26:19,CC→CW,2025-10-15,,20079,20079
51,187592,Concepcion,El Arenal,20329,L1,V1,2025-10-15 18:59:54,2025-10-15 19:24:11,HQ→TH,2025-10-15,,20329,
