tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
177208,Concepcion,L2,2026-04-11 18:32:59,20221515,Coronel,L2,2026-04-11 19:43:08,20233604,Salida,CC→CW,QR,
177426,El Parque,L2,2026-04-11 16:52:55,20231202,Lomas Coloradas,L2,2026-04-11 17:01:17,20231501,Salida,CC→CW,QR,
177426,Lomas Coloradas,L2,2026-04-11 17:35:00,20231504,Los Canelos,L2,2026-04-11 18:02:54,20232406,Salida,CC→CW,QR,
177426,Los Canelos,L2,2026-04-11 18:53:50,20232405,Concepcion,L2,2026-04-11 19:30:44,20221516,Salida,CW→CC,QR,
177426,Concepcion,L2,2026-04-11 21:26:50,20221505,El Parque,L2,2026-04-11 21:46:08,20231204,Salida,CC→CW,QR,
177512,Los Condores,L1,2026-04-11 08:32:47,20222701,Concepcion,L1,2026-04-11 08:55:30,20221515,Salida,TH→HQ,QR,
177838,Concepcion,L2,2026-04-11 08:25:43,20221501,Los Canelos,L2,2026-04-11 09:03:10,20232406,Salida,CC→CW,QR,
177838,Los Canelos,L2,2026-04-11 16:23:20,20232405,Concepcion,L2,2026-04-11 17:29:05,20221515,Salida,CW→CC,QR,
178208,Lzo. Arenas,L1,2026-04-11 16:54:16,20222103,Manquimavida,L1,2026-04-11 17:45:27,20220601,Salida,TH→HQ,QR,
178895,Juan Pablo II,L2,2026-04-11 17:32:26,20230003,Huinca,L2,2026-04-11 18:04:55,20232705,Salida,CC→CW,QR,
179098,Laguna Quinenco,L2,2026-04-11 15:37:28,20233304,Los Canelos,L2,2026-04-11 15:45:10,20232401,Salida,CW→CC,QR,
179197,Huinca,L2,2026-04-11 17:21:25,20232701,Concepcion,L2,2026-04-11 17:58:59,20221516,Salida,CW→CC,QR,
179376,Concepcion,L1,2026-04-11 20:06:51,20221510,La Leonera,L1,2026-04-11 20:48:29,20220301,Salida,TH→HQ,QR,
180387,Cdal. Raul Silva Henriquez,L2,2026-04-11 09:48:35,20231801,Costa Mar,L2,2026-04-11 10:45:16,20230905,Salida,CW→CC,QR,
180387,Costa Mar,L2,2026-04-11 11:30:46,20230905,Cdal. Raul Silva Henriquez,L2,2026-04-11 11:52:47,20231804,Salida,CC→CW,QR,
181228,Huinca,L2,2026-04-11 09:46:48,20232704,Costa Mar,L2,2026-04-11 10:08:10,20230901,Salida,CW→CC,QR,
181238,Manquimavida,L1,2026-04-11 12:28:36,20220602,Concepcion,L1,2026-04-11 12:58:36,20221801,Salida,HQ→TH,QR,
181238,Concepcion,L1,2026-04-11 18:18:10,20221802,La Leonera,L1,2026-04-11 18:48:37,20220302,Salida,TH→HQ,QR,
181355,Laguna Quinenco,L2,2026-04-11 15:34:39,20233302,Alborada,L2,2026-04-11 16:06:25,20230604,Salida,CW→CC,QR,
183301,Hito Galvarino,L2,2026-04-11 14:51:17,20232104,Coronel,L2,2026-04-11 15:18:21,20233601,Salida,CC→CW,QR,
183301,Laguna Quinenco,L2,2026-04-11 17:09:59,20233302,Cristo Redentor,L2,2026-04-11 17:22:45,20233003,Salida,CW→CC,QR,
185104,Concepcion,L2,2026-04-11 18:21:48,20221801,Lomas Coloradas,L2,2026-04-11 18:51:02,20231503,Salida,CC→CW,QR,
185308,Concepcion,L2,2026-04-11 20:20:13,20221510,Diagonal Bio Bio,L2,2026-04-11 20:40:37,20230304,Salida,CC→CW,QR,
186052,Concepcion,L1,2026-04-11 18:21:16,20221505,Hualqui,L1,2026-04-11 19:01:25,20220002,Salida,TH→HQ,QR,
186881,Laguna Quinenco,L2,2026-04-11 17:10:13,20233302,Cristo Redentor,L2,2026-04-11 17:22:55,20233002,Salida,CW→CC,QR,
187637,El Parque,L2,2026-04-11 17:04:45,20231202,Diagonal Bio Bio,L2,2026-04-11 17:19:25,20230303,Salida,CW→CC,QR,
188537,Concepcion,L2,2026-04-11 14:27:20,20221802,Los Canelos,L2,2026-04-11 15:10:20,20232402,Salida,CC→CW,QR,
189240,Coronel,L2,2026-04-11 11:05:00,20233603,El Parque,L2,2026-04-11 11:46:49,20231204,Salida,CW→CC,QR,
189795,Concepcion,L2,2026-04-11 18:48:38,20221501,Costa Mar,L2,2026-04-11 19:14:46,20230903,Salida,CC→CW,QR,
190129,Concepcion,L2,2026-04-11 11:20:25,20221515,Juan Pablo II,L2,2026-04-11 11:37:16,20230005,Salida,CC→CW,QR,
190809,Huinca,L2,2026-04-11 20:20:58,20232703,Concepcion,L2,2026-04-11 21:00:39,20221504,Salida,CW→CC,QR,
