tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
141043,Costa Mar,L2,2026-03-19 17:14:43,20230901,Cdal. Raul Silva Henriquez,L2,2026-03-19 17:36:57,20231801,Salida,CC→CW,EMV,
176095,El Parque,L2,2026-03-19 07:11:09,20231204,Los Canelos,L2,2026-03-19 07:30:55,20232402,Salida,CC→CW,QR,
176095,Los Canelos,L2,2026-03-19 16:09:12,20232404,El Parque,L2,2026-03-19 16:31:17,20231203,Salida,CW→CC,QR,
176113,Huinca,L2,2026-03-19 07:44:27,20232705,Mercado,L1,2026-03-19 09:00:08,20223601,Salida,L2→L1,QR,
176113,Mercado,L1,2026-03-19 19:14:42,20223602,Los Canelos,L2,2026-03-19 20:49:56,20232402,Salida,L1→L2,QR,
176411,Huinca,L2,2026-03-19 08:24:57,20232701,Costa Mar,L2,2026-03-19 16:34:19,20230903,Salida,CW→CC,QR,
177242,Costa Mar,L2,2026-03-19 07:51:27,20230905,Diagonal Bio Bio,L2,2026-03-19 08:00:48,20230303,Salida,CW→CC,QR,
177748,Concepcion,L2,2026-03-19 18:10:44,20221503,Cdal. Raul Silva Henriquez,L2,2026-03-19 19:00:28,20231803,Salida,CC→CW,QR,
177936,La Leonera,L1,2026-03-19 07:36:55,20220301,Chiguayante,L1,2026-03-19 07:53:52,20221204,Salida,HQ→TH,QR,
177936,Chiguayante,L1,2026-03-19 17:32:34,20221202,La Leonera,L1,2026-03-19 17:53:39,20220301,Salida,TH→HQ,QR,
177992,Coronel,L2,2026-03-19 18:06:20,20233601,Cdal. Raul Silva Henriquez,L2,2026-03-19 18:35:25,20231803,Salida,CW→CC,QR,
178022,Concepcion,L1,2026-03-19 16:37:57,20221517,Los Condores,L1,2026-03-19 16:52:06,20222701,Salida,HQ→TH,QR,
178071,Manquimavida,L1,2026-03-19 09:25:40,20220602,El Arenal,L1,2026-03-19 10:17:06,20223301,Salida,HQ→TH,QR,
178071,El Arenal,L1,2026-03-19 19:26:55,20223302,Manquimavida,L1,2026-03-19 20:19:45,20220601,Salida,TH→HQ,QR,
178095,Coronel,L2,2026-03-19 20:18:21,20233601,Cdal. Raul Silva Henriquez,L2,2026-03-19 20:52:31,20231802,Salida,CW→CC,QR,
178174,Concepcion,,2026-03-19 14:12:54,20221501,Concepcion,,2026-03-19 14:13:31,20221801,Salida,,QR,
178897,Coronel,L2,2026-03-19 10:42:03,20233603,Los Canelos,L2,2026-03-19 11:11:16,20232401,Salida,CW→CC,QR,
179169,UTF Santa Maria,L1,2026-03-19 07:11:00,20222403,Juan Pablo II,L2,2026-03-19 07:33:01,20230003,Salida,L1→L2,QR,
179169,Juan Pablo II,L2,2026-03-19 18:46:58,20230004,UTF Santa Maria,L1,2026-03-19 19:19:01,20222401,Salida,L2→L1,QR,
179458,Concepcion,L2,2026-03-19 18:58:42,20221802,Coronel,L2,2026-03-19 19:47:46,20233604,Salida,CC→CW,QR,
179485,Costa Mar,L2,2026-03-19 08:29:52,20230904,Concepcion,L2,2026-03-19 09:03:11,20221501,Salida,CW→CC,QR,
180428,Chiguayante,L1,2026-03-19 16:18:28,20221202,Concepcion,L1,2026-03-19 16:40:00,20221801,Salida,HQ→TH,QR,
180428,Concepcion,L1,2026-03-19 18:27:38,20221801,Chiguayante,L1,2026-03-19 18:43:15,20221204,Salida,TH→HQ,QR,
180446,Cristo Redentor,L2,2026-03-19 07:30:46,20233002,Lomas Coloradas,L2,2026-03-19 07:50:35,20231504,Salida,CW→CC,QR,
180562,Costa Mar,L2,2026-03-19 18:37:40,20230901,Huinca,L2,2026-03-19 19:00:17,20232701,Salida,CC→CW,QR,
180619,Coronel,L2,2026-03-19 17:05:34,20233601,Costa Mar,L2,2026-03-19 17:42:19,20230901,Salida,CW→CC,QR,
181195,La Leonera,L1,2026-03-19 06:27:02,20220302,El Arenal,L1,2026-03-19 07:23:49,20223301,Salida,HQ→TH,QR,
181228,Costa Mar,L2,2026-03-19 10:00:06,20230901,Huinca,L2,2026-03-19 10:24:44,20232701,Salida,CC→CW,QR,
