tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
177723,Concepcion,L1,2026-05-03 20:22:05,20221502,Pedro Medina,L1,2026-05-03 20:44:09,20220901,Salida,TH→HQ,QR,
179169,Juan Pablo II,L2,2026-05-03 18:47:37,20230004,Concepcion,L2,2026-05-03 19:01:34,20221516,Salida,CW→CC,QR,
180387,Cdal. Raul Silva Henriquez,L2,2026-05-03 11:14:10,20231801,Costa Mar,L2,2026-05-03 11:28:42,20230905,Salida,CW→CC,QR,
180590,Cristo Redentor,L2,2026-05-03 18:19:14,20233001,Concepcion,L2,2026-05-03 19:04:03,20221506,Salida,CW→CC,QR,
181334,Costa Mar,L2,2026-05-03 10:05:25,20230901,Concepcion,L2,2026-05-03 10:23:02,20221516,Salida,CW→CC,QR,
184256,Cristo Redentor,L2,2026-05-03 18:17:13,20233003,Juan Pablo II,L2,2026-05-03 18:53:38,20230004,Salida,CW→CC,QR,
184422,El Arenal,L1,2026-05-03 12:26:06,20223303,Laguna Quinenco,L2,2026-05-03 13:55:39,20233306,Salida,L1→L2,QR,
187616,Costa Mar,L2,2026-05-03 15:43:01,20230904,Lomas Coloradas,L2,2026-05-03 15:50:06,20231501,Salida,CC→CW,QR,
190083,Coronel,L2,2026-05-03 13:35:06,20233603,Concepcion,L2,2026-05-03 14:33:21,20221801,Salida,CW→CC,QR,
190083,Concepcion,L2,2026-05-03 17:21:10,20221802,Huinca,L2,2026-05-03 18:05:31,20232703,Salida,CC→CW,QR,
190586,Chiguayante,L1,2026-05-03 20:44:55,20221203,Lzo. Arenas,L1,2026-05-03 21:09:04,20222103,Salida,HQ→TH,QR,
190831,Cdal. Raul Silva Henriquez,L2,2026-05-03 08:48:13,20231801,Juan Pablo II,L2,2026-05-03 09:06:05,20230002,Salida,CW→CC,QR,
191185,Cristo Redentor,L2,2026-05-03 17:28:58,20233005,Costa Mar,L2,2026-05-03 18:13:38,20230905,Salida,CW→CC,QR,
199341,Concepcion,L2,2026-05-03 18:28:52,20221515,Coronel,L2,2026-05-03 19:15:32,20233603,Salida,CC→CW,QR,
201305,Lomas Coloradas,L2,2026-05-03 18:57:15,20231503,Concepcion,L2,2026-05-03 20:02:26,20221502,Salida,CW→CC,QR,
201344,Higueras,L1,2026-05-03 16:00:25,20223002,Concepcion,L1,2026-05-03 16:26:31,20221801,Salida,TH→HQ,QR,
203745,Hualqui,L1,2026-05-03 09:23:54,20220002,Chiguayante,L1,2026-05-03 09:52:37,20221201,Salida,HQ→TH,QR,
207903,Huinca,L2,2026-05-03 13:57:35,20232701,Concepcion,L2,2026-05-03 14:33:00,20221801,Salida,CW→CC,QR,
207903,Concepcion,L2,2026-05-03 19:35:54,20221801,Huinca,L2,2026-05-03 20:39:03,20232703,Salida,CC→CW,QR,
232369,Lomas Coloradas,L2,2026-05-03 09:24:31,20231501,Los Condores,L1,2026-05-03 10:13:12,20222702,Salida,L2→L1,QR,
241053,Concepcion,L2,2026-05-03 11:55:26,20221501,Costa Mar,L2,2026-05-03 12:23:21,20230904,Salida,CC→CW,QR,
261604,Cdal. Raul Silva Henriquez,L2,2026-05-03 10:49:20,20231802,Cristo Redentor,L2,2026-05-03 11:08:11,20233002,Salida,CC→CW,QR,
261604,Cristo Redentor,L2,2026-05-03 14:39:37,20233001,Cdal. Raul Silva Henriquez,L2,2026-05-03 15:06:39,20231801,Salida,CW→CC,QR,
265093,Los Condores,L1,2026-05-03 12:22:25,20222701,Manquimavida,L1,2026-05-03 13:19:34,20220601,Salida,TH→HQ,QR,
270483,Costa Mar,L2,2026-05-03 09:39:34,20230901,Concepcion,L2,2026-05-03 09:57:12,20221801,Salida,CW→CC,QR,
288255,Lomas Coloradas,L2,2026-05-03 18:30:50,20231503,Costa Mar,L2,2026-05-03 18:46:34,20230904,Salida,CW→CC,QR,
292065,Coronel,L2,2026-05-03 14:39:27,20233603,Lomas Coloradas,L2,2026-05-03 15:08:28,20231502,Salida,CW→CC,QR,
297997,Cdal. Raul Silva Henriquez,L2,2026-05-03 09:30:22,20231803,Concepcion,L2,2026-05-03 09:58:02,20221515,Salida,CW→CC,QR,
298154,Huinca,L2,2026-05-03 10:09:38,20232701,Concepcion,L2,2026-05-03 10:50:27,20221517,Salida,CW→CC,QR,
298154,Concepcion,L2,2026-05-03 14:32:31,20221515,Huinca,L2,2026-05-03 15:09:51,20232702,Salida,CC→CW,QR,
311728,El Parque,L2,2026-05-03 11:54:13,20231203,Huinca,L2,2026-05-03 12:20:06,20232703,Salida,CC→CW,QR,
330630,Cristo Redentor,L2,2026-05-03 09:20:12,20233006,Concepcion,L2,2026-05-03 09:57:35,20221801,Salida,CW→CC,EMV,
330630,Concepcion,L2,2026-05-03 18:58:45,20221801,Cristo Redentor,L2,2026-05-03 19:37:18,20233006,Salida,CC→CW,EMV,
343848,Coronel,L2,2026-05-03 12:13:00,20233601,Juan Pablo II,L2,2026-05-03 12:54:57,20230001,Salida,CW→CC,QR,
358769,Laguna Quinenco,L2,2026-05-03 14:43:24,20233304,Hito Galvarino,L2,2026-05-03 14:58:58,20232104,Salida,CW→CC,QR,
359092,Laguna Quinenco,L2,2026-05-03 14:43:09,20233304,Hito Galvarino,L2,2026-05-03 14:59:54,20232103,Salida,CW→CC,QR,
