tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
174600,El Arenal,L1,2026-04-22 08:15:11,20223303,Higueras,L1,2026-04-22 08:38:56,20223003,Salida,TH→HQ,QR,
174614,Cdal. Raul Silva Henriquez,L2,2026-04-22 18:26:36,20231803,El Parque,L2,2026-04-22 18:49:59,20231204,Salida,CW→CC,QR,
175936,Huinca,L2,2026-04-22 09:09:13,20232704,Concepcion,L2,2026-04-22 09:46:31,20221515,Salida,CW→CC,QR,
176116,Diagonal Bio Bio,L2,2026-04-22 08:01:17,20230304,Hito Galvarino,L2,2026-04-22 08:23:02,20232104,Salida,CC→CW,QR,
176541,Concepcion,L2,2026-04-22 18:49:48,20221501,Diagonal Bio Bio,L2,2026-04-22 19:12:11,20230304,Salida,CC→CW,QR,
177271,Cdal. Raul Silva Henriquez,L2,2026-04-22 08:21:06,20231803,Concepcion,L2,2026-04-22 08:51:23,20221504,Salida,CW→CC,QR,
177271,Concepcion,L2,2026-04-22 14:04:31,20221501,Cdal. Raul Silva Henriquez,L2,2026-04-22 15:01:36,20231804,Salida,CC→CW,QR,
177426,Concepcion,L2,2026-04-22 17:25:12,20221505,El Parque,L2,2026-04-22 17:54:24,20231204,Salida,CC→CW,QR,
177504,Coronel,L2,2026-04-22 15:57:38,20233603,Lomas Coloradas,L2,2026-04-22 16:29:16,20231505,Salida,CW→CC,QR,
177512,Los Condores,L1,2026-04-22 07:39:00,20222701,Concepcion,L1,2026-04-22 07:57:32,20221515,Salida,TH→HQ,QR,
177792,Concepcion,L2,2026-04-22 07:33:13,20221515,Huinca,L2,2026-04-22 08:39:08,20232704,Salida,CC→CW,QR,
177792,Huinca,L2,2026-04-22 17:37:56,20232704,Concepcion,L2,2026-04-22 18:21:56,20221505,Salida,CW→CC,QR,
177950,Costa Mar,L2,2026-04-22 06:30:38,20230902,Juan Pablo II,L2,2026-04-22 06:47:58,20230005,Salida,CW→CC,QR,
179164,Diagonal Bio Bio,L2,2026-04-22 15:24:21,20230304,Lomas Coloradas,L2,2026-04-22 15:35:29,20231505,Salida,CC→CW,QR,
179164,Lomas Coloradas,L2,2026-04-22 17:01:29,20231502,Diagonal Bio Bio,L2,2026-04-22 17:25:44,20230304,Salida,CW→CC,QR,
179295,Concepcion,L2,2026-04-22 07:04:59,20221505,Cdal. Raul Silva Henriquez,L2,2026-04-22 07:36:12,20231802,Salida,CC→CW,QR,
179376,Concepcion,L1,2026-04-22 20:19:53,20221510,La Leonera,L1,2026-04-22 20:47:42,20220302,Salida,TH→HQ,QR,
180387,Cdal. Raul Silva Henriquez,L2,2026-04-22 07:49:53,20231803,Los Condores,L1,2026-04-22 08:34:05,20222702,Salida,L2→L1,QR,
180387,Laguna Quinenco,L2,2026-04-22 12:00:52,20233303,Cristo Redentor,L2,2026-04-22 12:21:48,20233006,Salida,CW→CC,QR,
180387,Los Condores,L1,2026-04-22 18:08:19,20222701,Cdal. Raul Silva Henriquez,L2,2026-04-22 19:03:31,20231804,Salida,L1→L2,QR,
180619,Costa Mar,L2,2026-04-22 08:02:31,20230901,Coronel,L2,2026-04-22 08:37:32,20233602,Salida,CC→CW,QR,
180619,Coronel,L2,2026-04-22 17:01:55,20233603,Concepcion,L2,2026-04-22 17:46:07,20221801,Salida,CW→CC,QR,
181195,La Leonera,L1,2026-04-22 06:30:45,20220303,El Arenal,L1,2026-04-22 07:23:58,20223302,Salida,HQ→TH,QR,
181195,El Arenal,L1,2026-04-22 15:32:08,20223303,La Leonera,L1,2026-04-22 16:17:59,20220301,Salida,TH→HQ,QR,
181241,Diagonal Bio Bio,L2,2026-04-22 06:47:39,20230302,Coronel,L2,2026-04-22 07:29:03,20233602,Salida,CC→CW,QR,
182265,Concepcion,L2,2026-04-22 19:57:00,20221506,Los Canelos,L2,2026-04-22 20:32:34,20232402,Salida,CC→CW,QR,
182383,Lomas Coloradas,L2,2026-04-22 07:49:27,20231502,Concepcion,L2,2026-04-22 08:18:54,20221515,Salida,CW→CC,QR,
183372,Los Condores,L1,2026-04-22 06:37:49,20222701,Hualqui,L1,2026-04-22 07:30:10,20220001,Salida,TH→HQ,QR,
183372,Hualqui,L1,2026-04-22 16:27:04,20220002,Los Condores,L1,2026-04-22 17:16:17,20222701,Salida,HQ→TH,QR,
184084,Laguna Quinenco,L2,2026-04-22 16:51:35,20233302,Los Canelos,L2,2026-04-22 17:01:46,20232406,Salida,CW→CC,QR,
184084,Los Canelos,L2,2026-04-22 17:22:10,20232406,Laguna Quinenco,L2,2026-04-22 17:35:47,20233302,Salida,CC→CW,QR,
184160,Chiguayante,L1,2026-04-22 16:45:29,20221201,UTF Santa Maria,L1,2026-04-22 17:12:13,20222403,Salida,HQ→TH,QR,
184194,Huinca,L2,2026-04-22 07:04:25,20232706,Concepcion,L2,2026-04-22 07:44:58,20221502,Salida,CW→CC,QR,
184194,Concepcion,L2,2026-04-22 19:34:47,20221506,Huinca,L2,2026-04-22 20:19:30,20232705,Salida,CC→CW,QR,
184425,El Parque,L2,2026-04-22 08:19:02,20231202,Coronel,L2,2026-04-22 09:00:56,20233602,Salida,CC→CW,QR,
184425,Coronel,L2,2026-04-22 18:12:34,20233601,El Parque,L2,2026-04-22 18:40:24,20231204,Salida,CW→CC,QR,
185104,Cristo Redentor,L2,2026-04-22 19:09:49,20233004,Lomas Coloradas,L2,2026-04-22 19:38:51,20231504,Salida,CW→CC,QR,
186052,Concepcion,L1,2026-04-22 20:27:14,20221502,Hualqui,L1,2026-04-22 20:59:50,20220003,Salida,TH→HQ,QR,
186860,La Leonera,L1,2026-04-22 08:10:27,20220302,Concepcion,L1,2026-04-22 08:35:28,20221517,Salida,HQ→TH,QR,
186881,Concepcion,L2,2026-04-22 17:33:45,20221505,Huinca,L2,2026-04-22 18:12:22,20232706,Salida,CC→CW,QR,
187422,Huinca,L2,2026-04-22 09:39:39,20232705,Lomas Coloradas,L2,2026-04-22 10:04:45,20231502,Salida,CW→CC,QR,
187616,Lomas Coloradas,L2,2026-04-22 09:43:20,20231504,Concepcion,L2,2026-04-22 10:25:40,20221502,Salida,CW→CC,QR,
189874,Concepcion,L1,2026-04-22 17:28:16,20221515,Manquimavida,L1,2026-04-22 17:46:15,20220602,Salida,TH→HQ,QR,
190586,Concepcion,,2026-04-22 19:31:29,20221802,Concepcion,,2026-04-22 19:35:58,20221501,Salida,,QR,
190605,Los Condores,L1,2026-04-22 09:12:36,20222702,Concepcion,L1,2026-04-22 09:28:08,20221502,Salida,TH→HQ,QR,
190703,Costa Mar,L2,2026-04-22 15:40:22,20230902,El Parque,L2,2026-04-22 15:47:18,20231202,Salida,CC→CW,QR,
190795,Concepcion,L1,2026-04-22 08:19:06,20221502,UTF Santa Maria,L1,2026-04-22 08:31:11,20222401,Salida,HQ→TH,QR,
190819,La Leonera,L1,2026-04-22 07:02:36,20220302,Lomas Coloradas,L2,2026-04-22 08:01:56,20231504,Salida,L1→L2,QR,
190819,Lomas Coloradas,L2,2026-04-22 14:04:23,20231502,Concepcion,L2,2026-04-22 14:35:15,20221501,Salida,CW→CC,QR,
190831,Cdal. Raul Silva Henriquez,L2,2026-04-22 09:58:11,20231803,Juan Pablo II,L2,2026-04-22 10:17:03,20230003,Salida,CW→CC,QR,
191248,Coronel,L2,2026-04-22 09:27:30,20233603,UTF Santa Maria,L1,2026-04-22 10:41:44,20222401,Salida,L2→L1,QR,
191304,Concepcion,L1,2026-04-22 18:17:20,20221511,La Leonera,L1,2026-04-22 18:49:46,20220302,Salida,TH→HQ,QR,
191772,Lomas Coloradas,L2,2026-04-22 10:11:05,20231501,Concepcion,L2,2026-04-22 10:41:41,20221506,Salida,CW→CC,QR,
191772,Concepcion,L2,2026-04-22 19:42:49,20221505,Lomas Coloradas,L2,2026-04-22 20:06:17,20231502,Salida,CC→CW,QR,
191791,Concepcion,,2026-04-22 13:53:57,20221505,Concepcion,,2026-04-22 13:56:08,20221801,Salida,,QR,
193331,Diagonal Bio Bio,L2,2026-04-22 16:37:46,20230303,Costa Mar,L2,2026-04-22 16:54:19,20230905,Salida,CC→CW,QR,
193987,Laguna Quinenco,L2,2026-04-22 07:06:43,20233302,Juan Pablo II,L2,2026-04-22 07:44:54,20230003,Salida,CW→CC,QR,
193987,Juan Pablo II,L2,2026-04-22 17:22:10,20230001,Laguna Quinenco,L2,2026-04-22 18:06:48,20233302,Salida,CC→CW,QR,
194005,Diagonal Bio Bio,L2,2026-04-22 13:02:21,20230304,Lomas Coloradas,L2,2026-04-22 13:18:48,20231502,Salida,CC→CW,QR,
194640,Concepcion,L2,2026-04-22 06:53:11,20221501,Costa Mar,L2,2026-04-22 07:11:48,20230903,Salida,CC→CW,QR,
194640,Concepcion,,2026-04-22 19:12:57,20221802,Concepcion,,2026-04-22 19:13:27,20221501,Salida,,QR,
195552,Concepcion,L2,2026-04-22 07:09:44,20221505,Costa Mar,L2,2026-04-22 07:27:47,20230904,Salida,CC→CW,QR,
195552,Costa Mar,L2,2026-04-22 19:06:48,20230905,Manquimavida,L1,2026-04-22 19:48:23,20220602,Salida,L2→L1,QR,
195590,Concepcion,L1,2026-04-22 19:27:24,20221801,Higueras,L1,2026-04-22 19:49:15,20223002,Salida,HQ→TH,QR,
197688,Concepcion,L2,2026-04-22 19:32:59,20221501,Los Canelos,L2,2026-04-22 20:18:06,20232401,Salida,CC→CW,QR,
198560,Los Condores,L1,2026-04-22 16:20:32,20222702,Mercado,L1,2026-04-22 16:34:38,20223602,Salida,HQ→TH,QR,
198564,Chiguayante,L1,2026-04-22 18:25:16,20221201,Cristo Redentor,L2,2026-04-22 19:49:36,20233002,Salida,L1→L2,QR,
199329,Cristo Redentor,L2,2026-04-22 07:00:14,20233002,El Parque,L2,2026-04-22 07:26:54,20231202,Salida,CW→CC,QR,
200356,Concepcion,L2,2026-04-22 20:46:28,20221801,El Parque,L2,2026-04-22 21:17:50,20231204,Salida,CC→CW,QR,
201325,Cristo Redentor,L2,2026-04-22 07:13:56,20233003,Concepcion,L2,2026-04-22 08:06:19,20221516,Salida,CW→CC,QR,
201325,Concepcion,L2,2026-04-22 18:10:56,20221802,Cristo Redentor,L2,2026-04-22 19:03:03,20233001,Salida,CC→CW,QR,
205057,Los Condores,L1,2026-04-22 08:06:05,20222702,Higueras,L1,2026-04-22 08:20:09,20223002,Salida,HQ→TH,QR,
207682,Hualqui,L1,2026-04-22 16:22:42,20220002,Lzo. Arenas,L1,2026-04-22 17:08:13,20222103,Salida,HQ→TH,QR,
210692,Chiguayante,L1,2026-04-22 07:56:50,20221201,El Arenal,L1,2026-04-22 08:58:24,20223302,Salida,HQ→TH,QR,
