tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
153193,Huinca,L2,2026-04-30 06:01:13,20232701,Mercado,L1,2026-04-30 07:26:41,20223602,Salida,L2→L1,EMV,
174634,Concepcion,L2,2026-04-30 22:42:25,20221505,Huinca,L2,2026-04-30 23:25:34,20232702,Salida,CC→CW,QR,
174637,UTF Santa Maria,L1,2026-04-30 07:43:31,20222401,Lzo. Arenas,L1,2026-04-30 07:51:20,20222103,Salida,TH→HQ,QR,
174680,Coronel,L2,2026-04-30 17:10:33,20233603,Concepcion,L2,2026-04-30 17:59:44,20221504,Salida,CW→CC,QR,
175943,Laguna Quinenco,L2,2026-04-30 18:33:04,20233302,Huinca,L2,2026-04-30 18:52:18,20232703,Salida,CW→CC,QR,
175943,Huinca,L2,2026-04-30 20:01:59,20232701,Laguna Quinenco,L2,2026-04-30 20:13:24,20233306,Salida,CC→CW,QR,
175965,Laguna Quinenco,L2,2026-04-30 17:39:30,20233303,Costa Mar,L2,2026-04-30 18:06:59,20230905,Salida,CW→CC,QR,
175965,Costa Mar,L2,2026-04-30 20:41:33,20230901,Coronel,L2,2026-04-30 21:13:48,20233602,Salida,CC→CW,QR,
176255,Cristo Redentor,L2,2026-04-30 19:17:11,20233002,Costa Mar,L2,2026-04-30 19:43:32,20230902,Salida,CW→CC,QR,
176411,Huinca,L2,2026-04-30 08:23:22,20232703,Concepcion,L2,2026-04-30 09:01:43,20221508,Salida,CW→CC,QR,
176411,Lomas Coloradas,L2,2026-04-30 20:55:43,20231503,Huinca,L2,2026-04-30 21:20:49,20232702,Salida,CC→CW,QR,
176452,Concepcion,L1,2026-04-30 17:26:18,20221505,Hualqui,L1,2026-04-30 18:00:59,20220003,Salida,TH→HQ,QR,
176733,Concepcion,L2,2026-04-30 08:55:46,20221502,Lomas Coloradas,L2,2026-04-30 09:22:20,20231501,Salida,CC→CW,QR,
176733,Lomas Coloradas,L2,2026-04-30 17:18:45,20231505,Concepcion,L2,2026-04-30 17:46:35,20221507,Salida,CW→CC,QR,
177271,Cdal. Raul Silva Henriquez,L2,2026-04-30 08:05:21,20231803,Mercado,L1,2026-04-30 09:33:23,20223602,Salida,L2→L1,QR,
177271,Concepcion,L2,2026-04-30 16:03:50,20221502,Cdal. Raul Silva Henriquez,L2,2026-04-30 16:46:00,20231804,Salida,CC→CW,QR,
177354,Los Canelos,L2,2026-04-30 06:57:08,20232406,Concepcion,L2,2026-04-30 07:38:19,20221501,Salida,CW→CC,QR,
177453,Pedro Medina,L1,2026-04-30 18:38:27,20220902,UTF Santa Maria,L1,2026-04-30 19:14:47,20222402,Salida,HQ→TH,QR,
177469,Costa Mar,L2,2026-04-30 16:45:07,20230902,Concepcion,L2,2026-04-30 17:36:51,20221501,Salida,CW→CC,QR,
177469,Concepcion,L2,2026-04-30 22:33:12,20221501,Coronel,L2,2026-04-30 23:33:03,20233604,Salida,CC→CW,QR,
177512,UTF Santa Maria,L1,2026-04-30 07:56:27,20222401,Concepcion,L1,2026-04-30 08:27:31,20221515,Salida,TH→HQ,QR,
177655,Los Canelos,L2,2026-04-30 14:35:08,20232403,Diagonal Bio Bio,L2,2026-04-30 15:03:40,20230303,Salida,CW→CC,QR,
177655,Diagonal Bio Bio,L2,2026-04-30 19:14:14,20230302,Los Canelos,L2,2026-04-30 19:45:45,20232403,Salida,CC→CW,QR,
177748,Concepcion,L2,2026-04-30 18:33:16,20221504,Cdal. Raul Silva Henriquez,L2,2026-04-30 19:54:55,20231801,Salida,CC→CW,QR,
177882,El Parque,L2,2026-04-30 19:51:42,20231202,Costa Mar,L2,2026-04-30 19:58:03,20230903,Salida,CW→CC,QR,
177950,Concepcion,L2,2026-04-30 17:38:35,20221801,Costa Mar,L2,2026-04-30 18:03:57,20230901,Salida,CC→CW,QR,
178960,Los Canelos,L2,2026-04-30 16:51:26,20232403,Concepcion,L2,2026-04-30 17:33:48,20221505,Salida,CW→CC,QR,
178960,Concepcion,L2,2026-04-30 19:11:55,20221505,Huinca,L2,2026-04-30 19:53:42,20232705,Salida,CC→CW,QR,
179084,Concepcion,L1,2026-04-30 15:46:18,20221802,Pedro Medina,L1,2026-04-30 16:14:25,20220903,Salida,TH→HQ,QR,
179098,Los Canelos,L2,2026-04-30 14:52:06,20232403,Manquimavida,L1,2026-04-30 15:45:33,20220602,Salida,L2→L1,QR,
179098,Manquimavida,L1,2026-04-30 18:11:04,20220601,Los Canelos,L2,2026-04-30 19:11:26,20232402,Salida,L1→L2,QR,
179295,Concepcion,L2,2026-04-30 06:54:09,20221505,Cdal. Raul Silva Henriquez,L2,2026-04-30 07:19:29,20231801,Salida,CC→CW,QR,
179434,Higueras,L1,2026-04-30 08:47:50,20223002,Mercado,L1,2026-04-30 08:58:31,20223602,Salida,HQ→TH,QR,
179485,Concepcion,L2,2026-04-30 19:00:53,20221505,Costa Mar,L2,2026-04-30 19:25:36,20230905,Salida,CC→CW,QR,
180387,Cdal. Raul Silva Henriquez,L2,2026-04-30 07:56:05,20231801,Los Condores,L1,2026-04-30 08:47:37,20222702,Salida,L2→L1,QR,
180387,Los Condores,L1,2026-04-30 18:04:23,20222702,Cdal. Raul Silva Henriquez,L2,2026-04-30 18:48:44,20231803,Salida,L1→L2,QR,
180619,Costa Mar,L2,2026-04-30 08:13:05,20230905,Coronel,L2,2026-04-30 08:59:11,20233603,Salida,CC→CW,QR,
180619,Coronel,L2,2026-04-30 15:56:26,20233603,Costa Mar,L2,2026-04-30 16:33:30,20230902,Salida,CW→CC,QR,
181343,La Leonera,L1,2026-04-30 08:37:19,20220302,Concepcion,L1,2026-04-30 09:07:02,20221801,Salida,HQ→TH,QR,
181343,Concepcion,L1,2026-04-30 10:10:19,20221801,Pedro Medina,L1,2026-04-30 10:56:36,20220903,Salida,TH→HQ,QR,
182383,Lomas Coloradas,L2,2026-04-30 07:52:33,20231502,Concepcion,L2,2026-04-30 08:15:49,20221516,Salida,CW→CC,QR,
182470,Los Canelos,L2,2026-04-30 17:17:47,20232406,Laguna Quinenco,L2,2026-04-30 17:35:06,20233302,Salida,CC→CW,QR,
183372,Los Condores,L1,2026-04-30 06:38:57,20222701,Hualqui,L1,2026-04-30 07:32:04,20220003,Salida,TH→HQ,QR,
184084,Laguna Quinenco,L2,2026-04-30 06:38:29,20233303,Concepcion,L2,2026-04-30 07:23:38,20221801,Salida,CW→CC,QR,
184084,Concepcion,L2,2026-04-30 09:28:46,20221801,Alborada,L2,2026-04-30 09:59:13,20230603,Salida,CC→CW,QR,
184194,Huinca,L2,2026-04-30 09:50:25,20232706,Concepcion,L2,2026-04-30 12:05:07,20221506,Salida,CW→CC,QR,
184405,Costa Mar,L2,2026-04-30 19:20:07,20230905,Laguna Quinenco,L2,2026-04-30 19:52:39,20233306,Salida,CC→CW,QR,
185083,Concepcion,L2,2026-04-30 16:08:53,20221515,Lomas Coloradas,L2,2026-04-30 16:41:29,20231501,Salida,CC→CW,QR,
185091,Higueras,L1,2026-04-30 08:12:55,20223002,Huinca,L2,2026-04-30 09:13:11,20232705,Salida,L1→L2,QR,
185091,Huinca,L2,2026-04-30 18:17:58,20232706,Los Condores,L1,2026-04-30 19:19:16,20222702,Salida,L2→L1,QR,
185104,Lomas Coloradas,L2,2026-04-30 07:50:29,20231503,Huinca,L2,2026-04-30 08:16:34,20232705,Salida,CC→CW,QR,
185184,Higueras,L1,2026-04-30 15:05:28,20223002,Manquimavida,L1,2026-04-30 15:45:09,20220601,Salida,TH→HQ,QR,
185305,El Parque,L2,2026-04-30 15:58:49,20231202,Concepcion,L2,2026-04-30 16:18:18,20221506,Salida,CW→CC,QR,
185305,Concepcion,L2,2026-04-30 20:25:42,20221507,Costa Mar,L2,2026-04-30 20:44:42,20230904,Salida,CC→CW,QR,
185921,UTF Santa Maria,L1,2026-04-30 07:04:20,20222401,Concepcion,L1,2026-04-30 07:27:00,20221515,Salida,TH→HQ,QR,
186860,La Leonera,L1,2026-04-30 10:06:37,20220303,Concepcion,L1,2026-04-30 10:41:33,20221508,Salida,HQ→TH,QR,
187578,Concepcion,L2,2026-04-30 08:29:31,20221515,Costa Mar,L2,2026-04-30 08:53:05,20230904,Salida,CC→CW,QR,
187616,Concepcion,L2,2026-04-30 20:35:56,20221517,Lomas Coloradas,L2,2026-04-30 21:04:42,20231502,Salida,CC→CW,QR,
188536,Concepcion,L2,2026-04-30 21:40:50,20221505,Costa Mar,L2,2026-04-30 22:00:44,20230902,Salida,CC→CW,QR,
189222,Concepcion,L2,2026-04-30 17:18:08,20221505,Laguna Quinenco,L2,2026-04-30 18:05:58,20233306,Salida,CC→CW,QR,
189240,Coronel,L2,2026-04-30 08:23:03,20233603,Diagonal Bio Bio,L2,2026-04-30 09:03:26,20230303,Salida,CW→CC,QR,
189240,Diagonal Bio Bio,L2,2026-04-30 13:21:07,20230303,Coronel,L2,2026-04-30 14:01:20,20233603,Salida,CC→CW,QR,
189710,Concepcion,,2026-04-30 14:18:10,20221802,Concepcion,,2026-04-30 14:20:55,20221501,Salida,,QR,
189953,Lomas Coloradas,L2,2026-04-30 16:37:24,20231505,Laguna Quinenco,L2,2026-04-30 17:04:41,20233306,Salida,CC→CW,QR,
189995,Concepcion,L2,2026-04-30 19:26:10,20221515,Huinca,L2,2026-04-30 20:10:14,20232705,Salida,CC→CW,QR,
190831,Cdal. Raul Silva Henriquez,L2,2026-04-30 07:58:21,20231803,Juan Pablo II,L2,2026-04-30 08:18:28,20230001,Salida,CW→CC,QR,
190831,Juan Pablo II,L2,2026-04-30 18:04:14,20230004,Cdal. Raul Silva Henriquez,L2,2026-04-30 18:23:56,20231802,Salida,CC→CW,QR,
191144,El Parque,L2,2026-04-30 12:54:16,20231201,Diagonal Bio Bio,L2,2026-04-30 13:15:07,20230304,Salida,CW→CC,QR,
191185,Costa Mar,L2,2026-04-30 16:44:10,20230905,Cristo Redentor,L2,2026-04-30 17:19:08,20233003,Salida,CC→CW,QR,
191233,Coronel,L2,2026-04-30 12:11:58,20233603,Cristo Redentor,L2,2026-04-30 12:22:20,20233006,Salida,CW→CC,QR,
191304,Concepcion,L1,2026-04-30 18:10:44,20221517,La Leonera,L1,2026-04-30 18:50:24,20220301,Salida,TH→HQ,QR,
191395,Huinca,L2,2026-04-30 17:07:03,20232703,Concepcion,L2,2026-04-30 17:45:46,20221510,Salida,CW→CC,QR,
191772,Concepcion,L2,2026-04-30 15:13:47,20221514,Lomas Coloradas,L2,2026-04-30 15:35:16,20231501,Salida,CC→CW,QR,
191788,Pedro Medina,L1,2026-04-30 17:14:38,20220902,Higueras,L1,2026-04-30 17:48:30,20223003,Salida,HQ→TH,QR,
193211,Concepcion,L1,2026-04-30 18:19:15,20221505,Hualqui,L1,2026-04-30 19:00:33,20220003,Salida,TH→HQ,QR,
193987,Laguna Quinenco,L2,2026-04-30 06:42:24,20233302,Juan Pablo II,L2,2026-04-30 07:28:52,20230002,Salida,CW→CC,QR,
193987,Juan Pablo II,L2,2026-04-30 17:24:53,20230001,Laguna Quinenco,L2,2026-04-30 18:06:23,20233302,Salida,CC→CW,QR,
194732,Cdal. Raul Silva Henriquez,L2,2026-04-30 11:47:14,20231803,Diagonal Bio Bio,L2,2026-04-30 12:10:58,20230304,Salida,CW→CC,QR,
194732,Diagonal Bio Bio,L2,2026-04-30 21:22:35,20230302,Cdal. Raul Silva Henriquez,L2,2026-04-30 21:38:20,20231802,Salida,CC→CW,QR,
194743,Hualqui,L1,2026-04-30 06:55:55,20220003,Concepcion,L1,2026-04-30 07:29:11,20221504,Salida,HQ→TH,QR,
195552,Concepcion,L2,2026-04-30 07:21:12,20221510,Costa Mar,L2,2026-04-30 07:39:54,20230903,Salida,CC→CW,QR,
195590,Concepcion,L1,2026-04-30 20:17:46,20221801,Higueras,L1,2026-04-30 21:02:27,20223003,Salida,HQ→TH,QR,
197688,Concepcion,L2,2026-04-30 17:33:17,20221515,Hito Galvarino,L2,2026-04-30 18:06:42,20232104,Salida,CC→CW,QR,
200324,Concepcion,L2,2026-04-30 17:01:09,20221505,Lomas Coloradas,L2,2026-04-30 17:33:38,20231503,Salida,CC→CW,QR,
202186,Los Condores,L1,2026-04-30 06:41:31,20222702,Hualqui,L1,2026-04-30 07:31:55,20220002,Salida,TH→HQ,QR,
207903,Costa Mar,L2,2026-04-30 15:05:06,20230905,Cristo Redentor,L2,2026-04-30 15:53:12,20233001,Salida,CC→CW,QR,
209211,Coronel,L2,2026-04-30 14:16:04,20233601,Concepcion,L2,2026-04-30 15:14:58,20221517,Salida,CW→CC,QR,
210293,Huinca,L2,2026-04-30 09:54:13,20232703,Concepcion,L2,2026-04-30 11:56:46,20221501,Salida,CW→CC,QR,
210293,Concepcion,L2,2026-04-30 14:15:02,20221501,Coronel,L2,2026-04-30 15:25:46,20233602,Salida,CC→CW,QR,
210692,Chiguayante,L1,2026-04-30 07:46:40,20221202,El Arenal,L1,2026-04-30 08:25:38,20223302,Salida,HQ→TH,QR,
210692,El Arenal,L1,2026-04-30 17:25:01,20223303,Concepcion,L1,2026-04-30 17:59:42,20221801,Salida,TH→HQ,QR,
221305,Cdal. Raul Silva Henriquez,L2,2026-04-30 06:55:12,20231803,Concepcion,L2,2026-04-30 07:24:32,20221504,Salida,CW→CC,QR,
225896,El Parque,L2,2026-04-30 16:29:56,20231202,Chiguayante,L1,2026-04-30 17:13:31,20221203,Salida,L2→L1,QR,
229337,Huinca,L2,2026-04-30 06:57:39,20232704,Juan Pablo II,L2,2026-04-30 07:28:46,20230001,Salida,CW→CC,QR,
232369,Lomas Coloradas,L2,2026-04-30 18:08:41,20231502,Concepcion,L2,2026-04-30 18:35:48,20221502,Salida,CW→CC,QR,
