tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
142142,Concepcion,,2026-03-07 16:59:43,20221803,Concepcion,,2026-03-07 17:00:47,20221501,Salida,,EMV,
174492,Huinca,L2,2026-03-07 14:38:33,20232705,Juan Pablo II,L2,2026-03-07 15:17:54,20230001,Salida,CW→CC,QR,
175866,Huinca,L2,2026-03-07 16:42:31,20232704,Concepcion,L2,2026-03-07 17:31:04,20221515,Salida,CW→CC,EMV,
177437,Costa Mar,L2,2026-03-07 12:47:32,20230904,Concepcion,L2,2026-03-07 13:24:22,20221502,Salida,CW→CC,QR,
177723,Pedro Medina,L1,2026-03-07 18:14:16,20220901,Concepcion,L1,2026-03-07 18:30:13,20221502,Salida,HQ→TH,QR,
178100,Juan Pablo II,L2,2026-03-07 15:24:57,20230004,El Parque,L2,2026-03-07 15:48:37,20231202,Salida,CC→CW,QR,
178100,El Parque,L2,2026-03-07 18:38:28,20231204,Laguna Quinenco,L2,2026-03-07 19:11:03,20233306,Salida,CC→CW,QR,
178208,Lzo. Arenas,L1,2026-03-07 17:05:03,20222102,Manquimavida,L1,2026-03-07 17:45:04,20220601,Salida,TH→HQ,QR,
179096,Los Canelos,L2,2026-03-07 15:39:49,20232403,Hito Galvarino,L2,2026-03-07 15:54:18,20232104,Salida,CW→CC,QR,
179356,Los Canelos,L2,2026-03-07 09:20:16,20232403,Concepcion,L2,2026-03-07 10:08:22,20221511,Salida,CW→CC,QR,
180279,Hito Galvarino,L2,2026-03-07 18:50:37,20232102,El Arenal,L1,2026-03-07 19:54:09,20223301,Salida,L2→L1,QR,
183455,Concepcion,L2,2026-03-07 18:25:10,20221506,Coronel,L2,2026-03-07 19:13:49,20233603,Salida,CC→CW,QR,
184194,Concepcion,L2,2026-03-07 20:28:58,20221505,Huinca,L2,2026-03-07 21:10:24,20232706,Salida,CC→CW,QR,
185164,Concepcion,L2,2026-03-07 18:43:50,20221803,Lomas Coloradas,L2,2026-03-07 19:22:43,20231502,Salida,CC→CW,QR,
185164,Lomas Coloradas,L2,2026-03-07 20:08:31,20231502,Concepcion,L2,2026-03-07 20:33:01,20221507,Salida,CW→CC,QR,
185947,Laguna Quinenco,L2,2026-03-07 17:14:32,20233302,Concepcion,L2,2026-03-07 17:57:51,20221505,Salida,CW→CC,QR,
186052,Hualqui,L1,2026-03-07 08:58:28,20220001,UTF Santa Maria,L1,2026-03-07 09:41:58,20222403,Salida,HQ→TH,QR,
189171,Concepcion,L2,2026-03-07 09:47:28,20221506,Huinca,L2,2026-03-07 10:34:21,20232704,Salida,CC→CW,QR,
189227,Alborada,L2,2026-03-07 14:52:39,20230604,Lomas Coloradas,L2,2026-03-07 15:52:29,20231504,Salida,CC→CW,QR,
189802,Concepcion,L2,2026-03-07 15:21:57,20221802,Cdal. Raul Silva Henriquez,L2,2026-03-07 15:54:31,20231804,Salida,CC→CW,QR,
189802,Cdal. Raul Silva Henriquez,L2,2026-03-07 18:35:04,20231803,Concepcion,L2,2026-03-07 19:00:49,20221515,Salida,CW→CC,QR,
190548,Laguna Quinenco,L2,2026-03-07 18:49:24,20233303,Concepcion,L2,2026-03-07 19:30:45,20221505,Salida,CW→CC,QR,
190586,Manquimavida,L1,2026-03-07 20:43:27,20220601,Lzo. Arenas,L1,2026-03-07 21:07:46,20222103,Salida,HQ→TH,QR,
190831,Cdal. Raul Silva Henriquez,L2,2026-03-07 09:58:48,20231803,Juan Pablo II,L2,2026-03-07 10:25:04,20230003,Salida,CW→CC,QR,
191395,Huinca,L2,2026-03-07 15:45:38,20232701,Concepcion,L2,2026-03-07 16:23:17,20221510,Salida,CW→CC,QR,
192290,Cristo Redentor,L2,2026-03-07 07:01:40,20233005,Los Canelos,L2,2026-03-07 07:12:48,20232406,Salida,CW→CC,QR,
192346,Manquimavida,L1,2026-03-07 20:42:55,20220602,Concepcion,L1,2026-03-07 21:01:07,20221511,Salida,HQ→TH,QR,
193970,Los Condores,L1,2026-03-07 19:05:42,20222701,Concepcion,L1,2026-03-07 19:27:33,20221801,Salida,TH→HQ,QR,
193987,Laguna Quinenco,L2,2026-03-07 06:40:54,20233302,Juan Pablo II,L2,2026-03-07 07:37:24,20230002,Salida,CW→CC,QR,
194076,Los Canelos,L2,2026-03-07 19:49:49,20232406,Lomas Coloradas,L2,2026-03-07 20:12:53,20231504,Salida,CW→CC,QR,
194080,Concepcion,L2,2026-03-07 12:46:11,20221801,El Parque,L2,2026-03-07 13:40:42,20231203,Salida,CC→CW,QR,
195590,Concepcion,L1,2026-03-07 20:51:02,20221803,Higueras,L1,2026-03-07 21:20:28,20223002,Salida,HQ→TH,QR,
197676,Cristo Redentor,L2,2026-03-07 08:45:45,20233002,Concepcion,L2,2026-03-07 10:04:22,20221516,Salida,CW→CC,QR,
197676,Concepcion,L2,2026-03-07 12:56:03,20221506,Cristo Redentor,L2,2026-03-07 13:44:00,20233003,Salida,CC→CW,QR,
198513,Concepcion,,2026-03-07 18:52:28,20221501,Concepcion,,2026-03-07 18:52:53,20221801,Salida,,QR,
198566,Cristo Redentor,L2,2026-03-07 10:09:31,20233005,Concepcion,L2,2026-03-07 10:50:42,20221515,Salida,CW→CC,QR,
198566,Concepcion,L2,2026-03-07 13:08:48,20221501,Cristo Redentor,L2,2026-03-07 14:00:29,20233006,Salida,CC→CW,QR,
199223,Hito Galvarino,L2,2026-03-07 07:37:09,20232102,Cdal. Raul Silva Henriquez,L2,2026-03-07 07:55:48,20231801,Salida,CW→CC,QR,
201325,Cristo Redentor,L2,2026-03-07 07:06:09,20233003,Concepcion,L2,2026-03-07 07:44:02,20221501,Salida,CW→CC,QR,
201354,Costa Mar,L2,2026-03-07 13:04:28,20230901,Concepcion,L2,2026-03-07 13:24:09,20221510,Salida,CW→CC,QR,
201354,Concepcion,L2,2026-03-07 16:32:18,20221506,Costa Mar,L2,2026-03-07 16:59:50,20230902,Salida,CC→CW,QR,
201354,Concepcion,L2,2026-03-07 21:01:35,20221510,Costa Mar,L2,2026-03-07 21:19:17,20230905,Salida,CC→CW,QR,
209754,Diagonal Bio Bio,L2,2026-03-07 20:48:45,20230303,Concepcion,L2,2026-03-07 21:02:53,20221510,Salida,CW→CC,QR,
219039,Cristo Redentor,L2,2026-03-07 12:20:13,20233004,Laguna Quinenco,L2,2026-03-07 12:34:40,20233302,Salida,CC→CW,QR,
223519,Cdal. Raul Silva Henriquez,L2,2026-03-07 15:54:16,20231801,Chiguayante,L1,2026-03-07 16:42:21,20221204,Salida,L2→L1,QR,
