tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
165256,Cdal. Raul Silva Henriquez,L2,2026-04-16 12:30:21,20231804,Concepcion,L2,2026-04-16 13:02:32,20221515,Salida,CW→CC,EMV,
174600,El Arenal,L1,2026-04-16 08:14:10,20223302,Concepcion,L1,2026-04-16 08:34:51,20221501,Salida,TH→HQ,QR,
174600,Concepcion,L1,2026-04-16 17:31:28,20221515,El Arenal,L1,2026-04-16 17:53:14,20223302,Salida,HQ→TH,QR,
174680,Coronel,L2,2026-04-16 14:23:25,20233603,Costa Mar,L2,2026-04-16 14:59:40,20230904,Salida,CW→CC,QR,
175326,Cristo Redentor,L2,2026-04-16 17:08:57,20233003,Costa Mar,L2,2026-04-16 17:42:46,20230905,Salida,CW→CC,QR,
175326,Costa Mar,L2,2026-04-16 20:23:01,20230902,Cristo Redentor,L2,2026-04-16 20:52:08,20233003,Salida,CC→CW,QR,
175943,Laguna Quinenco,L2,2026-04-16 09:42:37,20233303,Concepcion,L2,2026-04-16 10:42:51,20221517,Salida,CW→CC,QR,
175943,Concepcion,L2,2026-04-16 12:45:06,20221517,Laguna Quinenco,L2,2026-04-16 13:48:28,20233306,Salida,CC→CW,QR,
175965,Laguna Quinenco,L2,2026-04-16 17:36:58,20233303,Costa Mar,L2,2026-04-16 18:07:54,20230905,Salida,CW→CC,QR,
176095,Costa Mar,L2,2026-04-16 07:06:00,20230902,Los Canelos,L2,2026-04-16 07:30:57,20232402,Salida,CC→CW,QR,
176113,Huinca,L2,2026-04-16 07:47:33,20232705,Los Condores,L1,2026-04-16 09:03:58,20222701,Salida,L2→L1,QR,
176116,Diagonal Bio Bio,L2,2026-04-16 08:00:28,20230303,Hito Galvarino,L2,2026-04-16 08:22:23,20232102,Salida,CC→CW,QR,
176116,Hito Galvarino,L2,2026-04-16 17:58:15,20232102,Diagonal Bio Bio,L2,2026-04-16 18:23:54,20230303,Salida,CW→CC,QR,
176255,Costa Mar,L2,2026-04-16 09:13:37,20230903,Cristo Redentor,L2,2026-04-16 09:39:43,20233006,Salida,CC→CW,QR,
176452,Hualqui,L1,2026-04-16 09:55:31,20220001,Higueras,L1,2026-04-16 10:49:01,20223003,Salida,HQ→TH,QR,
176733,Concepcion,L2,2026-04-16 08:38:00,20221514,Lomas Coloradas,L2,2026-04-16 08:58:09,20231505,Salida,CC→CW,QR,
176733,Lomas Coloradas,L2,2026-04-16 17:12:11,20231504,Concepcion,L2,2026-04-16 17:34:25,20221517,Salida,CW→CC,QR,
177271,Cdal. Raul Silva Henriquez,L2,2026-04-16 08:22:09,20231803,Higueras,L1,2026-04-16 09:20:02,20223002,Salida,L2→L1,QR,
177292,Los Canelos,L2,2026-04-16 07:46:04,20232403,Cdal. Raul Silva Henriquez,L2,2026-04-16 08:01:05,20231803,Salida,CW→CC,QR,
177292,Costa Mar,L2,2026-04-16 17:26:57,20230901,Los Canelos,L2,2026-04-16 17:47:55,20232406,Salida,CC→CW,QR,
177354,Concepcion,L2,2026-04-16 17:14:57,20221515,Los Canelos,L2,2026-04-16 18:02:04,20232401,Salida,CC→CW,QR,
177504,Concepcion,L2,2026-04-16 12:41:30,20221802,Diagonal Bio Bio,L2,2026-04-16 13:14:03,20230303,Salida,CC→CW,QR,
