tarjeta_id,origen,linea_entrada,fecha_entrada,terminal_entrada,destino,linea_salida,fecha_salida,terminal_salida,tipo_salida,direccion,tipo_tarjeta,contrato1
142142,Concepcion,L2,2026-03-08 14:26:21,20221506,Lomas Coloradas,L2,2026-03-08 14:57:45,20231504,Salida,CC→CW,EMV,
176255,Cristo Redentor,L2,2026-03-08 16:42:57,20233001,Concepcion,L2,2026-03-08 17:28:09,20221801,Salida,CW→CC,QR,
176404,Concepcion,,2026-03-08 17:03:29,20221515,Concepcion,,2026-03-08 17:04:07,20221801,Salida,,QR,
177227,Concepcion,L2,2026-03-08 19:53:23,20221501,Hito Galvarino,L2,2026-03-08 20:36:36,20232102,Salida,CC→CW,QR,
177714,Diagonal Bio Bio,L2,2026-03-08 18:36:39,20230302,Cdal. Raul Silva Henriquez,L2,2026-03-08 18:53:13,20231801,Salida,CC→CW,QR,
180458,Juan Pablo II,L2,2026-03-08 18:28:45,20230005,El Parque,L2,2026-03-08 18:47:50,20231202,Salida,CC→CW,QR,
180590,Laguna Quinenco,L2,2026-03-08 12:03:20,20233302,Concepcion,L2,2026-03-08 13:02:17,20221506,Salida,CW→CC,QR,
180590,Concepcion,L2,2026-03-08 18:50:08,20221802,Cristo Redentor,L2,2026-03-08 19:40:36,20233003,Salida,CC→CW,QR,
181228,Costa Mar,L2,2026-03-08 09:26:02,20230902,Cristo Redentor,L2,2026-03-08 09:57:23,20233003,Salida,CC→CW,QR,
184262,Laguna Quinenco,L2,2026-03-08 19:10:40,20233304,Huinca,L2,2026-03-08 19:26:10,20232701,Salida,CW→CC,QR,
185184,Lzo. Arenas,L1,2026-03-08 12:45:24,20222102,Manquimavida,L1,2026-03-08 13:17:48,20220601,Salida,TH→HQ,QR,
186063,Concepcion,L2,2026-03-08 20:31:45,20221505,Diagonal Bio Bio,L2,2026-03-08 21:18:50,20230304,Salida,CC→CW,QR,
189802,UTF Santa Maria,L1,2026-03-08 08:34:34,20222401,Cdal. Raul Silva Henriquez,L2,2026-03-08 09:43:42,20231801,Salida,L1→L2,QR,
194076,Huinca,L2,2026-03-08 11:12:41,20232706,Los Canelos,L2,2026-03-08 11:31:09,20232406,Salida,CW→CC,QR,
194076,Los Canelos,L2,2026-03-08 20:15:08,20232403,Cdal. Raul Silva Henriquez,L2,2026-03-08 20:38:33,20231804,Salida,CW→CC,QR,
194080,El Parque,L2,2026-03-08 19:39:21,20231204,Concepcion,L2,2026-03-08 19:59:32,20221801,Salida,CW→CC,QR,
198465,Diagonal Bio Bio,L2,2026-03-08 16:47:10,20230304,Lomas Coloradas,L2,2026-03-08 17:06:27,20231505,Salida,CC→CW,QR,
198465,Lomas Coloradas,L2,2026-03-08 19:21:02,20231503,Diagonal Bio Bio,L2,2026-03-08 19:50:33,20230303,Salida,CW→CC,QR,
223519,Cdal. Raul Silva Henriquez,L2,2026-03-08 17:54:11,20231803,Juan Pablo II,L2,2026-03-08 18:21:02,20230001,Salida,CW→CC,QR,
223519,Juan Pablo II,L2,2026-03-08 18:49:40,20230003,Cdal. Raul Silva Henriquez,L2,2026-03-08 19:26:44,20231801,Salida,CC→CW,QR,
244228,Hito Galvarino,L2,2026-03-08 17:12:47,20232102,Cristo Redentor,L2,2026-03-08 17:23:57,20233006,Salida,CC→CW,QR,
244228,Huinca,L2,2026-03-08 20:24:51,20232703,Hito Galvarino,L2,2026-03-08 20:31:36,20232103,Salida,CW→CC,QR,
245544,Pedro Medina,L1,2026-03-08 13:04:54,20220901,Hualqui,L1,2026-03-08 13:32:13,20220001,Salida,TH→HQ,QR,
247257,Concepcion,L2,2026-03-08 18:51:24,20221515,Lomas Coloradas,L2,2026-03-08 19:23:10,20231504,Salida,CC→CW,QR,
270969,Juan Pablo II,L2,2026-03-08 10:14:09,20230003,Cdal. Raul Silva Henriquez,L2,2026-03-08 10:53:11,20231803,Salida,CC→CW,QR,
279265,Los Canelos,L2,2026-03-08 20:19:38,20232403,Cristo Redentor,L2,2026-03-08 21:46:26,20233003,Salida,CC→CW,QR,
285505,Concepcion,L2,2026-03-08 11:20:49,20221517,Lomas Coloradas,L2,2026-03-08 11:53:06,20231505,Salida,CC→CW,QR,
